File,Foraging (Y/N),Seal_Presence,Original_Date (Do Not Use for R),Date,File_Timestamp,Time_In_1,Time_Out_1,Time_In_2,Time_Out_2,Time_In_3,Time_Out_3,Time_In_4,Time_Out_4,Time_In_5,Time_Out_5,Time_In_6,Time_Out_6,Cumulative_Time_m,Cumulative_Time_s,FGS_Status,Notes,
May_08_2023_135727_573,NA,N," _May _10, _2023",5/10/23,12:35:50 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_574,N,Y," _May _10, _2023",5/10/23,__12:40:00 PM,36:44.4,36:51.7,,,,,,,,,,,00:07.3,7.30,ON,Just a swim through of a seal. Not toward fish,
May_08_2023_135727_575,NA,N," _May _10, _2023",5/10/23,12:43:58 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_576,NA,N," _May _10, _2023",5/10/23,__12:47:54 PM,,,,,,,,,,,,,00:00.0,0.00,ON,More fish closer to the transducer but also could be more farther away but it is a bit dark,
May_08_2023_135727_577,NA,N," _May _10, _2023",5/10/23,12:52:40 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_578,NA,N," _May _10, _2023",5/10/23,__12:57:12 PM,,,,,,,,,,,,,00:00.0,0.00,ON,A lot of fish and one larger quick swim by on right side of screen but does not seem like it is big enough or swims right for it to be a seal,
May_08_2023_135727_579,NA,N," _May _10, _2023",5/10/23,1:01:30 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_580,NA,N," _May _10, _2023",5/10/23,__1:05:44 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_581,NA,N," _May _10, _2023",5/10/23,1:09:56 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_582,NA,N," _May _10, _2023",5/10/23,__1:14:28 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Still fish present but appears to be less than the foraging window,
May_08_2023_135727_583,NA,N," _May _10, _2023",5/10/23,__1:19:04 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_584,NA,N," _May _10, _2023",5/10/23,__1:24:08 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_585,NA,N," _May _10, _2023",5/10/23,1:29:12 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_586,NA,N," _May _10, _2023",5/10/23,1:34:04 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_587,NA,N," _May _10, _2023",5/10/23,1:38:30 PM,,,,,,,,,,,,,00:00.0,0.00,ON,A lot of juck in the water but also some schools of fish and what looks like an adult salmon. ,
May_08_2023_135727_588,NA,N," _May _10, _2023",5/10/23,__1:43:12 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_589,NA,N," _May _10, _2023",5/10/23,__1:48:14 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_590,NA,N," _May _10, _2023",5/10/23,1:53:04 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_591,NA,N," _May _10, _2023",5/10/23,__1:58:06 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_592,NA,N," _May _10, _2023",5/10/23,2:03:12 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_593,NA,N," _May _10, _2023",5/10/23,2:08:12 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Clearer view and some good schools of fish,
May_08_2023_135727_594,NA,N," _May _10, _2023",5/10/23,__2:12:54 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_595,NA,N," _May _10, _2023",5/10/23,2:17:48 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_596,N,Y," _May _10, _2023",5/10/23,__2:22:52 PM,19:12.3,19:35.8,,,,,,,,,,,00:23.5,23.50,ON,Slow float through far from transducer,
May_08_2023_135727_597,NA,N," _May _10, _2023",5/10/23,__2:28:02 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_598,Y,Y," _May _10, _2023",5/10/23,__2:33:22 PM,31:39.5,32:05.3,,,,,,,,,,,00:25.8,25.80,ON,Slowly floats in then swims fast at fish. Not a ton of fish overall and not a lot of schools but more smaller groups,
May_08_2023_135727_599,NA,N," _May _10, _2023",5/10/23,__2:38:36 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_600,NA,N," _May _10, _2023",5/10/23,__2:43:56 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Mostly empty but some fish shcools swimming through here and there,
May_08_2023_135727_601,NA,N," _May _10, _2023",5/10/23,__2:49:16 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_602,NA,N," _May _10, _2023",5/10/23,__2:54:26 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_603,NA,N," _May _10, _2023",5/10/23,__2:59:44 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Small number of fish total in the file,
May_08_2023_135727_604,NA,N," _May _10, _2023",5/10/23,__3:05:04 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_605,NA,N," _May _10, _2023",5/10/23,__3:10:12 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_606,NA,N," _May _10, _2023",5/10/23,3:15:20 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_607,NA,N," _May _10, _2023",5/10/23,__3:20:30 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_608,NA,N," _May _10, _2023",5/10/23,__3:25:48 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_609,NA,N," _May _10, _2023",5/10/23,3:31:02 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_610,NA,N," _May _10, _2023",5/10/23,3:36:04 PM,,,,,,,,,,,,,00:00.0,0.00,ON,More fish once again. Quite a bt of activity ,
May_08_2023_135727_611,N,Y," _May _10, _2023",5/10/23,3:40:38 PM,40:15.0,40:21.0,40:26.2,40:36.3,,,,,,,,,00:16.1,16.10,ON,Two quick swim throughs. ,
May_08_2023_135727_612,NA,N," _May _10, _2023",5/10/23,3:45:14 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_613,Y,Y," _May _10, _2023",5/10/23,__3:49:50 PM,45:12.2,46:04.0,45:48.1,46:59.7,,,,,,,,,02:03.4,123.40,ON,Multiple seals that both have about 2 strikes with some floating. Overlapping times ,
May_08_2023_135727_614,Y,Y," _May _10, _2023",5/10/23,3:54:20 PM,50:26.4,50:50.7,54:15.3,54:18.0,,,,,,,,,00:27.0,27.00,ON,Two seals the second one continues on to the next file,
May_08_2023_135727_615,N,Y," _May _10, _2023",5/10/23,3:58:58 PM,54:18.1,54:22.1,54:26.4,54:32.1,56:12.8,56:21.3,,,,,,,00:18.2,18.20,ON,End of last file and a swim through. There is also a blob that looks seal size but appears to be amorphous and probably a clump of matter,
May_08_2023_135727_616,N,Y," _May _10, _2023",5/10/23,__4:03:30 PM,01:20.8,01:26.5,01:33.9,02:23.0,,,,,,,,,00:54.8,54.80,ON,One seal swims in and dissapears then floats in and swims away fast. Does not appear to be feeding. Not a ton of fish,
May_08_2023_135727_617,N,Y," _May _10, _2023",5/10/23,4:07:44 PM,07:19.0,07:26.7,,,,,,,,,,,00:07.7,7.70,ON,Swim through,
May_08_2023_135727_618,N,Y," _May _10, _2023",5/10/23,4:12:18 PM,11:12.2,11:19.7,11:23.1,11:41.8,,,,,,,,,00:26.2,26.20,ON,Two seals swim through seperately  there is a good amount of fish,
May_08_2023_135727_619,N,Y," _May _10, _2023",5/10/23,__4:16:36 PM,16:05.1,16:31.0,,,,,,,,,,,00:25.9,25.90,ON,One seal moving through not too quickly,
May_08_2023_135727_620,NA,N," _May _10, _2023",5/10/23,4:21:16 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Some random fish and one larger school that isn't too tight moves in,
May_08_2023_135727_621,N,Y," _May _10, _2023",5/10/23,__4:26:04 PM,22:04.5,22:11.1,25:51.6,25:59.0,,,,,,,,,00:14.0,14.00,ON,Two quick swim throughs. Fish swimming around,
May_08_2023_135727_622,Y,Y," _May _10, _2023",5/10/23,4:30:38 PM,26:36.8,26:44.6,,,,,,,,,,,00:07.8,7.80,ON,Swims into school of fish,
May_08_2023_135727_623,N,Y," _May _10, _2023",5/10/23,4:35:24 PM,31:18.7,31:26.0,31:34.3,32:21.1,,,,,,,,,00:54.1,54.10,ON,Swims in and is then sitting not too much in view then swims out fast,
May_08_2023_135727_624,N,Y," _May _10, _2023",5/10/23,__4:40:18 PM,36:34.1,37:11.3,,,,,,,,,,,00:37.2,37.20,ON,Not a ton of fish but seal swims in and floats then swims away,
May_08_2023_135727_625,N,Y," _May _10, _2023",5/10/23,4:45:08 PM,41:36.8,41:42.3,41:47.2,42:06.1,,,,,,,,,00:24.4,24.40,ON,One seal swims in and swims out. Still fish present,
May_08_2023_135727_626,NA,N," _May _10, _2023",5/10/23,4:50:08 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Some fish and one small school swims through but not a ton,
May_08_2023_135727_627,N,Y," _May _10, _2023",5/10/23,4:55:06 PM,50:47.1,51:20.8,,,,,,,,,,,00:33.7,33.70,ON,Swims in and turns then floats out of view,
May_08_2023_135727_628,N,Y," _May _10, _2023",5/10/23,__4:59:56 PM,55:33.1,55:40.7,55:49.0,56:28.9,,,,,,,,,00:47.5,47.50,ON,A lot of time floating around faintly and two very small flashes of speed,
May_08_2023_135727_629,NA,N," _May _10, _2023",5/10/23,__5:04:38 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Some fish swimming around. No big schools but fish still present,
May_08_2023_135727_630,NA,N," _May _10, _2023",5/10/23,__5:09:12 PM,,,,,,,,,,,,,00:00.0,0.00,ON,A school of fish and some others swimming around and a lot of stuff floating in the water,
May_08_2023_135727_631,N,Y," _May _10, _2023",5/10/23,5:13:54 PM,09:20.1,09:26.6,13:47.3,0:13,,,,,,,,,00:11.0,11.00,ON,Swim throughs the second one of which ends the file but it is really faint at the end of the file.,
May_08_2023_135727_632,N,Y," _May _10, _2023",5/10/23,5:18:44 PM,13:51.8,13:57.9,18:11.1,18:31.9,,,,,,,,,00:26.9,26.90,ON,End of last file continues and then there is one more swim through,
May_08_2023_135727_633,NA,N," _May _10, _2023",5/10/23,__5:23:48 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Some fish swimming around. One school that is somewhat big,
May_08_2023_135727_634,NA,N," _May _10, _2023",5/10/23,__5:28:42 PM,,,,,,,,,,,,,00:00.0,0.00,ON,A lot of junk in the water,
May_08_2023_135727_635,N,Y," _May _10, _2023",5/10/23,__5:33:16 PM,32:04.7,32:11.5,,,,,,,,,,,00:06.8,6.80,ON,Swim through,
May_08_2023_135727_636,N,Y," _May _10, _2023",5/10/23,__5:38:20 PM,37:49.3,37:57.0,,,,,,,,,,,00:07.7,7.70,ON,Swim through Still fish swimming around,
May_08_2023_135727_637,N,Y," _May _10, _2023",5/10/23,5:43:24 PM,40:03.4,40:19.1,,,,,,,,,,,00:15.7,15.70,ON,Swim through and float,
May_08_2023_135727_638,NA,N," _May _10, _2023",5/10/23,5:48:02 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_639,N,Y," _May _10, _2023",5/10/23,__5:52:50 PM,48:20.2,48:26.6,48:57.3,49:04.4,49:09.7,49:48.0,,,,,,,00:51.8,51.80,ON,Fast swim throughs and then one set of floating around,
May_08_2023_135727_640,N,Y," _May _10, _2023",5/10/23,__5:57:40 PM,53:08.2,53:34.1,,,,,,,,,,,00:25.9,25.90,ON,,
May_08_2023_135727_641,NA,N," _May _10, _2023",5/10/23,__6:02:30 PM,,,,,,,,,,,,,00:00.0,0.00,ON,school of fish close to transducer,
May_08_2023_135727_642,N,Y," _May _10, _2023",5/10/23,__6:07:28 PM,02:39.0,02:45.8,02:43.0,02:50.0,02:52.4,03:30.7,03:39.3,03:45.5,04:11.7,04:37.3,,,01:23.9,83.90,ON,Fish present but the seals don't really appear to be feeding. They are swimming through not at the schools,
May_08_2023_135727_643,N,Y," _May _10, _2023",5/10/23,6:12:24 PM,09:16.4,09:23.3,09:27.1,09:44.7,,,,,,,,,00:24.5,24.50,ON,Fish present but the seals don't really appear to be feeding. They are swimming through not at the schools,
May_08_2023_135727_644,Y,Y," _May _10, _2023",5/10/23,6:17:12 PM,14:44.8,14:55.2,,,,,,,,,,,00:10.4,10.40,ON,Swims through fish although no fish response,
May_08_2023_135727_645,N,Y," _May _10, _2023",5/10/23,__6:22:12 PM,19:56.6,20:12.4,20:03.7,20:11.2,,,,,,,,,00:23.3,23.30,ON,Two seals swim through at the same time,
May_08_2023_135727_646,Y,Y," _May _10, _2023",5/10/23,6:27:18 PM,24:37.0,25:17.4,,,,,,,,,,,00:40.4,40.40,ON,Swim in and float around for a long time,
May_08_2023_135727_647,NA,N," _May _10, _2023",5/10/23,6:32:18 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Some fish but not a lot. No schools and some stuff floating around in the water,
May_08_2023_135727_648,N,Y," _May _10, _2023",5/10/23,6:37:20 PM,33:10.8,33:15.3,33:21.4,33:32.6,33:48.4,34:04.8,34:21.2,34:31.7,34:30.1,34:48.1,34:26.4,35:07.1,01:41.3,101.30,ON,Lots of smaller seals - Around 1.5 m,
May_08_2023_135727_649,N,Y," _May _10, _2023",5/10/23,__6:42:12 PM,38:04.2,38:19.5,42:09.1,42:10.4,,,,,,,,,00:16.6,16.60,ON,Not a lot of fish end of file seal continues to the next file,
May_08_2023_135727_650,N,Y," _May _10, _2023",5/10/23,6:46:58 PM,42:10.5,42:22.9,42:44.9,43:10.4,44:57.5,45:04.8,,,,,,,00:45.2,45.20,ON,Couple of small shools of fish at the end. Not a lot of fish dispersed overall,
May_08_2023_135727_651,Y,Y," _May _10, _2023",5/10/23,__6:51:48 PM,51:07.8,51:13.1,51:21.7,51:31.5,,,,,,,,,00:15.1,15.10,ON,first time seal swims into small schol of fish,
May_08_2023_135727_652,Y,Y," _May _10, _2023",5/10/23,6:56:42 PM,52:00.5,52:15.6,56:09.4,56:16.4,,,,,,,,,00:22.1,22.10,ON,first time seal swims into small schol of fish,
May_08_2023_135727_653,Y,Y," _May _10, _2023",5/10/23,7:01:44 PM,57:14.5,57:20.7,57:50.3,57:56.4,58:05.2,58:14.3,,,,,,,00:21.4,21.40,ON,Swipes on a faint but pretty large school of fish.,
May_08_2023_135727_654,N,Y," _May _10, _2023",5/10/23,7:06:42 PM,03:00.2,04:00.7,,,,,,,,,,,01:00.5,60.50,ON,Swims in then floats and swims away toward bridge. Some fish present and a decent sized school at the end of the file,
May_08_2023_135727_655,Y,Y," _May _10, _2023",5/10/23,7:11:40 PM,07:19.9,07:27.2,07:32.3,07:45.6,08:24.8,08:46.2,09:24.9,09:35.9,,,,,00:53.0,53.00,ON,No schools of fish but there is some fish and the seals appear to be going for bigger ones,
May_08_2023_135727_656,N,Y," _May _10, _2023",5/10/23,__7:16:34 PM,12:33.9,12:43.3,,,,,,,,,,,00:09.4,9.40,ON,Swim through,
May_08_2023_135727_657,Y,Y," _May _10, _2023",5/10/23,__7:21:24 PM,20:13.9,20:40.6,20:39.3,20:50.0,21:09.6,21:20.1,,,,,,,00:47.9,47.90,ON,A few swim throughs of seals and some fish swimming around,
May_08_2023_135727_658,N,Y," _May _10, _2023",5/10/23,7:26:14 PM,22:02.8,22:21.3,,,,,,,,,,,00:18.5,18.50,ON,One swim through,
May_08_2023_135727_659,N,Y," _May _10, _2023",5/10/23,7:31:08 PM,26:51.8,27:03.0,27:02.2,27:38.3,26:25.6,26:35.7,,,,,,,00:57.4,57.40,ON,Multiple swim throughs in different directions,
May_08_2023_135727_660,N,Y," _May _10, _2023",5/10/23,7:36:02 PM,33:08.7,33:28.6,,,,,,,,,,,00:19.9,19.90,ON,Floats in then swims away. Looks a lot like a blob at first then turns and takes shape.,
May_08_2023_135727_661,Y,Y," _May _10, _2023",5/10/23,__7:41:04 PM,39:07.8,39:21.3,40:46.1,40:53.1,40:56.9,41:02.6,,,,,,,00:26.2,26.20,ON,The end of the file has a seal that extends into the next file. Second seal appears to be feeding but first just moves through,
May_08_2023_135727_662,N,Y," _May _10, _2023",5/10/23,7:46:00 PM,41:02.7,41:30.5,,,,,,,,,,,00:27.8,27.80,ON,Seal from the previous file end. This part of the seal track does not seem like it is feeding,
May_08_2023_135727_663,Y,Y," _May _10, _2023",5/10/23,7:50:48 PM,48:46.4,49:51.2,50:03.2,50:23.1,,,,,,,,,01:24.7,84.70,ON,Swim in the floats and strikes at something. Seems like a decent amount of fish activity,
May_08_2023_135727_664,N,Y," _May _10, _2023",5/10/23,__7:55:50 PM,55:15.5,2:55:29,,,,,,,,,,,00:13.4,13.40,ON,Quick swim in and turn ,
May_08_2023_135727_665,Y,Y," _May _10, _2023",5/10/23,8:00:54 PM,58:59.3,59:47.8,,,,,,,,,,,00:48.5,48.50,ON,Swims in very fast then floats out slowly,
May_08_2023_135727_666,N,Y," _May _10, _2023",5/10/23,8:05:44 PM,02:03.9,02:25.3,,,,,,,,,,,00:21.4,21.40,ON,Floats into and out of frame,
May_08_2023_135727_667,Y,Y," _May _10, _2023",5/10/23,__8:10:32 PM,09:33.9,10:11.7,,,,,,,,,,,00:37.8,37.80,ON,Fast strike then floats out pretty slowly,
May_08_2023_135727_668,NA,N," _May _10, _2023",5/10/23,__8:15:22 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Something flashes on the very edge of the FOV but not enough in the frame to determine what it is.,
May_08_2023_135727_669,Y,Y," _May _10, _2023",5/10/23,8:20:00 PM,19:33.7,19:56.4,,,,,,,,,,,00:22.7,22.70,ON,Strike in fast and then floats away ,
May_08_2023_135727_670,N,Y," _May _10, _2023",5/10/23,8:24:36 PM,24:19.2,24:34.6,,,,,,,,,,,00:15.4,15.40,ON,Additional blob at beginning of file but not enough to make me confident it is a seal and not something floating through. Fast swimm in and out. Not a ton of fish overall,
May_08_2023_135727_671,N,Y," _May _10, _2023",5/10/23,__8:29:12 PM,25:57.9,26:44.0,,,,,,,,,,,00:46.1,46.10,ON,Floats most of the time period,
May_08_2023_135727_672,Y,Y," _May _10, _2023",5/10/23,__8:33:48 PM,29:15.6,29:24.8,,,,,,,,,,,00:09.2,9.20,ON,Fast strike then gone pretty quick,
May_08_2023_135727_673,N,Y," _May _10, _2023",5/10/23,__8:38:32 PM,36:16.2,36:27.9,,,,,,,,,,,00:11.7,11.70,ON,Floats trhough at edge of FOV,
May_08_2023_135727_674,Y,Y," _May _10, _2023",5/10/23,__8:43:30 PM,41:49.1,42:16.9,,,,,,,,,,,00:27.8,27.80,ON,floats in and then strikes. Some fish but not a ton,
May_08_2023_135727_675,NA,N," _May _10, _2023",5/10/23,__8:48:34 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_676,NA,N," _May _10, _2023",5/10/23,8:53:36 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Schools of fish in this file with some individuals floating around too,
May_08_2023_135727_677,NA,N," _May _10, _2023",5/10/23,__8:58:40 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Schools of fish in this file with some individuals floating around too,
May_08_2023_135727_678,NA,N," _May _10, _2023",5/10/23,9:03:30 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Som very large schools of fish,
May_08_2023_135727_679,NA,N," _May _10, _2023",5/10/23,__9:08:16 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_680,NA,N," _May _10, _2023",5/10/23,__9:13:04 PM,,,,,,,,,,,,,00:00.0,0.00,ON,A lot of fish activity,
May_08_2023_135727_681,NA,N," _May _10, _2023",5/10/23,__9:17:56 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_682,NA,N," _May _10, _2023",5/10/23,9:22:58 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_683,NA,N," _May _10, _2023",5/10/23,__9:27:58 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_684,NA,N," _May _10, _2023",5/10/23,9:33:02 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_685,NA,N," _May _10, _2023",5/10/23,9:38:06 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_686,NA,N," _May _10, _2023",5/10/23,9:43:08 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_687,NA,N," _May _10, _2023",5/10/23,9:48:06 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_688,NA,N," _May _10, _2023",5/10/23,__9:53:12 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_689,NA,N," _May _10, _2023",5/10/23,9:58:14 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_690,NA,N," _May _10, _2023",5/10/23,10:03:20 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_691,NA,N," _May _10, _2023",5/10/23,__10:08:34 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_692,NA,N," _May _10, _2023",5/10/23,10:13:52 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_693,NA,N," _May _10, _2023",5/10/23,10:18:58 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_694,NA,N," _May _10, _2023",5/10/23,__10:24:02 PM,,,,,,,,,,,,,00:00.0,0.00,ON,"Small amount of fish, stuff floating, no schools",
May_08_2023_135727_695,NA,N," _May _10, _2023",5/10/23,__10:29:08 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_696,NA,N," _May _10, _2023",5/10/23,10:34:20 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_697,NA,N," _May _10, _2023",5/10/23,10:39:24 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_698,NA,N," _May _10, _2023",5/10/23,__10:44:24 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_699,NA,N," _May _10, _2023",5/10/23,10:49:18 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_700,NA,N," _May _10, _2023",5/10/23,10:54:22 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_701,NA,N," _May _10, _2023",5/10/23,__10:59:26 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_702,NA,N," _May _10, _2023",5/10/23,11:04:30 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_703,NA,N," _May _10, _2023",5/10/23,__11:09:34 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Fish activity is picking up a little bit but still no schools,
May_08_2023_135727_704,NA,N," _May _10, _2023",5/10/23,11:14:38 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_705,NA,N," _May _10, _2023",5/10/23,__11:19:42 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_706,NA,N," _May _10, _2023",5/10/23,11:24:46 PM,,,,,,,,,,,,,00:00.0,0.00,ON,One large school early then some dispersed fish activity,
May_08_2023_135727_707,NA,N," _May _10, _2023",5/10/23,11:29:48 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_708,NA,N," _May _10, _2023",5/10/23,__11:34:52 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_709,NA,N," _May _10, _2023",5/10/23,__11:39:56 PM,,,,,,,,,,,,,00:00.0,0.00,ON,Some fish mostly detritis,
May_08_2023_135727_710,NA,N," _May _10, _2023",5/10/23,__11:45:00 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_711,NA,N," _May _10, _2023",5/10/23,11:50:06 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
May_08_2023_135727_712,NA,N," _May _10, _2023",5/10/23,11:55:00 PM,,,,,,,,,,,,,00:00.0,0.00,ON,,
,,,,,,,,,,,,,,,,,,,,,,
May_08_2023_135727_713,NA,N,"_May _11, _2023",5/11/23,12:00:00 AM,,,,,,,,,,,,,00:00.0,0.00,ON,,
,,,,,,,,,,,,,,,,,,,,,,
May_15_2023_122629_160,NA,N,"May _15, _2023",5/15/23,11:57:32 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,Some fish swimming around dispersed but not a lot. No schools,
May_15_2023_122629_161,NA,N,"_May _16, _2023",5/16/23,__12:02:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_162,NA,N,"May _16, _2023",5/16/23,__12:06:44 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_163,NA,N,"_May _16, _2023",5/16/23,12:11:20 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Not a lot of fsh overall but some dispersed,
May_15_2023_122629_164,NA,N,"_May _16, _2023",5/16/23,12:15:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_165,NA,N,"_May _16, _2023",5/16/23,__12:20:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_166,NA,N,"_May _16, _2023",5/16/23,12:25:00 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Few fish,
May_15_2023_122629_167,NA,N,"_May _16, _2023",5/16/23,12:29:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_168,NA,N,"_May _16, _2023",5/16/23,__12:34:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_169,NA,N,"_May _16, _2023",5/16/23,12:38:50 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_170,N,Y,"_May _16, _2023",5/16/23,12:43:38 AM,42:56.6,43:00.4,,,,,,,,,,,00:03.8,3.80,OFF,Few fish and very fast swim through right by the FGS,
May_15_2023_122629_171,NA,N,"_May _16, _2023",5/16/23,__12:48:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_172,NA,N,"_May _16, _2023",5/16/23,__12:53:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_173,NA,N,"_May _16, _2023",5/16/23,__12:58:00 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Few fish,
May_15_2023_122629_174,NA,N,"_May _16, _2023",5/16/23,1:02:50 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_175,NA,N,"_May _16, _2023",5/16/23,1:07:44 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Few fish. Almost nothing in the file,
May_15_2023_122629_176,NA,N,"_May _16, _2023",5/16/23,__1:12:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_177,NA,N,"_May _16, _2023",5/16/23,1:17:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_178,NA,N,"_May _16, _2023",5/16/23,__1:22:44 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Very few fish,
May_15_2023_122629_179,NA,N,"_May _16, _2023",5/16/23,__1:27:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_180,NA,N,"_May _16, _2023",5/16/23,1:32:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Starting to be slightly more stuff in the water seems like more fish,
