taxonomic_path	common_name	% samples positive in project
Chromista;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum sp. ES5-50	""	1.63
Plantae;NA;Florideophyceae;Rhodymeniales;Rhodymeniaceae;Sparlingia;Sparlingia pertusa	""	2.44
Animalia;Echinodermata;Echinoidea;Echinoida;Strongylocentrotidae;Mesocentrotus;Mesocentrotus franciscanus	""	1.63
Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Gallinago	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Asilidae;Euscelidia;Euscelidia procula	""	0.81
Animalia;Mollusca;Gastropoda;NA;Planorbidae;Bulinus	""	1.63
Chromista;NA;Dinophyceae;Dinophysiales;Dinophysiaceae;Phalacroma;Phalacroma rotundatum	Dinoflagellates	8.13
Plantae;NA;Florideophyceae;Gelidiales	""	1.63
Chromista;Phaeophyceae;NA;Ralfsiales;Ralfsiaceae;NA;Ralfsioid sp. 4GWS	Chromists	2.44
Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix schenckii	""	0.81
Animalia;Chordata;Mammalia;Carnivora;Canidae;Canis	Dog	1.63
Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium sp. BM-2009-5	Asco's	3.25
Animalia;Arthropoda;Insecta;Hemiptera;Aphididae	Aphid	1.63
Animalia;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chelmon	""	1.63
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa;Formosa sp. Hel3_A1_48	Bacteria	4.88
Plantae;NA;Florideophyceae;Palmariales;Rhodophysemataceae	""	0.81
Animalia;Chordata;Aves;Columbiformes;Columbidae	""	1.63
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	Pyrenomycete	3.25
Animalia;Annelida;Polychaeta;NA;Opheliidae;Ophelina;Ophelina acuminata	Sandbar worms	5.69
Animalia;Mollusca;Gastropoda;Thecosomata;Cavoliniidae	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia	Diatoms	0.81
Animalia;Arthropoda;Insecta;Diptera;Agromyzidae;Melanagromyza;Melanagromyza obtusa	""	3.25
Animalia;Chordata;Mammalia;Primates;Hominidae;Homo	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Gigartinaceae;Mazzaella;Mazzaella rosea	""	2.44
Animalia;Cnidaria;Hydrozoa;Leptothecata;Eirenidae;Eutonina;Eutonina indicans	Umbrella jellyfish	2.44
Animalia;Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Calycidoris;Calycidoris guentheri	""	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Hymenosomatidae	""	0.81
Animalia;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys	""	0.81
Animalia;Annelida;Polychaeta;Spionida;Cirratulidae;Dodecaceria;Dodecaceria sp. CMC02	""	1.63
Animalia;Arthropoda;Insecta;Lepidoptera;Pieridae;Zegris;Zegris eupheme	""	0.81
Plantae;NA;Florideophyceae;Halymeniales;Halymeniaceae;Prionitis;Prionitis sternbergii	""	1.63
Animalia;Arthropoda;Branchiopoda;Diplostraca	Clam shrimp	0.81
Plantae;NA;Florideophyceae;Ceramiales;Ceramiaceae;Ptilota;Ptilota filicina	Plants	4.07
Plantae;NA;Florideophyceae;Ceramiales;Ceramiaceae;Scagelia;Scagelia occidentale	""	1.63
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	""	1.63
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium;Lepidodinium chlorophorum	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora	""	0.81
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus	Shields	1.63
Chromista;Bacillariophyta;Coscinodiscophyceae;Melosirales;Melosiraceae;Melosira;Melosira nummuloides	""	0.81
Animalia;Arthropoda;Malacostraca;Mysida;Mysidae	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;NA;Turnerella	""	0.81
Animalia;Annelida;Polychaeta;Phyllodocida;Pholoidae;Pholoides;Pholoides asperus	Scaleworms	1.63
Animalia;Arthropoda;Arachnida;Araneae;Actinopodidae;Missulena	""	3.25
Plantae;NA;Florideophyceae;Gigartinales;Gigartinaceae;Mazzaella	Plants	5.69
Plantae;NA;Florideophyceae;Gigartinales;Areschougiaceae;Erythroclonium;Erythroclonium sp. 1angustatum	""	0.81
Animalia;Cnidaria;Hydrozoa;Anthoathecata;Ptilocodiidae;Thecocodium;Thecocodium quadratum	""	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Callianassidae;Paraglypturus;Paraglypturus tonganus (nomen nudum)	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Pogonomyrmex	""	1.63
Animalia;Arthropoda;Insecta;Lepidoptera;Lymantriidae	""	0.81
Animalia;Mollusca;Bivalvia;Ostreoida;Ostreidae;Crassostrea	Cupped oysters	0.81
Protozoa;NA;NA;Himatismenida;NA;Parvamoeba;Parvamoeba rugata	""	4.07
Animalia;Mollusca;Gastropoda;Nudibranchia	""	0.81
Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Glarea;Glarea lozoyensis	Asco's	3.25
Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Dociostaurus;Dociostaurus jagoi	""	0.81
Chromista;NA;Dinophyceae;Gymnodiniales	""	2.44
Animalia;Mollusca;Gastropoda;Nudibranchia;Tritoniidae;Tritonia;Tritonia diomedea	Nudibranchs	3.25
Animalia;Arthropoda;Maxillopoda;Kentrogonida;Sacculinidae;Loxothylacus;Loxothylacus panopaei	Arthropod	1.63
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae	Pyrenomycete	1.63
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae	Pyrenomycete	1.63
Animalia;Nemertea;Palaeonemertea;NA;Tubulanidae;Tubulanus;Tubulanus sp. 1 TCH-2015	Proboscis worms	4.88
Animalia;Arthropoda;Malacostraca;Decapoda;Aeglidae;Aegla	""	2.44
Chromista;Phaeophyceae;NA;Ectocarpales;Chordariaceae;Hecatonema;Hecatonema maculans	Chromists	1.63
Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Negotinthia;Negotinthia hoplisiformis	""	0.81
Chromista;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum minimum	""	1.63
Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Aulacorthum	Aphid	0.81
Plantae;Chordata;Actinopteri;Perciformes;Liparidae;Liparis	Twayblade	2.44
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae	""	0.81
Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus	""	1.63
Chromista;Phaeophyceae;NA;Ectocarpales;Chordariaceae;Leathesia;Leathesia marina	""	0.81
Animalia;Chordata;Mammalia;NA;Bovidae;Bos;Bos taurus	""	0.81
Animalia;Annelida	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Gigartinaceae;Mazzaella;Mazzaella sanguinea	""	2.44
Animalia;Chordata;Amphibia;Anura	""	0.81
Animalia;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona sp. L GPM-2011	""	0.81
Animalia;Chordata;Aves;Passeriformes;NA;Pseudobias;Pseudobias wardi	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;NA;Opuntiella;Opuntiella sp. 2californica	""	0.81
Animalia;Cnidaria;Hydrozoa;Anthoathecata;Tubulariidae;Hybocodon;Hybocodon prolifer	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Tachinidae;Tachinidae gen. tachJanzen01;Tachinidae gen. tachJanzen01 sp. Janzen01	""	0.81
Animalia;Chordata;Aves;Passeriformes;Petroicidae;Poecilodryas;Poecilodryas albonotata	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae	""	3.25
Animalia;Arthropoda;Insecta;Mantodea	""	0.81
Animalia;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella pearsei	""	1.63
Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Cucumaria	Sea cucumbers	2.44
Animalia;Mollusca;Gastropoda;NA;Hydrobiidae;Fluviopupa	""	0.81
Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Eucheilota;Eucheilota maculata	""	0.81
Animalia;Mollusca;Gastropoda;NA;Littorinidae;Littorina	Chink shells	0.81
Animalia;Arthropoda;Arachnida;Araneae;Archaeidae;Eriauchenius;Eriauchenius sp. 15 HMW-2014	""	0.81
Chromista;Phaeophyceae;NA;Fucales	""	0.81
Plantae;Chlorophyta;NA;Pyramimonadales;NA;Cymbomonas;Cymbomonas tetramitiformis	""	3.25
Animalia;Chordata;Actinopteri;Perciformes;Cryptacanthodidae;Cryptacanthodes;Cryptacanthodes giganteus	""	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Majidae;Chionoecetes;Chionoecetes japonicus	""	0.81
Animalia;Arthropoda;Maxillopoda;Sessilia;Chthamalidae	Arthropod	0.81
Animalia;Nemertea;Enopla;Monostilifera;Ototyphlonemertidae;Ototyphlonemertes	""	0.81
Animalia;Mollusca;Gastropoda;Stylommatophora;Succineidae;Succinea	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Muscidae;Phaonia	""	0.81
Animalia;Mollusca;Gastropoda;NA;Terebridae	""	0.81
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Cyclostephanos;Cyclostephanos sp. WTC16	""	0.81
Animalia;Mollusca;Gastropoda;Stylommatophora	""	5.69
Animalia;Arthropoda;Arachnida;Araneae;Dipluridae;Microhexura;Microhexura montivaga	""	0.81
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium oxysporum	""	0.81
Animalia;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Lepidopsetta;Lepidopsetta bilineata	""	0.81
Animalia;Chordata;Amphibia;Caudata;Hynobiidae;Hynobius	""	0.81
Animalia;Chordata;Actinopteri;Gymnotiformes;Apteronotidae	""	0.81
Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;Pentamera	""	0.81
Animalia;Arthropoda;Arachnida;Araneae;Sicariidae;Sicarius	""	0.81
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;Schizophyllum;Schizophyllum commune	Splitgill	1.63
Animalia;Chordata;Actinopteri;Perciformes;Stichaeidae;Anoplarchus	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Peyssonneliaceae;Peyssonnelia	""	0.81
Animalia;Echinodermata;Ophiuroidea;Ophiurida;Ophiactidae;Ophiopholis	Basket stars	3.25
Animalia;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus tshawytscha	""	1.63
Animalia;Mollusca;Gastropoda;Thecosomata;Limacinidae;Limacina;Limacina helicina	Helicid pteropod	0.81
Plantae;NA;Florideophyceae;Ceramiales;Dasyaceae;Rhodoptilum;Rhodoptilum plumosum	Plants	1.63
Animalia;Chordata;Aves;Passeriformes;Sylviidae	""	0.81
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales	""	0.81
Chromista;NA;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;Scrippsiella sp. CCMP2775	""	0.81
Animalia;Arthropoda;Maxillopoda;Siphonostomatoida;Dirivultidae;Aphotopontius	""	0.81
Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phyllophaga;Phyllophaga marginalis	""	1.63
Animalia;Cnidaria;Hydrozoa;Leptothecata;Eirenidae;Eutima;Eutima gracilis	""	0.81
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium adametzii	""	0.81
Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae	""	0.81
Plantae;NA;Florideophyceae;Nemastomatales	""	1.63
Chromista;Bacillariophyta;Mediophyceae;Triceratiales;Plagiogrammaceae;Plagiogramma;Plagiogramma sp. IAL-2014a	Diatoms	2.44
Animalia;Arthropoda;Maxillopoda;Calanoida;Pseudodiaptomidae;Pseudodiaptomus;Pseudodiaptomus nihonkaiensis	""	0.81
Animalia;Porifera;Demospongiae;Poecilosclerida	""	1.63
Animalia;Arthropoda;Insecta;Lepidoptera;Oecophoridae	""	0.81
Animalia;Arthropoda;Arachnida;Araneae;Lycosidae	""	0.81
Animalia;Arthropoda;Diplopoda;Chordeumatida;Attemsiidae;Syngonopodium;Syngonopodium cornutum	""	0.81
Chromista;Phaeophyceae;NA;Ectocarpales;Acinetosporaceae	""	0.81
Animalia;Mollusca;Gastropoda;NA;Columbellidae;Columbella	""	0.81
Animalia;Arthropoda;Arachnida;Astigmata;Acaridae;Tyrophagus;Tyrophagus putrescentiae	Mold mite	0.81
Chromista;Phaeophyceae;NA;Laminariales;Laminariaceae	""	0.81
Animalia;Chordata;Ascidiacea;Stolidobranchia;Pyuridae;Pyura;Pyura chilensis	""	0.81
Animalia;Onychophora;NA;NA;Peripatopsidae;Peripatopsis;Peripatopsis clavigera	""	0.81
Chromista;NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium helicandrum	""	0.81
Animalia;Mollusca;Gastropoda;NA;Olividae	""	0.81
Plantae;NA;Florideophyceae;Plocamiales;Plocamiaceae;Plocamium	""	1.63
Plantae;NA;Florideophyceae;Gigartinales;Phyllophoraceae;Stenogramma;Stenogramma rhodymenioides	""	1.63
Animalia;Arthropoda;Malacostraca;Decapoda;Pinnotheridae;Calyptraeotheres	""	0.81
Animalia;Arthropoda;Arachnida;Mesostigmata;Phytoseiidae	""	0.81
Animalia;Mollusca;Bivalvia;Veneroida;Psammobiidae;Nuttallia;Nuttallia olivacea	""	0.81
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;NA;Pfiesteriaceae sp. CCMP1965	""	0.81
Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium bruhnei	Asco's	2.44
Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Lepidonotus	Scale worm	0.81
Animalia;Chordata;Actinopteri;Characiformes	""	0.81
Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Xyleborus;Xyleborus sp. E AIC-2011	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Pyralidae;Orthaga;Orthaga rubridiscalis	""	1.63
Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. IMCC9063	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Dumontiaceae	""	0.81
Animalia;Mollusca;Gastropoda;NA;Littorinidae;Littorina;Littorina plena	Chink shells	0.81
Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Telura;Telura sp. NLG-2014	""	0.81
Animalia;Chordata;Actinopteri;Perciformes;Stichaeidae;Lumpenus;Lumpenus sagitta	""	0.81
Chromista;NA;Oomycetes;Peronosporales;NA;Nothophytophthora	""	0.81
Animalia;Arthropoda;Arachnida;Araneae;Selenopidae;Selenops	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Pyrausta;Pyrausta ochreicostalis	""	0.81
Animalia;Annelida;Clitellata	""	1.63
Animalia;Brachiopoda;NA;NA;NA;Phoronopsis;Phoronopsis harmeri	Large green phoronid	1.63
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;Peridinium sp. ES18-105	""	2.44
Animalia;Arthropoda;Insecta;Lepidoptera;Lycaenidae	""	0.81
Plantae;NA;Florideophyceae;Rhodymeniales;Rhodymeniaceae;Botryocladia;Botryocladia sp. GVF-2017a	""	0.81
Animalia;Arthropoda;Maxillopoda;Sessilia;Balanidae;Balanus;Balanus glandula	""	1.63
Animalia;Annelida;Polychaeta;Terebellida;Sternaspidae;Sternaspis;Sternaspis fossor	""	0.81
Animalia;Arthropoda;Maxillopoda;Sessilia;Chthamalidae;Chthamalus;Chthamalus dalli	""	0.81
Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	""	0.81
Animalia;Arthropoda;Maxillopoda;Sessilia;Tetraclitidae;Tetraclita;Tetraclita rubescens	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;Mayamaea permitis	""	1.63
Animalia;Rotifera;Monogononta;Ploima;Brachionidae	Rotifers	1.63
Animalia;Cnidaria;Hydrozoa;Anthoathecata;Bougainvilliidae;Bougainvillia;Bougainvillia superciliaris	""	0.81
Animalia;Echinodermata;Holothuroidea;Aspidochirotida;Stichopodidae;Parastichopus;Parastichopus californicus	Sea cucumbers	5.69
Animalia;Cnidaria;Scyphozoa;Semaeostomeae;Ulmaridae;Aurelia	""	1.63
Animalia;Arthropoda;Insecta;Hymenoptera;Figitidae	""	1.63
Animalia;Chordata;Actinopteri;Uranoscopiformes;Ammodytidae;Ammodytes;Ammodytes cf. personatus SVT-2013	Sand-eels	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae	Furry lobsters	0.81
Animalia;Annelida;Polychaeta;Capitellida;Maldanidae;Axiothella;Axiothella rubrocincta	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Pteronymia;Pteronymia primula	""	0.81
Animalia;Mollusca;Bivalvia;Veneroida;Tellinidae;Macoma;Macoma nasuta	Bent-nose macoma	3.25
Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Scorpaenichthys;Scorpaenichthys marmoratus	""	0.81
Animalia;Mollusca;Gastropoda;NA;Muricidae	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Gigartinaceae;Mazzaella;Mazzaella parksii	""	0.81
Animalia;Arthropoda;Maxillopoda;Poecilostomatoida;Splanchnotrophidae;Ismaila;Ismaila chaihuiensis	Arthropod	0.81
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;NA;Gonyaulacaceae sp. S4-82	""	0.81
Plantae;Chlorophyta;Trebouxiophyceae;Microthamniales;NA;Trebouxia;Trebouxia aggregata	""	0.81
Animalia;Arthropoda;Maxillopoda;Calanoida;Tharybidae;Tharybis;Tharybis groenlandica	""	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Epialtidae;Pugettia;Pugettia producta	""	1.63
Animalia;Arthropoda;Arachnida	""	0.81
Animalia;Arthropoda;Maxillopoda;Calanoida;Clausocalanidae;Pseudocalanus;Pseudocalanus mimus	Calanoid Copepods	0.81
Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Icelinus;Icelinus borealis	Northern sculpin	2.44
Animalia;Echinodermata;Crinoidea;Comatulida;Aporometridae;Aporometra	""	0.81
Chromista;Phaeophyceae;NA;Laminariales	""	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Xanthidae	""	1.63
Animalia;Arthropoda;Insecta;Hymenoptera;Braconidae	""	1.63
Animalia;Mollusca;Gastropoda;Nudibranchia;Dotidae;Doto;Doto amyra	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Papilionidae;Troides	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Saturniidae;Antheraea;Antheraea kelimutuensis	""	0.81
Animalia;Porifera;Demospongiae;Suberitida	""	1.63
Animalia;Arthropoda;Insecta;Lepidoptera;Pyralidae	""	0.81
Animalia;Porifera;Demospongiae;Dendroceratida	""	0.81
Animalia;Chordata;Ascidiacea;Enterogona;Perophoridae;Perophora;Perophora sagamiensis	""	0.81
Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae	""	0.81
Plantae;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastix;Dolichomastix tenuilepis	Green algae	1.63
Animalia;Annelida;Polychaeta;Terebellida;Terebellidae	""	1.63
Animalia;Mollusca;Gastropoda;NA;Limapontiidae;Aplysiopsis;Aplysiopsis enteromorphae	Gastropods	0.81
Animalia;Arthropoda;Maxillopoda;Siphonostomatoida;Caligidae;Lepeophtheirus;Lepeophtheirus salmonis	""	0.81
Animalia;Arthropoda;Arachnida;Oribatida;Ceratozetidae;Diapterobates	""	2.44
Animalia;Chordata;Amphibia;Caudata;Hynobiidae	""	0.81
Animalia;Xenacoelomorpha;Acoela;NA;Isodiametridae;Archaphanostoma;Archaphanostoma macrospiriferum	""	0.81
Animalia;Mollusca;Gastropoda;Stylommatophora;Ariophantidae;Everettia	""	0.81
NA;Xanthophyceae	""	0.81
Animalia;Entoprocta;NA;NA;Loxosomatidae;Loxosomella	""	0.81
Animalia;Cnidaria;Anthozoa;Actiniaria;Actiniidae;Urticina	Anemones	3.25
Chromista;NA;Oomycetes;Peronosporales;NA;Phytophthora;Phytophthora megasperma	""	0.81
Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Euphausia	Euphausiids	0.81
Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Duvalius	""	0.81
Animalia;Mollusca;Gastropoda;NA;Cocculinidae	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Mydidae;Rhaphiomidas	""	0.81
Animalia;Arthropoda;Collembola;NA;Entomobryidae	""	0.81
Animalia;Mollusca;Gastropoda;NA;Ovulidae	""	0.81
Animalia;Annelida;Polychaeta;Capitellida;Scalibregmatidae;Scalibregma;Scalibregma inflatum CMC03	Paddle-footed annelids	2.44
Animalia;Mollusca;Gastropoda;NA;Margaritidae;Margarites;Margarites pupillus	""	1.63
Plantae;NA;Florideophyceae;Gigartinales;Solieriaceae;Sarcodiotheca;Sarcodiotheca sp. 2gaudichaudii	""	1.63
Chromista;NA;Chrysophyceae	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Erebidae;Cisthene;Cisthene plumbea	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Geometridae;Hydriomena	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Braconidae;Microplitis	""	0.81
Animalia;Annelida;Polychaeta;Phascolosomatiformes;Phascolosomatidae;Phascolosoma	Phascolosomatids	0.81
Fungi;Ascomycota;Leotiomycetes;NA;NA;Leohumicola	Asco's	0.81
Animalia;Mollusca;Gastropoda;NA;Pachychilidae;Brotia;Brotia torquata	""	0.81
Plantae;NA;Florideophyceae;Ceramiales;Rhodomelaceae;Xiphosiphonia;Xiphosiphonia pennata	""	0.81
Plantae;NA;Florideophyceae;Ceramiales;Ceramiaceae;Microcladia	""	1.63
Animalia;Arthropoda;Arachnida;Trombidiformes;Torrenticolidae;Torrenticola;Torrenticola sp. BOLD:AAN9097	""	0.81
Chromista;NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium insidiosum	""	0.81
Animalia;Arthropoda;Insecta;Hemiptera;Cicadidae;Palapsalta	""	0.81
Animalia;Chordata;Actinopteri;Anabantiformes;Channidae;Channa	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia sp. BOLD:AAO7110	Diatoms	0.81
Animalia;Cnidaria;Hydrozoa;Anthoathecata;Corymorphidae;Corymorpha	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Tephritidae;Rhagoletis	""	0.81
Animalia;Arthropoda;Arachnida;Araneae;Antrodiaetidae;Atypoides;Atypoides riversi	""	1.63
Animalia;Arthropoda;Malacostraca;Decapoda;Epialtidae;Pugettia;Pugettia gracilis	""	0.81
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;Cyclotella cryptica	Diatoms	2.44
Animalia;Echinodermata;Ophiuroidea;Ophiurida;Ophiactidae;Ophiopholis;Ophiopholis kennerlyi	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Halictidae;Corynura	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Thyrididae	""	0.81
Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Clytia;Clytia hemisphaerica	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Pamphiliidae	""	0.81
Chromista;Phaeophyceae;NA;Fucales;Fucaceae;Fucus	""	1.63
Animalia;Mollusca;Cephalopoda;Teuthida	""	0.81
Animalia;Arthropoda;Malacostraca;Amphipoda;Ischyroceridae;Ericthonius;Ericthonius brasiliensis	""	0.81
Animalia;Porifera;Demospongiae;Biemnida;Biemnidae;Biemna;Biemna variantia	""	0.81
Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Malmgreniella;Malmgreniella nigralba	""	0.81
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Hippothoidae;Celleporella;Celleporella hyalina	""	3.25
Animalia;Mollusca;Gastropoda;NA;Cyclophoridae;Japonia	""	0.81
Animalia;Chordata;Mammalia;Chiroptera	""	0.81
Animalia;Chordata;Amphibia;Anura;Microhylidae;Albericus	""	0.81
Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;NA;Ampharetidae sp. BOLD:AAG7386	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Kallymeniaceae;Salishia;Salishia firma	""	0.81
Animalia;Arthropoda;Insecta;Hemiptera;Cicadidae	""	0.81
Animalia;Nemertea;Anopla;Heteronemertea;Riseriellidae;Riserius;Riserius pugetensis	""	0.81
Animalia;Arthropoda;Maxillopoda;Calanoida;Clausocalanidae;Pseudocalanus;Pseudocalanus acuspes	Calanoid Copepods	0.81
Animalia;Arthropoda;Insecta;Diptera;Culicidae;Anopheles	""	0.81
Animalia;Arthropoda;Maxillopoda;Cyclopoida	Cyclopoid Copepods	0.81
Animalia;Arthropoda;Branchiopoda;Diplostraca;Daphniidae;Ceriodaphnia;Ceriodaphnia dubia	Water flea	0.81
Animalia;Echinodermata;Holothuroidea;Aspidochirotida;Stichopodidae	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes albopictus	""	1.63
Animalia;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Psettichthys;Psettichthys melanostictus	""	1.63
Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae	""	1.63
Animalia;Arthropoda;Insecta;Ephemeroptera;Leptohyphidae	""	0.81
Animalia;Mollusca;Polyplacophora;Neoloricata;Callistoplacidae;Callistochiton	""	0.81
Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Latalus;Latalus sp. BOLD-2016	""	0.81
Animalia;Cnidaria;Anthozoa;Pennatulacea;Pennatulidae;Ptilosarcus;Ptilosarcus gurneyi	""	0.81
Animalia;Chordata;Actinopteri;Siluriformes;Bagridae;Mystus	""	0.81
Fungi;Ascomycota;Sordariomycetes;Sordariales	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae	""	0.81
Animalia;Nemertea;Enopla;Monostilifera;Oerstediidae;Oerstedia;Oerstedia verae	""	0.81
Chromista;Phaeophyceae;NA;Ectocarpales;Chordariaceae;Dictyosiphon;Dictyosiphon sp. 3GWS	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula	""	1.63
Animalia;Annelida;Polychaeta;Golfingiida	""	0.81
Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;Coryphaenoides carminifer	""	0.81
Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae	Aquatic oligochaete worm	0.81
Animalia;Arthropoda;Diplopoda;Julida;Julidae;Brachyiulus;Brachyiulus bagnalli	Juliform millipedes	0.81
