taxonomic_path	common_name	% samples positive in project
Animalia;Cnidaria;Scyphozoa;Semaeostomeae;Ulmaridae;Phacellophora;Phacellophora camtschatica	Fried-egg jellyfish	6.5
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora	Marine bryozoans	8.13
Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Eupolymnia;Eupolymnia heterobranchia	""	2.44
Animalia;Annelida;Polychaeta;Phyllodocida;Pholoidae;Pholoe;Pholoe sp. CMC02	""	0.81
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae	Dinoflagellates	8.94
Animalia;Arthropoda;Insecta;Hymenoptera	Ant, Bee, Wasp, Sawfly	8.13
Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera capitata	""	1.63
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium sacchari	""	0.81
Animalia;Cnidaria;Hydrozoa;NA;NA;NA;Hydrozoa sp. prey of Macellomenia sp. KMK-2014	Hydralike animals	3.25
Fungi;Ascomycota;Leotiomycetes;Helotiales	""	1.63
Animalia;Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Amathia;Amathia imbricata	""	0.81
Animalia;Rotifera;Monogononta;Ploima;Brachionidae;Brachionus	Rotifers	4.07
Animalia;Chordata;Actinopteri;Clupeiformes;Clupeidae	Hering	8.13
Plantae;NA;Florideophyceae;Ceramiales;Delesseriaceae;Phycodrys	Plants	5.69
Animalia;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus	Calanoid Copepods	5.69
Chromista;NA;Oomycetes;Saprolegniales;Saprolegniaceae;Saprolegnia	""	0.81
Plantae;NA;Florideophyceae;Ceramiales	Plants	6.5
Chromista;NA;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;Scrippsiella sweeneyae	Dinoflagellates	17.07
Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae	""	1.63
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia hasleana	Diatoms	9.76
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Nusuttodinium;Nusuttodinium aeruginosum	Dinoflagellates	8.94
Chromista;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum micans	Dinoflagellates	19.51
Animalia;Arthropoda;Insecta;Trichoptera;Hydroptilidae	""	1.63
Animalia;Chordata;Mammalia;NA;Suidae	Hogs	2.44
Chromista;NA;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium sp. clade D	""	2.44
Chromista;NA;Dinophyceae;Peridiniales	Dinoflagellates	18.7
Animalia;Porifera;Demospongiae	Demosponge	6.5
Animalia;Arthropoda;Malacostraca	Malacostracans	1.63
Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Akodon;Akodon montensis	""	0.81
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae	Baker's yeast	3.25
Animalia;Cnidaria;Hydrozoa;Leptothecata;Plumulariidae;Plumularia;Plumularia lagenifera	Hydralike animals	8.13
Chromista;Phaeophyceae;NA;Ectocarpales	""	4.07
Animalia;Chordata;Mammalia;Cetacea;Phocoenidae;Phocoena;Phocoena phocoena	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Peyssonneliaceae;Peyssonnelia;Peyssonnelia sp. 3BC	""	0.81
Animalia;Mollusca;Gastropoda;NA;Limapontiidae;Stiliger;Stiliger fuscovittatus	Brown-streak stiliger	1.63
Animalia;Arthropoda;Insecta;Coleoptera;Carabidae	""	1.63
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium	""	4.07
Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Schizaphis;Schizaphis graminum	Greenbug	0.81
Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Clytia;Clytia sp. JRH-2014	""	0.81
Chromista;Bacillariophyta;Coscinodiscophyceae;Melosirales;Stephanopyxidaceae;Stephanopyxis;Stephanopyxis turris	Diatoms	14.63
Animalia;Nemertea	Proboscis worms	4.07
Animalia;Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Onchidoris;Onchidoris bilamellata	Barnacle-eating onchidoris	1.63
Animalia;Rotifera;Monogononta;Ploima;Trichocercidae;Trichocerca	""	0.81
Animalia;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Lilyopsis;Lilyopsis fluoracantha	""	0.81
Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;NA;Cecidomyiidae sp. BOLD-2016	""	0.81
Animalia;Arthropoda;Arachnida;Scorpiones;Bothriuridae;Brachistosternus	""	4.88
Animalia;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii	Pacific herring	8.13
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax	Dinoflagellates	13.01
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium sclerotiorum	""	20.33
Animalia;Rotifera;Monogononta;Ploima;Synchaetidae	""	4.07
Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Lepidonotus;Lepidonotus squamatus CMC01	Scale worm	3.25
Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera robusta	Glycerine worm	4.07
Animalia;Mollusca	""	4.88
Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Modiolus;Modiolus modiolus	Northern horse mussel	9.76
Animalia;Annelida;Polychaeta;Golfingiida;Golfingiidae;Thysanocardia;Thysanocardia nigra	""	0.81
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Adenoides;Adenoides eludens	""	3.25
Animalia;Annelida;Polychaeta;Phyllodocida;Glyceridae;Hemipodia;Hemipodia simplex	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Simuliidae;Cnephia	""	0.81
Plantae;NA;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia	Plants	1.63
Animalia;Cnidaria;Scyphozoa;Semaeostomeae	""	3.25
Chromista;NA;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;Scrippsiella trochoidea	Dinoflagellates	12.2
Animalia;Mollusca;Gastropoda;NA;Fasciolariidae	""	1.63
Animalia;Arthropoda;Insecta;Diptera;Hybotidae	""	0.81
Animalia;Porifera;Demospongiae;Clionaida;Clionaidae;Cliona	Boring sponges	6.5
Animalia;Arthropoda;Maxillopoda;Calanoida;Clausocalanidae	""	0.81
Chromista;NA;Synurophyceae;Parmales;Triparmaceae;Triparma;Triparma laevis	Synurids	10.57
Chromista;NA;Dinophyceae;Gymnodiniales;Kareniaceae	Dinoflagellates	12.2
Chromista;Phaeophyceae;NA;Laminariales;Laminariaceae;Nereocystis;Nereocystis luetkeana	Chromists	8.94
Plantae;NA;Florideophyceae;Ceramiales;Rhodomelaceae	Plants	6.5
Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae;Oxydromus;Oxydromus pugettensis	Bat star worm	2.44
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;NA;Pfiesteriaceae sp. CCMP1958	""	1.63
Chromista;NA;Dictyochophyceae;Florenciellales;NA;Pseudochattonella;Pseudochattonella farcimen	Brown algae	7.32
Animalia;Annelida;Polychaeta;Spionida;Chaetopteridae;Phyllochaetopterus;Phyllochaetopterus prolifica	""	0.81
Animalia;Chordata;Actinopteri;Perciformes;Liparidae;Liparis;Liparis fucensis	""	0.81
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	Bacteria	12.2
Chromista;Eustigmatophyceae;NA;Eustigmatales;Monodopsidaceae;Nannochloropsis;Nannochloropsis granulata	Chromists	3.25
Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Quedius	""	0.81
Animalia;Cnidaria;Anthozoa;Pennatulacea	""	4.07
Animalia;Chordata;Actinopteri;Uranoscopiformes;Ammodytidae;Ammodytes	Sand lances	8.94
Plantae;NA;Florideophyceae;Ceramiales;Delesseriaceae;Cryptopleura;Cryptopleura ruprechtiana	Plants	6.5
Plantae;NA;Florideophyceae;Gigartinales;Phyllophoraceae;Stenogramma	""	3.25
Animalia;Arthropoda;Insecta;Hemiptera;Triozidae	""	0.81
Animalia;Chordata;Actinopteri	""	7.32
Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae	Mussel	6.5
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Haslea	""	2.44
Animalia;Arthropoda;Branchiopoda;Diplostraca;Podonidae;Pleopis;Pleopis polyphemoides	Clam shrimp	0.81
Animalia;Nemertea;Enopla;Monostilifera;Amphiporidae;Zygonemertes;Zygonemertes sp. 1 TCH-2015	Proboscis worms	4.07
Chromista;Phaeophyceae;NA;Ectocarpales;Chordariaceae;Punctaria;Punctaria latifolia	""	0.81
Plantae;NA;Florideophyceae;Nemaliales;Galaxauraceae;Galaxaura;Galaxaura rugosa	""	2.44
Animalia;Chordata;Mammalia	""	3.25
Plantae;NA;Bangiophyceae;Bangiales;Bangiaceae	""	0.81
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae	Shield Lichens And Allies	2.44
Animalia;Cnidaria;Anthozoa	""	0.81
Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Cucumaria;Cucumaria piperata	Peppered sea cucumber	4.07
Animalia;Arthropoda;Insecta;Diptera;Agromyzidae;NA;Agromyzidae sp. BOLD-2016	""	0.81
Animalia;Arthropoda;Maxillopoda	""	3.25
Animalia;Cnidaria;Hydrozoa;NA;NA;NA;Hydrozoa sp. prey of Hypomenia sp. KMK-2014	Hydralike animals	10.57
Animalia;Cnidaria;Anthozoa;Alcyonacea;Chrysogorgiidae;Pleurogorgia;Pleurogorgia sp. CSM-2012	""	0.81
Animalia;Chordata;NA;Squamata;Gekkonidae;Uroplatus	""	0.81
Animalia;Xenacoelomorpha;Acoela	""	2.44
Animalia;Arthropoda;Arachnida;Trombidiformes;Eupodidae	""	0.81
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Alexandrium;Alexandrium catenella	""	2.44
Animalia;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Thyreodon;Thyreodon sp. BOLD:AAB9977	""	0.81
Animalia;Annelida;Polychaeta;NA;Orbiniidae;Leitoscoloplos;Leitoscoloplos pugettensis CMC01	Paddle-footed annelids	4.88
Animalia;Annelida;Polychaeta;Spionida;Spionidae	""	0.81
Animalia;Arthropoda;Arachnida;Astigmata;Pyroglyphidae;Dermatophagoides;Dermatophagoides farinae	American house dust mite	0.81
Chromista;NA;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis	Dinoflagellates	8.13
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella	""	0.81
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Alexandrium;Alexandrium ostenfeldii	""	1.63
Animalia;Arthropoda;Maxillopoda;Sessilia;Chthamalidae;Chthamalus;Chthamalus malayensis	""	0.81
Plantae;NA;Florideophyceae;Acrochaetiales;Acrochaetiaceae;Acrochaetium;Acrochaetium densum	""	0.81
Animalia;Arthropoda;Insecta;Hemiptera;Gerridae	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Pleurosigma;Pleurosigma strigosum	""	2.44
Animalia;Arthropoda;Maxillopoda;Sessilia;Balanidae	Arthropod	1.63
Animalia;Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Acanthodoris;Acanthodoris nanaimoensis	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Kallymeniaceae;Kallymeniopsis;Kallymeniopsis oblongifructa	Plants	4.07
Plantae;NA;Florideophyceae;Gracilariales;Gracilariaceae	""	2.44
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira	Diatoms	13.01
Animalia;Mollusca;Bivalvia;Nuculoida;Nuculidae	""	1.63
Animalia;Arthropoda;Malacostraca;Amphipoda	""	4.88
Chromista;Phaeophyceae;NA;Ectocarpales;Chordariaceae;Microspongium;Microspongium tenuissimum	""	4.07
Animalia;Rotifera;Monogononta;Ploima;Synchaetidae;Synchaeta	Rotifers	4.07
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia longissima	Diatoms	7.32
Plantae;NA;Florideophyceae;Rhodymeniales;Faucheaceae;Gloiocladia;Gloiocladia fryeana	Plants	4.88
Plantae;NA;Florideophyceae;Gigartinales;Solieriaceae;Sarcodiotheca;Sarcodiotheca furcata	Plants	8.94
Animalia;Arthropoda;Insecta;Hymenoptera;Colletidae;Colletes	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia fryxelliana	Diatoms	1.63
Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Enophrys;Enophrys bison	Buffalo sculpin	3.25
Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Alitta;Alitta sp. CMC01	""	2.44
Animalia;Arthropoda;Malacostraca;Decapoda;Panopeidae;Lophopanopeus;Lophopanopeus bellus	Black-clawed mud crab	1.63
Chromista;NA;Oomycetes;Saprolegniales;Saprolegniaceae;Leptolegnia;Leptolegnia sp. BOLD:AAX5717	""	0.81
Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Neoamphitrite;Neoamphitrite robusta CMC02	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Platygastridae	""	0.81
Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus costalis	""	0.81
Plantae;NA;Florideophyceae;Halymeniales;Halymeniaceae;Prionitis;Prionitis simplex	Plants	2.44
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Thelonectria	Pyrenomycete	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia	""	2.44
Animalia;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus	Calanoid Copepods	3.25
Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Galeruca;Galeruca rudis	""	0.81
Animalia;Echinodermata;Ophiuroidea;Ophiurida;Amphiuridae;Amphiodia	Basket stars	3.25
Animalia;Arthropoda;Insecta;Trichoptera;Philopotamidae;Wormaldia;Wormaldia occipitalis	""	0.81
Plantae;NA;Florideophyceae;Ceramiales;Ceramiaceae;Pterothamnion;Pterothamnion sp. 4GWS	Plants	5.69
Chromista;Bacillariophyta;Fragilariophyceae;Striatellales;Grammatophoraceae;Grammatophora;Grammatophora sp. B LG-2014	""	0.81
Animalia;Nemertea;Anopla;Heteronemertea;Lineidae;Maculaura;Maculaura oregonensis	""	1.63
Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Cercospora;Cercospora sojina	Asco's	0.81
Animalia;Nemertea;Anopla;Heteronemertea;Cerebratulidae;Cerebratulus;Cerebratulus sp. spade head	""	4.07
Chromista;Phaeophyceae;NA;Ectocarpales;Chordariaceae;Laminariocolax	""	2.44
Plantae;NA;Florideophyceae;Gigartinales;Dumontiaceae;Weeksia;Weeksia coccinea	Plants	2.44
Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Megalomma;Megalomma splendida	Fanworms	0.81
Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Kallymeniaceae;Pugetia	""	4.07
Plantae;NA;Florideophyceae;Ceramiales;Ceramiaceae;Ceramium	Plants	0.81
Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Figitidae;Leptopilina;Leptopilina sp. TK1	""	1.63
Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Mytilus	Mussel	4.07
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema japonicum	Diatoms	11.38
Animalia;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Conanalus;Conanalus pieli	""	0.81
Animalia;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys coenosus	C-O Sole	1.63
Plantae;NA;Florideophyceae;Gigartinales;Kallymeniaceae;Callophyllis;Callophyllis schneideri	Plants	6.5
Animalia;Arthropoda;Arachnida;Araneae;Theraphosidae;Aphonopelma	""	0.81
Animalia;Arthropoda;Branchiopoda;Diplostraca;Podonidae;Evadne;Evadne nordmanni	Clam shrimp	1.63
Animalia;Arthropoda;Arachnida;Mesostigmata;Urodinychidae;Uroobovella;Uroobovella sp. 2WK	""	0.81
Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;Pentamera;Pentamera pediparva	""	1.63
Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Calycella;Calycella syringa	Creeping bell hydroid	1.63
Plantae;NA;Florideophyceae;Halymeniales;Halymeniaceae;Grateloupia;Grateloupia sp. GWS-2014	""	0.81
Animalia;Annelida;Polychaeta;Phyllodocida	""	0.81
Chromista;Phaeophyceae;NA;Ectocarpales;Ectocarpaceae;Ectocarpus	Maiden's Hair	3.25
Animalia;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Symplectoscyphus;Symplectoscyphus tricuspidatus	Sessile hydrozoans	6.5
Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Bipalponephtys;Bipalponephtys cornuta	Catworms	4.07
Animalia;Echinodermata;Ophiuroidea;Ophiurida;Amphiuridae;Amphipholis;Amphipholis sp. EACO2	""	0.81
Animalia;Arthropoda;Malacostraca;Amphipoda;Niphargidae;Niphargus	""	3.25
Animalia;Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Rhithrogena;Rhithrogena sp. 19 LV-2010	""	0.81
Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Hemaris	""	0.81
Plantae;NA;Florideophyceae;Rhodymeniales	""	0.81
Animalia;Chordata;Amphibia;Anura;Leptodactylidae;Pseudopaludicola;Pseudopaludicola falcipes	""	0.81
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Clitocybe;Clitocybe robusta	Funnels	0.81
Plantae;NA;Florideophyceae;Gigartinales;Kallymeniaceae;Callophyllis;Callophyllis edentata	Plants	4.88
Animalia;Arthropoda;Insecta;Diptera;Phoridae	""	0.81
Animalia;Arthropoda;Maxillopoda;Calanoida;Calanidae;Calanus	Calanoid Copepods	4.07
Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Garra;Garra bicornuta	""	0.81
Animalia;Mollusca;Bivalvia;Veneroida;Cardiidae;Clinocardium;Clinocardium nuttallii	""	1.63
Animalia;Echinodermata;Echinoidea;Echinoida;Strongylocentrotidae	""	1.63
Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Bathyphantes;Bathyphantes approximatus	""	0.81
Chromista;Bacillariophyta;Mediophyceae;Triceratiales;Triceratiaceae;Trieres;Trieres chinensis	Diatoms	11.38
Animalia;Echinodermata;Echinoidea;Echinoida;Strongylocentrotidae;Strongylocentrotus	""	1.63
Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Trigonopterus;Trigonopterus sp. 201 MB-2011	""	0.81
Plantae;NA;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladia;Pterocladia rectangularis	""	1.63
Chromista;NA;Dinophyceae;Gonyaulacales;Goniodomataceae;Gambierdiscus;Gambierdiscus toxicus	""	2.44
Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Metrioidea;Metrioidea sp. JJG301	""	1.63
Animalia;Arthropoda;Malacostraca;Decapoda;Oregoniidae;Oregonia;Oregonia gracilis	""	2.44
Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae	""	0.81
Animalia;Cnidaria;Anthozoa;Pennatulacea;Virgulariidae;Stylatula;Stylatula elongata	Elongated sea pen	4.07
Animalia;Annelida;Polychaeta;Terebellida	Paddle-footed annelids	2.44
Animalia;Mollusca;Gastropoda;NA;Trochidae;Lirularia	""	0.81
Animalia;Arthropoda;Insecta;Hymenoptera;Argidae;Arge	""	0.81
Animalia;Annelida;Polychaeta;Flabelligerida;Flabelligeridae;Brada;Brada villosa CMC02	""	0.81
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium sp. NVA/RUS/2008	""	2.44
NA;Eustigmatophyceae	""	5.69
Animalia;Arthropoda;Maxillopoda;Calanoida;Clausocalanidae;Pseudocalanus;Pseudocalanus moultoni	Calanoid Copepods	4.88
Plantae;NA;Florideophyceae;Plocamiales;Plocamiaceae	""	0.81
Animalia;Annelida;Polychaeta;Terebellida;Pectinariidae;Pectinaria;Pectinaria granulata CMC01	Comb worms	0.81
Animalia;Chordata;Chondrichthyes	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Psammodictyon;Psammodictyon panduriforme	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Cystocloniaceae;Rhodophyllis	""	0.81
Animalia;Annelida;Polychaeta;Spionida;Spionidae;Polydora	""	0.81
Animalia;Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;Pteraster sp. EAC02	""	0.81
Chromista;Bacillariophyta;Coscinodiscophyceae;Rhizosoleniales;Rhizosoleniaceae;Rhizosolenia;Rhizosolenia setigera	Diatoms	2.44
Chromista;Phaeophyceae;NA;Dictyotales;Dictyotaceae;Dictyota	""	1.63
Plantae;NA;Florideophyceae;Nemastomatales;Schizymeniaceae;Schizymenia	""	0.81
Chromista;NA;Oomycetes;Peronosporales;NA;Phytopythium;Phytopythium chamaehyphon	""	1.63
Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Sclerodactylidae;Eupentacta;Eupentacta quinquesemita	""	0.81
Chromista;Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae;Asterionellopsis;Asterionellopsis glacialis	Diatoms	7.32
Chromista;NA;Oomycetes;Saprolegniales;Saprolegniaceae;Achlya;Achlya flagellata	""	0.81
Plantae;NA;Florideophyceae;Gracilariales;Gracilariaceae;Gracilariopsis	Plants	4.07
Animalia;Mollusca;Gastropoda;NA;Calyptraeidae;Calyptraea;Calyptraea fastigata	""	0.81
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula taiwanensis	Basidio's	8.94
Chromista;Phaeophyceae;NA;Ectocarpales;Ectocarpaceae	""	4.07
Animalia;Annelida;Polychaeta;NA;Orbiniidae	Paddle-footed annelids	0.81
NA;NA;Labyrinthulomycetes	""	0.81
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae	""	0.81
Plantae;NA;Florideophyceae;Ceramiales;Rhodomelaceae;Osmundea;Osmundea spectabilis	""	0.81
Protozoa;NA;Ichthyosporea;Ichthyophonida;Amoebidiaceae;Amoebidium;Amoebidium parasiticum	""	0.81
Animalia;Mollusca;Gastropoda;NA;Columbellidae;Amphissa;Amphissa columbiana	""	2.44
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira punctigera	Diatom	3.25
Plantae;NA;Florideophyceae;Palmariales;Palmariaceae;Devaleraea;Devaleraea mollis	""	0.81
Plantae;Chlorophyta;NA;NA;Pycnococcaceae;Pseudoscourfieldia;Pseudoscourfieldia marina	""	1.63
Chromista;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum mexicanum	""	0.81
Animalia;Echinodermata;Ophiuroidea;Ophiurida;Amphiuridae;Amphipholis	Basket stars	7.32
Animalia;Annelida;Clitellata;Haplotaxida;Lumbricidae;Bimastos;Bimastos tumidus	""	0.81
Animalia;Cnidaria;Staurozoa;Stauromedusae;Haliclystidae;Haliclystus;Haliclystus sanjuanensis	""	2.44
Animalia;Mollusca;Gastropoda;NA;Lymnaeidae	""	0.81
Plantae;NA;Florideophyceae;Nemastomatales;Schizymeniaceae;Schizymenia;Schizymenia pacifica	Plants	1.63
Animalia;Cnidaria;Hydrozoa;Leptothecata;Aequoreidae;Aequorea;Aequorea sp. MW-2012	""	0.81
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter	Bacteria	7.32
Chromista;NA;Oomycetes;Peronosporales;Peronosporaceae	Downy Mildew	2.44
Animalia;Chordata;Actinopteri;Batrachoidiformes;Batrachoididae;Porichthys;Porichthys notatus	""	0.81
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae	""	1.63
Animalia;Arthropoda;Malacostraca;Decapoda;Varunidae;Hemigrapsus;Hemigrapsus oregonensis	""	0.81
Plantae;NA;Florideophyceae;Ceramiales;Rhodomelaceae;Pterosiphonia;Pterosiphonia hamata	""	0.81
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium verrucosum	Blue Mould Rot	1.63
Animalia;Arthropoda;Arachnida;Astigmata;Pyroglyphidae;Dermatophagoides;Dermatophagoides pteronyssinus	European house dust mite	3.25
Animalia;Arthropoda;Arachnida;Araneae;Antrodiaetidae;Antrodiaetus	""	0.81
Animalia;Bryozoa	Moss animals	1.63
Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Mytilus;Mytilus trossulus	Northern blue mussel	1.63
Animalia;Mollusca;Gastropoda;Stylommatophora;Hygromiidae;Trochulus	""	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Macrobrachium	""	0.81
Animalia;Arthropoda;Insecta;Ephemeroptera	""	0.81
Animalia;Arthropoda;Malacostraca;Amphipoda;Niphargidae;Niphargus;Niphargus rhenorhodanensis	""	0.81
Plantae;NA;Florideophyceae;Halymeniales;Halymeniaceae;Halymenia	""	1.63
Animalia;Mollusca;Gastropoda;NA;Ampullariidae	""	0.81
Animalia;Annelida;Clitellata;Haplotaxida;Lumbricidae	Earthworms	1.63
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;Peridinium sp. ES18-122	""	1.63
Animalia;Annelida;Polychaeta;Spionida;Chaetopteridae;Mesochaetopterus;Mesochaetopterus taylori	""	0.81
Plantae;NA;Florideophyceae;Gigartinales;Kallymeniaceae;Callophyllis;Callophyllis pinnata	Plants	2.44
Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Euphausia;Euphausia pacifica	Pacific krill	4.88
Animalia;Mollusca;Bivalvia;Lucinoida;Thyasiridae;Axinopsida;Axinopsida serricata	""	0.81
Fungi;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Blastocladiella;Blastocladiella emersonii	""	1.63
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa;Formosa sp. Hel1_33_131	""	1.63
Animalia;NA;Florideophyceae;Gigartinales;Phyllophoraceae;Ozophora	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia cf. promare	Diatoms	17.07
Animalia;Annelida;Clitellata;Haplotaxida;Megascolecidae;Amynthas	""	1.63
Plantae;NA;Florideophyceae;Palmariales;Rhodothamniellaceae;Rhodothamniella;Rhodothamniella floridula	""	0.81
