Region_ID,Region_name,Region_class,TAST_Status,Process_ID,Height_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Standard_deviation,Num_targets,TS_mean,Target_range_mean,Speed_4D_mean_unsmoothed,Fish_track_change_in_range,Time_in_beam,Distance_3D_unsmoothed,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Target_depth_max,Target_depth_min,Fish_track_change_in_depth,Region_bottom_altitude_min,Region_bottom_altitude_max,Region_bottom_altitude_mean,Region_top_altitude_min,Region_top_altitude_max,Region_top_altitude_mean
54,Region 54,Unclassified regions,OFF,39,0.409906,731,746,0,6/14/2023, 12:11:14.5660,999,999,159092103.1,16,85.820727,4.134633,0.9056,-0.34148,1.662,1.5051,0.409906,-9999,3.714608,4.152425,3.471269,-0.655863,-9999,-9999,-9999,-9999,-9999,-9999
55,Region 55,Unclassified regions,OFF,39,0.551985,2265,2280,0,6/14/2023, 12:14:03.2530,999,999,63166651.45,16,83.70236,5.953768,0.7921,-1.193419,1.656,1.3117,0.551985,-9999,4.548332,5.174776,3.973347,-1.201429,-9999,-9999,-9999,-9999,-9999,-9999
56,Region 56,Unclassified regions,OFF,39,0.491561,3580,3587,0,6/14/2023, 12:16:27.2930,999,999,108811156,7,85.823234,1.859827,0.45,-0.179594,0.752,0.3384,0.491561,-9999,1.808146,1.952022,1.724697,-0.15288,-9999,-9999,-9999,-9999,-9999,-9999
13,Region 13,Unclassified regions,OFF,56,0.611209,359,400,0,6/14/2023, 12:17:42.4740,999,999,18128432.61,34,76.28074,5.704277,1.5053,1.341167,4.548,6.8462,0.611209,-9999,5.639704,6.507119,4.711374,1.296434,-9999,-9999,-9999,-9999,-9999,-9999
14,Region 14,Unclassified regions,OFF,58,0.438757,327,350,0,6/14/2023, 12:24:23.0760,999,999,122886255.6,18,85.771178,3.635632,2.7859,-0.610329,2.528,7.0427,0.438757,-9999,2.989134,3.537441,2.720485,-0.321304,-9999,-9999,-9999,-9999,-9999,-9999
15,Region 15,Unclassified regions,OFF,58,0.468058,809,831,0,6/14/2023, 12:25:16.1940,999,999,206986836.8,20,87.160997,5.586965,0.4449,-0.606342,2.417,1.0754,0.468058,-9999,4.153029,4.5082,3.668877,-0.839323,-9999,-9999,-9999,-9999,-9999,-9999
57,Region 57,Unclassified regions,OFF,40,0.446722,223,279,0,6/14/2023, 14:19:09.0660,999,999,116521365,56,83.978774,6.951021,1.4638,-0.948045,6.287,9.2029,0.446722,-9999,6.485966,7.512725,5.677301,0.071796,-9999,-9999,-9999,-9999,-9999,-9999
58,Region 58,Unclassified regions,OFF,41,0.397148,2002,2134,0,6/20/2023, 12:49:16.2690,999,999,52629679.4,127,77.187895,8.036085,0.7921,4.653602,15.241,12.0724,0.397148,-9999,7.676921,10.774388,5.269166,5.505222,-9999,-9999,-9999,-9999,-9999,-9999
59,Region 59,Unclassified regions,OFF,41,0.248541,2573,2614,0,6/20/2023, 12:50:16.1430,999,999,457397953.4,30,92.405344,14.707364,0.4437,-1.356643,4.724,2.096,0.248541,-9999,10.232649,10.880182,9.735027,-1.145156,-9999,-9999,-9999,-9999,-9999,-9999
67,Region 67,Unclassified regions,OFF,43,0.379152,4221,4315,0,6/20/2023, 14:04:53.1450,999,999,73945496.79,80,79.190809,4.747406,1.6637,-1.605244,10.752,17.8879,0.379152,-9999,4.078881,4.651625,3.619679,-0.447377,-9999,-9999,-9999,-9999,-9999,-9999
68,Region 68,Unclassified regions,OFF,43,0.338231,4498,4533,0,6/20/2023, 14:05:21.5810,999,999,2313447127,31,94.221349,14.382463,0.8464,-0.957433,3.935,3.3307,0.338231,-9999,11.223394,11.571443,10.818164,0.047681,-9999,-9999,-9999,-9999,-9999,-9999
