,File,Foraging (Y/N),Seal_Presence,Date,File_Timestamp,Time_In_1,Time_Out_1,Time_In_2,Time_Out_2,Time_In_3,Time_Out_3,Time_In_4,Time_Out_4,Time_In_5,Time_Out_5,Time_In_6,Time_Out_6,Cumulative_Time_m,Cumulative_Time_s,TAST_Status,Notes
,May_23_2025_131113_2762,,N,6/7/2025,6:19:16 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2763,,N,6/7/2025,6:27:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2764,,N,6/7/2025,6:36:08 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2765,,N,6/7/2025,6:44:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2766,,N,6/7/2025,6:53:22 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2767,,N,6/7/2025,7:02:06 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2768,,N,6/7/2025,7:10:40 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2769,,N,6/7/2025,7:19:24 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2770,,N,6/7/2025,7:28:18 PM,,,,,,,,,,,,,0,0.00,ON,Something in the file but it does not make me think it is a seal
,May_23_2025_131113_2771,,N,6/7/2025,7:37:16 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2772,,N,6/7/2025,7:46:12 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2773,,N,6/7/2025,7:55:02 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2774,N,Y,6/7/2025,8:03:58 PM,2:57:38,2:57:52,,,,,,,,,,,0:00:14,14.00,ON,
,May_23_2025_131113_2775,,N,6/7/2025,8:12:58 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2776,,N,6/7/2025,8:21:48 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2777,,N,6/7/2025,8:30:24 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2778,Y,Y,6/7/2025,8:38:34 PM,3:32:35,3:32:46,3:33:43,3:33:50,,,,,,,,,0:00:18,18.00,ON,
,May_23_2025_131113_2779,,N,6/7/2025,8:46:38 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2780,,N,6/7/2025,8:54:56 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2781,,N,6/7/2025,9:03:30 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2782,,N,6/7/2025,9:12:10 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2783,,N,6/7/2025,9:20:56 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2784,,N,6/7/2025,9:29:38 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2785,,N,6/7/2025,9:38:22 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2786,,N,6/7/2025,9:47:02 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2787,,N,6/7/2025,9:55:40 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2788,,N,6/7/2025,10:04:22 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2789,,N,6/7/2025,10:13:00 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2790,,N,6/7/2025,10:21:34 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2791,,N,6/7/2025,10:30:02 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2792,,N,6/7/2025,10:38:18 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2793,,N,6/7/2025,10:46:28 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2794,,N,6/7/2025,10:54:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2795,,N,6/7/2025,11:02:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2796,,N,6/7/2025,11:10:50 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2797,,N,6/7/2025,11:18:52 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2798,,N,6/7/2025,11:26:46 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2799,,N,6/7/2025,11:34:32 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2800,,N,6/7/2025,11:42:04 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2801,,N,6/7/2025,11:49:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2802,,N,6/7/2025,11:57:10 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2803,,N,6/8/2025,12:04:44 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_2804,,N,6/8/2025,12:12:18 AM,,,,,,,,,,,,,0,0.00,ON,
