,File,Foraging (Y/N),Seal_Presence,Date,File_Timestamp,Time_In_1,Time_Out_1,Time_In_2,Time_Out_2,Time_In_3,Time_Out_3,Time_In_4,Time_Out_4,Time_In_5,Time_Out_5,Time_In_6,Time_Out_6,Cumulative_Time_m,Cumulative_Time_s,TAST_Status,Notes
,May_23_2025_131113_1351,,N,5/31/2025,11:53:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1352,,N,5/31/2025,12:02:02 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1353,,N,5/31/2025,12:10:04 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1354,,N,5/31/2025,12:17:48 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1355,,N,5/31/2025,12:25:24 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1356,,N,5/31/2025,12:33:06 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1357,,N,5/31/2025,12:40:58 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1358,,N,5/31/2025,12:49:02 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1359,,N,5/31/2025,12:57:08 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1360,,N,5/31/2025,1:05:08 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1361,,N,5/31/2025,1:13:08 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1362,,N,5/31/2025,1:21:10 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1363,,N,5/31/2025,1:29:08 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1364,,N,5/31/2025,1:37:04 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1365,,N,5/31/2025,1:45:04 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1366,,N,5/31/2025,1:53:04 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1367,,N,5/31/2025,2:01:04 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1368,,N,5/31/2025,2:09:08 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1369,,N,5/31/2025,2:17:20 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1370,,N,5/31/2025,2:25:38 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1371,,N,5/31/2025,2:33:56 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1372,,N,5/31/2025,2:42:22 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1373,,N,5/31/2025,2:50:56 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1374,,N,5/31/2025,2:59:30 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1375,,N,5/31/2025,3:08:08 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1376,,N,5/31/2025,3:16:50 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1377,,N,5/31/2025,3:25:30 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1378,,N,5/31/2025,3:33:58 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1379,,N,5/31/2025,3:42:18 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1380,,N,5/31/2025,3:50:44 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1381,,N,5/31/2025,3:59:12 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1382,,N,5/31/2025,4:07:48 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1383,,N,5/31/2025,4:16:28 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1384,,N,5/31/2025,4:24:54 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1385,N,Y,5/31/2025,4:33:20 AM,29:48.3,29:56.1,,,,,,,,,,,00:07.8,7.80,ON,Very quick swim through at just about max range
,May_23_2025_131113_1386,,N,5/31/2025,4:41:38 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1387,,N,5/31/2025,4:49:52 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1388,,N,5/31/2025,4:58:10 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1389,,N,5/31/2025,5:06:26 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1390,,N,5/31/2025,5:14:40 AM,,,,,,,,,,,,,0,0.00,ON,Bird in file
,May_23_2025_131113_1391,,N,5/31/2025,5:23:00 AM,,,,,,,,,,,,,0,0.00,ON,Bird in file
,May_23_2025_131113_1392,,N,5/31/2025,5:31:10 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1393,,N,5/31/2025,5:39:12 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1394,,N,5/31/2025,5:47:26 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1395,,N,5/31/2025,5:55:38 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1396,,N,5/31/2025,6:03:54 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1397,,N,5/31/2025,6:12:10 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1398,,N,5/31/2025,6:20:24 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1399,,N,5/31/2025,6:28:42 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1400,,N,5/31/2025,6:37:02 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1401,,N,5/31/2025,6:45:24 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1402,,N,5/31/2025,6:53:44 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1403,,N,5/31/2025,7:02:12 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1404,,N,5/31/2025,7:10:54 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1405,,N,5/31/2025,7:19:24 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1406,,N,5/31/2025,7:27:48 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1407,,N,5/31/2025,7:36:44 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1408,,N,5/31/2025,7:45:26 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1409,,N,5/31/2025,7:54:00 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1410,,N,5/31/2025,8:02:30 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1411,,N,5/31/2025,8:10:58 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1412,,N,5/31/2025,8:19:18 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1413,,N,5/31/2025,8:27:50 AM,,,,,,,,,,,,,0,0.00,ON,Some larger fish predator but not seals small schools of fish react
,May_23_2025_131113_1414,,N,5/31/2025,8:36:18 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1415,,N,5/31/2025,8:44:38 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1416,,N,5/31/2025,8:52:52 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1417,,N,5/31/2025,9:01:06 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1418,,N,5/31/2025,9:09:22 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1419,,N,5/31/2025,9:17:08 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1420,,N,5/31/2025,9:25:18 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1421,,N,5/31/2025,9:33:38 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1422,,N,5/31/2025,9:41:40 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1423,,N,5/31/2025,9:49:34 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1424,,N,5/31/2025,9:57:22 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1425,,N,5/31/2025,10:05:00 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1426,,N,5/31/2025,10:12:44 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1427,,N,5/31/2025,10:20:32 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1428,,N,5/31/2025,10:28:20 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1429,,N,5/31/2025,10:36:06 AM,,,,,,,,,,,,,0,0.00,ON,Strange flashing along the sides
,May_23_2025_131113_1430,,N,5/31/2025,10:43:52 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1431,,N,5/31/2025,10:51:38 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1432,,N,5/31/2025,10:59:32 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1433,,N,5/31/2025,11:07:28 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1434,,N,5/31/2025,11:15:26 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1435,,N,5/31/2025,11:23:24 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1436,,N,5/31/2025,11:31:24 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1437,,N,5/31/2025,11:39:20 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1438,,N,5/31/2025,11:47:14 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1439,,N,5/31/2025,11:55:02 AM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1440,,N,5/31/2025,12:02:48 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1441,,N,5/31/2025,12:10:26 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1442,,N,5/31/2025,12:17:32 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1443,,N,5/31/2025,12:25:12 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1444,,N,5/31/2025,12:33:06 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1445,,N,5/31/2025,12:40:56 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1446,,N,5/31/2025,12:48:26 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1447,,N,5/31/2025,12:55:54 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1448,,N,5/31/2025,1:03:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1449,,N,5/31/2025,1:11:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1450,,N,5/31/2025,1:19:12 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1451,,N,5/31/2025,1:26:38 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1452,,N,5/31/2025,1:34:20 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1453,,N,5/31/2025,1:42:00 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1454,,N,5/31/2025,1:49:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1455,,N,5/31/2025,1:57:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1456,,N,5/31/2025,2:05:44 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1457,,N,5/31/2025,2:13:52 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1458,,N,5/31/2025,2:21:50 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1459,,N,5/31/2025,2:29:30 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1460,,N,5/31/2025,2:37:26 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1461,,N,5/31/2025,2:45:32 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1462,,N,5/31/2025,2:53:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1463,,N,5/31/2025,3:01:40 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1464,,N,5/31/2025,3:09:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1465,,N,5/31/2025,3:17:24 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1466,,N,5/31/2025,3:25:06 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1467,,N,5/31/2025,3:32:38 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1468,,N,5/31/2025,3:40:08 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1469,,N,5/31/2025,3:47:34 PM,,,,,,,,,,,,,0:00:00,0.00,ON,
,May_23_2025_131113_1470,,N,5/31/2025,3:54:54 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1471,,N,5/31/2025,4:02:10 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1472,,N,5/31/2025,4:09:20 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1473,,N,5/31/2025,4:16:34 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1474,,N,5/31/2025,4:23:56 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1475,,N,5/31/2025,4:31:30 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1476,,N,5/31/2025,4:39:32 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1477,,N,5/31/2025,4:47:28 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1478,,N,5/31/2025,4:55:08 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1479,,N,5/31/2025,5:02:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1480,,N,5/31/2025,5:09:46 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1481,,N,5/31/2025,5:16:52 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1482,,N,5/31/2025,5:24:06 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1483,,N,5/31/2025,5:31:20 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1484,,N,5/31/2025,5:38:52 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1485,,N,5/31/2025,5:46:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1486,,N,5/31/2025,5:54:38 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1487,,N,5/31/2025,6:02:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1488,,N,5/31/2025,6:10:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1489,,N,5/31/2025,6:18:40 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1490,N,Y,5/31/2025,6:26:58 PM,1:22:05,1:22:46,,,,,,,,,,,0:00:41,40.90,ON,
,May_23_2025_131113_1491,,N,5/31/2025,6:35:18 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1492,,N,5/31/2025,6:43:34 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1493,,N,5/31/2025,6:52:00 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1494,,N,5/31/2025,7:00:24 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1495,,N,5/31/2025,7:08:44 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1496,,N,5/31/2025,7:16:52 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1497,,N,5/31/2025,7:25:00 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1498,,N,5/31/2025,7:32:52 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1499,,N,5/31/2025,7:40:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1500,N,Y,5/31/2025,7:48:18 PM,2:42:14,2:42:33,,,,,,,,,,,0:00:19,18.80,ON,
,May_23_2025_131113_1501,,N,5/31/2025,7:55:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1502,,N,5/31/2025,8:02:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1503,,N,5/31/2025,8:09:54 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1504,,N,5/31/2025,8:17:06 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1505,,N,5/31/2025,8:24:02 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1506,,N,5/31/2025,8:30:46 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1507,N,Y,5/31/2025,8:37:30 PM,3:35:01,3:35:08,3:36:04,3:36:17,,,,,,,,,0:00:19,19.30,ON,
,May_23_2025_131113_1508,,N,5/31/2025,8:44:34 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1509,,N,5/31/2025,8:52:04 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1510,,N,5/31/2025,8:59:48 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1511,N,Y,5/31/2025,9:07:32 PM,4:00:05,4:00:22,,,,,,,,,,,0:00:17,16.80,ON,
,May_23_2025_131113_1512,Y,Y,5/31/2025,9:15:08 PM,4:08:33,4:08:54,,,,,,,,,,,0:00:21,21.10,ON,
,May_23_2025_131113_1513,N,Y,5/31/2025,9:22:40 PM,4:21:27,4:21:36,,,,,,,,,,,0:00:09,9.20,ON,
,May_23_2025_131113_1514,Y,Y,5/31/2025,9:31:10 PM,4:22:40,4:23:14,,,,,,,,,,,0:00:35,34.90,ON,
,May_23_2025_131113_1515,,N,5/31/2025,9:39:40 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1516,,N,5/31/2025,9:48:04 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1517,,N,5/31/2025,9:56:38 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1518,,N,5/31/2025,10:04:54 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1519,,N,5/31/2025,10:12:56 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1520,,N,5/31/2025,10:21:06 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1521,,N,5/31/2025,10:29:20 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1522,,N,5/31/2025,10:37:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1523,,N,5/31/2025,10:46:02 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1524,,N,5/31/2025,10:54:32 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1525,,N,5/31/2025,11:03:10 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1526,,N,5/31/2025,11:11:40 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1527,,N,5/31/2025,11:19:40 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1528,,N,5/31/2025,11:27:30 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1529,,N,5/31/2025,11:35:24 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1530,,N,5/31/2025,11:43:36 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1531,,N,5/31/2025,11:51:42 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1532,,N,5/31/2025,11:59:50 PM,,,,,,,,,,,,,0,0.00,ON,
,May_23_2025_131113_1533,,N,6/1/2025,12:07:34 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1534,N,Y,6/1/2025,12:15:24 AM,7:10:16,7:11:13,,,,,,,,,,,0:00:57,57.00,OFF,
,May_23_2025_131113_1535,,N,6/1/2025,12:23:28 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1536,,N,6/1/2025,12:31:30 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1537,,N,6/1/2025,12:39:42 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1538,,N,6/1/2025,12:47:36 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1539,Y,Y,6/1/2025,12:55:28 AM,7:50:09,7:50:22,,,,,,,,,,,0:00:14,13.50,OFF,
,May_23_2025_131113_1540,N,Y,6/1/2025,1:03:16 AM,7:58:25,7:58:36,,,,,,,,,,,0:00:11,10.70,OFF,
,May_23_2025_131113_1541,N,Y,6/1/2025,1:11:10 AM,8:10:10,8:10:19,8:11:01,8:11:07,,,,,,,,,0:00:14,14.10,OFF,
,May_23_2025_131113_1542,,N,6/1/2025,1:19:02 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1543,,N,6/1/2025,1:26:56 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1544,Y,Y,6/1/2025,1:34:56 AM,8:27:14,8:27:27,,,,,,,,,,,0:00:14,13.60,OFF,
,May_23_2025_131113_1545,,N,6/1/2025,1:42:48 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1546,Y,Y,6/1/2025,1:50:40 AM,8:48:24,8:48:35,8:48:44,8:48:57,8:49:22,8:49:27,,,,,,,0:00:29,28.90,OFF,
,May_23_2025_131113_1547,Y,Y,6/1/2025,1:58:34 AM,8:50:39,8:50:45,8:51:35,8:51:48,8:54:21,8:54:26,8:55:19,8:55:31,,,,,0:00:35,34.80,OFF,
,May_23_2025_131113_1548,Y,Y,6/1/2025,2:06:30 AM,9:00:20,9:00:32,9:01:53,9:02:05,9:05:07,9:05:27,,,,,9:13:25,9:13:42,0:01:01,61.36,OFF,last time is for next file
,May_23_2025_131113_1549,Y,Y,6/1/2025,2:14:22 AM,9:06:46,9:06:52,9:07:54,9:07:58,9:08:06,9:08:14,9:09:55,9:10:18,9:12:21,9:12:57,9:13:21,9:13:42,0:01:38,97.90,OFF,baby seals and a lot of tijme good file for example
,May_23_2025_131113_1550,Y,Y,6/1/2025,2:22:26 AM,9:18:15,9:19:57,9:20:56,9:21:36,,,,,,,,,0:02:23,142.60,OFF,
,May_23_2025_131113_1551,,N,6/1/2025,2:30:28 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1552,Y,Y,6/1/2025,2:38:34 AM,9:33:38,9:33:41,9:33:45,9:33:51,9:33:54,9:33:56,,,,,,,0:00:11,11.40,OFF,
,May_23_2025_131113_1553,,N,6/1/2025,2:46:38 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1554,,N,6/1/2025,2:54:40 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1555,,N,6/1/2025,3:02:26 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1556,,N,6/1/2025,3:10:20 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1557,N,Y,6/1/2025,3:18:16 AM,10:11:28,10:11:33,,,,,,,,,,,0:00:05,4.80,OFF,
,May_23_2025_131113_1558,,N,6/1/2025,3:26:06 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1559,,N,6/1/2025,3:34:02 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1560,,N,6/1/2025,3:41:48 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1561,,N,6/1/2025,3:49:26 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1562,,N,6/1/2025,3:56:48 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1563,,N,6/1/2025,4:04:16 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1564,,N,6/1/2025,4:11:54 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1565,,N,6/1/2025,4:19:40 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1566,,N,6/1/2025,4:27:38 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1567,N,Y,6/1/2025,4:35:52 AM,11:27:39,11:27:56,,,,,,,,,,,0:00:18,17.50,OFF,
,May_23_2025_131113_1568,,N,6/1/2025,4:44:22 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1569,,N,6/1/2025,4:52:44 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1570,,N,6/1/2025,5:01:14 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1571,,N,6/1/2025,5:09:32 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1572,,N,6/1/2025,5:17:52 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1573,,N,6/1/2025,5:26:38 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1574,,N,6/1/2025,5:35:02 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1575,,N,6/1/2025,5:43:26 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1576,,N,6/1/2025,5:51:50 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1577,,N,6/1/2025,6:00:12 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1578,,N,6/1/2025,6:08:38 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1579,,N,6/1/2025,6:17:06 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1580,,N,6/1/2025,6:25:28 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1581,,N,6/1/2025,6:33:34 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1582,,N,6/1/2025,6:41:36 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1583,,N,6/1/2025,6:49:44 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1584,N,Y,6/1/2025,6:58:16 AM,13:57:13,13:57:19,,,,,,,,,,,0:00:07,6.50,OFF,
,May_23_2025_131113_1585,,N,6/1/2025,7:06:42 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1586,,N,6/1/2025,7:15:10 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1587,,N,6/1/2025,7:23:36 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1588,,N,6/1/2025,7:32:00 AM,,,,,,,,,,,,,0,0.00,OFF,
,May_23_2025_131113_1589,,N,6/1/2025,7:40:08 AM,,,,,,,,,,,,,0,0.00,OFF,
