taxonomic_path	common_name	% samples positive in project
Animalia;Chordata;Mammalia;Chiroptera;Phyllostomidae	New World leaf-nosed bats	5.79
Animalia;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus	Atlantic herring	24.79
Animalia;Chordata;Actinopteri;Perciformes;Cyclopteridae;Lethotremus;Lethotremus awae	Coast lumpfish	3.31
Animalia;Chordata;Mammalia;Rodentia;Cricetidae	Hamsters, Voles, Lemmings, And Allies	9.92
Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Microtus;Microtus californicus	Amargosa Vole	6.61
Animalia;Chordata;Aves;Galliformes;Phasianidae;Meleagris	Turkeys	2.48
Animalia;Chordata;Mammalia	Mammals	95.87
Animalia;Chordata;Actinopteri;Perciformes;Stichaeidae;Ulvaria;Ulvaria subbifurcata	Radiated shanny	5.79
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Bos	Cattle	22.31
Animalia;Chordata;Actinopteri;Perciformes;Serranidae	Groupers	6.61
Animalia;Chordata;Mammalia;Artiodactyla;Delphinidae	Dolphins	4.96
Animalia;Chordata;Mammalia;Primates;Cercopithecidae	Old World monkeys	24.79
Animalia;Chordata;Aves;Passeriformes;Fringillidae	Finches	0.83
Animalia;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys	Right-eye flounders	1.65
Animalia;Chordata;Aves	Birds	16.53
Animalia;Chordata;Aves;Strigiformes;Strigidae;Ninox	Owls	1.65
Animalia;Chordata;Mammalia;Primates;Hominidae;Homo	Hominoids	7.44
Animalia;Chordata;Aves;Charadriiformes	Alcids	9.09
Animalia;Chordata;Mammalia;Primates;Hominidae;Pan;Pan troglodytes	Chimpanzee	33.06
Animalia;Chordata;Aves;Anseriformes;Anatidae	Ducks	10.74
Animalia;Chordata;Mammalia;Carnivora;Viverridae;Paradoxurus;Paradoxurus hermaphroditus	Asian Palm Civet	1.65
Animalia;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca	Chordates	4.13
Animalia;Chordata;Mammalia;Carnivora;Canidae;Canis	Dog	7.44
Animalia;Chordata;Aves;Passeriformes	Perching Birds	9.09
