"Region_ID","Region_name","Region_class","Process_ID","Height_mean","Ping_S","Ping_E","Dist_M","Date_M","Time_M","Lat_M","Lon_M","Standard_deviation","Num_targets","TS_mean","Target_range_mean","Speed_2D_mean_unsmoothed","Speed_4D_mean_unsmoothed","Speed_2D_max_unsmoothed","Speed_4D_max_unsmoothed","Direction_horizontal","Direction_vertical","Fish_track_change_in_range","Time_in_beam","Tortuosity_2D","Tortuosity_3D","Distance_2D_unsmoothed","Distance_3D_unsmoothed","Thickness_mean","Exclude_below_line_range_mean","Target_depth_mean","Target_depth_max","Target_depth_min","Fish_track_change_in_depth","Region_bottom_altitude_min","Region_bottom_altitude_max","Region_bottom_altitude_mean","Region_top_altitude_min","Region_top_altitude_max","Region_top_altitude_mean"
97,"Region 97","Unclassified regions",209,0.474535,2979,3065,0,20230605," 12:55:21.6310",999,999,515810873.918325,74,85.834455,4.567139,0.512062,1.262,5.753729,11.240012,0,90,-1.526238,9.848,3.304065,6.116595,5.04279,12.4279,0.474535,-9999,4.326436,5.149342,3.418266,-0.777894,-9999,-9999,-9999,-9999,-9999,-9999
98,"Region 98","Unclassified regions",209,0.452826,4051,4256,0,20230605," 12:57:32.8780",999,999,327339908.56831,88,85.580888,8.414531,0.333043,0.6142,2.122951,10.916663,0,90,-3.857163,23.621,2.039532,2.906223,7.866805,14.5078,0.452826,-9999,7.676441,9.58531,4.580345,-2.205696,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",210,0.47313,0,27,0,20230605," 12:57:46.3390",999,999,12471260.7323667,24,74.046075,5.524542,0.522037,0.985,1.189879,1.905562,0,-90,1.568472,3.035,1.010145,1.016953,1.584383,2.9896,0.47313,-9999,5.355781,5.886665,4.725074,1.161591,-9999,-9999,-9999,-9999,-9999,-9999
5,"Region 5","Unclassified regions",210,0.322666,46,253,0,20230605," 12:58:02.0730",999,999,44187779.894385,123,76.655639,11.134964,0.46511,4.1102,3.595434,112.0546,0,-90,7.129948,24.091,1.571537,6.55579,11.204977,99.0192,0.322666,-9999,9.766136,11.960583,6.416592,5.519999,-9999,-9999,-9999,-9999,-9999,-9999
6,"Region 6","Unclassified regions",211,0.455866,908,935,0,20230605," 13:07:11.5040",999,999,297362766.631252,21,84.898548,2.238336,0.597298,0.9562,1.5595,2.343694,0,90,-0.89664,3.374,2.247594,3.343034,2.015284,3.2263,0.455866,-9999,1.868403,2.413774,1.249786,-0.924473,-9999,-9999,-9999,-9999,-9999,-9999
7,"Region 7","Unclassified regions",211,0.355706,1009,1061,0,20230605," 13:07:24.6970",999,999,492604939.193027,42,89.38563,13.949761,0.485337,0.6885,1.743227,1.864988,0,90,-2.785935,5.918,1.030973,1.462069,2.872224,4.0745,0.355706,-9999,9.828683,10.845286,8.960002,-1.885283,-9999,-9999,-9999,-9999,-9999,-9999
15,"Region 15","Unclassified regions",211,0.414636,3133,3436,0,20230605," 13:11:47.1680",999,999,961055805.48795,193,86.582833,9.026144,0.566344,3.2999,4.338074,47.128303,0,90,-13.490323,35.316,1.482619,8.134741,20.001013,116.5403,0.414636,-9999,7.245166,12.448333,3.989324,-8.011823,-9999,-9999,-9999,-9999,-9999,-9999
17,"Region 17","Unclassified regions",211,0.441898,1877,2053,0,20230605," 13:09:13.5810",999,999,105304035.361041,65,77.720271,2.681161,0.391253,0.5109,1.048655,2.267644,0,90,-0.488141,20.776,16.652303,16.282667,8.128666,10.6143,0.441898,-9999,2.515721,4.511837,0.574701,-0.650376,-9999,-9999,-9999,-9999,-9999,-9999
19,"Region 19","Unclassified regions",211,0.44333,2099,2173,0,20230605," 13:09:33.7440",999,999,21203732.4328771,32,75.792163,3.042844,0.213991,0.517,0.647345,2.259786,0,90,-0.010441,8.601,176.27346,4.791717,1.840534,4.4465,0.44333,-9999,2.587242,2.888017,2.16516,-0.163787,-9999,-9999,-9999,-9999,-9999,-9999
20,"Region 20","Unclassified regions",211,0.460065,2257,2298,0,20230605," 13:09:50.1400",999,999,26800155.5971015,23,75.270734,2.120338,0.208126,0.409,0.70708,1.12891,0,90,-0.944691,4.736,1.043394,1.658715,0.985684,1.9371,0.460065,-9999,1.805211,2.426943,1.267794,-1.155564,-9999,-9999,-9999,-9999,-9999,-9999
22,"Region 22","Unclassified regions",211,0.405007,2310,2323,0,20230605," 13:09:54.6560",999,999,39625838.8004457,14,79.546473,2.493455,0.300124,0.3863,0.922814,1.152086,0,90,-0.445974,1.505,1.012809,1.281527,0.451687,0.5814,0.405007,-9999,1.826759,2.023451,1.64393,-0.379521,-9999,-9999,-9999,-9999,-9999,-9999
34,"Region 34","Unclassified regions",211,0.471866,2407,2636,0,20230605," 13:10:18.5270",999,999,60431356.4258579,172,76.313198,4.671881,0.628071,3.4841,9.706089,52.621046,0,90,-2.580862,26.776,6.516124,22.074729,16.817217,93.2894,0.471866,-9999,4.431589,7.39436,2.476734,-1.845434,-9999,-9999,-9999,-9999,-9999,-9999
35,"Region 35","Unclassified regions",212,0.581381,2937,2968,0,20230605," 13:18:50.0020",999,999,102218184.722965,22,79.937737,2.546896,0.967475,1.1086,2.636934,2.652751,0,90,-3.363826,3.612,1.038852,1.172955,3.494518,4.0042,0.581381,-9999,2.259736,3.722027,0.736256,-2.916041,-9999,-9999,-9999,-9999,-9999,-9999
37,"Region 37","Unclassified regions",212,0.533564,3257,3281,0,20230605," 13:19:26.5320",999,999,62514862.6564511,14,80.492276,1.411756,0.460682,0.5798,0.657655,1.086026,0,90,-1.263207,2.802,1.021869,1.152758,1.290832,1.6245,0.533564,-9999,1.400296,1.926753,0.593217,-1.333536,-9999,-9999,-9999,-9999,-9999,-9999
39,"Region 39","Unclassified regions",213,0.631376,788,901,0,20230605," 13:30:45.1450",999,999,645250806.96503,102,89.928921,11.585876,0.591691,2.7858,1.5433,111.528742,0,90,-6.230541,13.164,1.250135,5.525043,7.78902,36.6721,0.631376,-9999,9.9111,11.461854,7.108899,-3.29275,-9999,-9999,-9999,-9999,-9999,-9999
41,"Region 41","Unclassified regions",214,0.54793,2659,2704,0,20230605," 13:50:12.5660",999,999,120437748.814856,46,82.953643,5.376491,0.362399,1.0502,1.796472,5.770577,0,90,-0.992856,5.267,1.922489,1.514649,1.908754,5.5314,0.54793,-9999,4.96785,5.767675,3.576098,-2.16645,-9999,-9999,-9999,-9999,-9999,-9999
42,"Region 42","Unclassified regions",214,0.649037,2919,2974,0,20230605," 13:50:43.2390",999,999,170473293.691608,55,82.07257,3.080137,0.47978,1.1721,4.891946,7.792952,0,90,-1.878071,6.378,1.62935,3.923648,3.060035,7.4755,0.649037,-9999,2.831734,3.897307,1.866522,-1.898089,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",215,0.522757,376,453,0,20230605," 15:24:14.9510",999,999,465213647.011282,71,88.302736,13.169112,0.769211,1.449,3.658305,8.187174,0,-90,6.912092,9.243,1.028605,1.608885,7.109813,13.3935,0.522757,-9999,11.58196,16.014241,7.728783,8.253047,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",216,0.561264,2224,2299,0,20230605," 15:54:53.7350",999,999,45863539369.049,64,104.764196,21.867131,1.331045,1.3843,2.613588,2.626198,0,90,-12.023329,9.033,1,1.022373,12.023329,12.5045,0.561264,-9999,17.033087,22.998059,12.267832,-10.730227,-9999,-9999,-9999,-9999,-9999,-9999
2,"Region 2","Unclassified regions",217,0.571523,932,986,0,20230605," 16:05:42.6050",999,999,36150525.917777,53,82.509578,5.06596,0.535084,0.7822,1.487793,6.06285,0,90,-3.517106,6.573,1,1.106831,3.517106,5.1412,0.571523,-9999,4.447835,6.891392,2.472771,-4.418621,-9999,-9999,-9999,-9999,-9999,-9999
6,"Region 6","Unclassified regions",218,0.308411,2029,2136,0,20230606," 04:11:11.3280",999,999,365487987.345917,68,86.063954,12.042036,0.307341,5.0546,2.023711,69.568628,0,90,-2.573524,11.723,1.400009,3.99046,3.602958,59.2556,0.308411,-9999,11.088902,12.411604,8.92369,-1.990321,-9999,-9999,-9999,-9999,-9999,-9999
9,"Region 9","Unclassified regions",219,0.495706,451,554,0,20230606," 05:46:01.1180",999,999,1824164201.81232,101,95.053851,18.005844,0.700542,2.4467,2.578593,35.958706,0,90,-5.259946,11.17,1.487668,1.043251,7.825053,27.3299,0.495706,-9999,16.315752,18.614098,12.95213,-4.920213,-9999,-9999,-9999,-9999,-9999,-9999
2,"Region 2","Unclassified regions",220,0.238387,1134,1206,0,20230606," 06:51:59.4880",999,999,1267022277.77189,21,96.529118,17.212595,0.295337,0.439,0.484882,1.363906,0,-90,0.940817,7.751,2.433158,3.314937,2.289156,3.4026,0.238387,-9999,12.242439,12.868893,11.849716,0.950675,-9999,-9999,-9999,-9999,-9999,-9999
3,"Region 3","Unclassified regions",221,0.280384,682,874,0,20230606," 07:16:48.5370",999,999,8078548065.18404,79,97.930152,18.396556,0.219723,1.1097,5.283328,6.762833,0,-90,2.617433,20.839,1.749347,2.240457,4.578797,23.1244,0.280384,-9999,15.208379,19.114759,11.803209,7.30597,-9999,-9999,-9999,-9999,-9999,-9999
15,"Region 15","Unclassified regions",221,0.346802,1130,1296,0,20230606," 07:17:35.8040",999,999,2918446711.95726,109,93.638201,15.561933,0.394343,1.4789,2.265125,60.569167,0,90,-0.813008,18.094,8.776343,3.460119,7.135238,26.7587,0.346802,-9999,15.353833,17.393358,13.773523,-1.480527,-9999,-9999,-9999,-9999,-9999,-9999
18,"Region 18","Unclassified regions",222,0.370167,388,489,0,20230606," 08:22:54.4050",999,999,424321405.823765,86,86.130179,11.933547,0.485895,5.1224,3.59575,97.442579,0,90,-3.990807,10.966,1.335149,11.449779,5.328321,56.1724,0.370167,-9999,9.65823,12.050721,7.051664,-4.897629,-9999,-9999,-9999,-9999,-9999,-9999
19,"Region 19","Unclassified regions",222,0.282967,4600,4684,0,20230606," 08:30:31.6200",999,999,1219675948.03045,56,91.883151,14.114699,0.293048,1.4488,2.241152,69.818747,0,-90,0.480938,9.119,5.556432,1.810948,2.672301,13.2113,0.282967,-9999,11.309582,14.825928,10.618824,3.153984,-9999,-9999,-9999,-9999,-9999,-9999
21,"Region 21","Unclassified regions",223,0.479391,88,211,0,20230606," 09:44:58.2290",999,999,239530815.876087,96,83.819874,4.189653,0.293492,1.4696,1.780054,29.811594,0,-90,-0.259337,13.439,15.208923,3.454196,3.944234,19.7499,0.479391,-9999,3.642621,4.318693,3.102147,0.451404,-9999,-9999,-9999,-9999,-9999,-9999
23,"Region 23","Unclassified regions",224,0.348653,4080,4146,0,20230606," 10:32:57.9800",999,999,1308041637.35898,61,93.58886,17.706889,0.26197,5.1262,1.194984,199.646281,0,-90,0.974846,7.187,1.931362,2.53447,1.88278,36.8422,0.348653,-9999,16.231564,18.263568,13.143529,5.002036,-9999,-9999,-9999,-9999,-9999,-9999
24,"Region 24","Unclassified regions",225,0.38003,2531,2598,0,20230606," 11:28:40.7810",999,999,1562430536.80114,46,92.390268,10.81086,0.279683,2.8801,0.782644,42.004979,0,90,-1.166297,7.315,1.754168,7.150952,2.045882,21.0683,0.38003,-9999,8.57595,11.027528,7.145908,-2.621277,-9999,-9999,-9999,-9999,-9999,-9999
27,"Region 27","Unclassified regions",226,0.305754,1582,1715,0,20230606," 11:52:08.2370",999,999,36067051332.2402,54,106.01702,22.449907,0.193905,0.9908,0.902055,2.912786,0,90,1.41157,14.419,1.98071,1.179994,2.795911,14.2862,0.305754,-9999,18.65935,21.776618,17.630152,-4.146466,-9999,-9999,-9999,-9999,-9999,-9999
29,"Region 29","Unclassified regions",227,0.468223,2494,2555,0,20230606," 17:00:38.0820",999,999,556349782.983616,56,90.136456,14.94078,0.727092,5.813,2.722894,63.562628,0,-90,4.74484,6.77,1.037424,3.793298,4.92241,39.354,0.468223,-9999,12.403752,17.090074,8.904011,8.181717,-9999,-9999,-9999,-9999,-9999,-9999
30,"Region 30","Unclassified regions",228,0.380367,3146,3373,0,20230606," 18:02:42.8480",999,999,43856369.0848972,167,78.378941,6.461473,0.375428,2.2269,2.510686,102.157389,0,90,-5.669841,25.058,1.659213,7.669642,9.407475,55.8012,0.380367,-9999,5.780354,8.67293,3.635418,-3.625086,-9999,-9999,-9999,-9999,-9999,-9999
33,"Region 33","Unclassified regions",228,0.261295,2749,2751,0,20230606," 18:01:46.7320",999,999,9878014.55828528,3,90.120356,15.385432,0.016051,0.0555,0.016364,0.064998,0,-90,0.003467,0.216,1,1.001115,0.003467,0.012,0.261295,-9999,13.472276,13.476758,13.468184,0.008573,-9999,-9999,-9999,-9999,-9999,-9999
38,"Region 38","Unclassified regions",228,0.316403,2732,2919,0,20230606," 18:01:55.0250",999,999,351299007.911992,128,84.03063,11.092829,0.63606,7.8493,3.908792,140.692876,0,90,-10.062051,20.71,1.309157,15.755236,13.172807,162.5581,0.316403,-9999,10.172075,16.131731,6.358147,-9.773584,-9999,-9999,-9999,-9999,-9999,-9999
39,"Region 39","Unclassified regions",229,0.469875,3461,3631,0,20230606," 18:31:14.3410",999,999,39313311.643457,107,77.070163,4.843271,0.501903,1.5134,4.380526,29.177829,0,90,-2.612642,18.523,3.558372,8.135527,9.29675,28.0328,0.469875,-9999,4.509386,6.923218,2.709991,-2.470555,-9999,-9999,-9999,-9999,-9999,-9999
2,"Region 2","Unclassified regions",230,0.428884,1480,1537,0,20230606," 19:22:46.6730",999,999,693547320.166423,56,91.055694,16.883469,0.877676,9.8522,4.942232,131.858032,0,-90,4.752347,6.286,1.160915,10.171556,5.517069,61.9312,0.428884,-9999,13.900893,17.435239,10.477956,6.085607,-9999,-9999,-9999,-9999,-9999,-9999
5,"Region 5","Unclassified regions",231,0.413048,1637,2100,0,20230606," 20:03:55.5240",999,999,5487701977.45511,173,95.407084,15.905367,0.422783,1.2434,2.298774,19.04033,0,90,-1.831673,50.54,11.665535,34.30853,21.367448,62.8435,0.413048,-9999,13.883108,21.966748,7.80649,-1.249393,-9999,-9999,-9999,-9999,-9999,-9999
6,"Region 6","Unclassified regions",232,0.4663,2050,2143,0,20230606," 20:11:53.2350",999,999,516444428.529327,89,87.9631,14.482669,0.95286,2.695,2.033526,57.11821,0,-90,9.71441,10.195,1,2.213539,9.71441,27.475,0.4663,-9999,13.463201,19.146343,7.176524,11.969819,-9999,-9999,-9999,-9999,-9999,-9999
7,"Region 7","Unclassified regions",232,0.38541,2696,2753,0,20230606," 20:13:02.0120",999,999,2656227251.20561,53,96.69199,15.911875,0.471696,4.8551,3.557853,123.598276,0,90,-2.540755,6.183,1.147886,7.045707,2.916496,30.0194,0.38541,-9999,12.422079,16.642198,10.006204,-4.144788,-9999,-9999,-9999,-9999,-9999,-9999
8,"Region 8","Unclassified regions",233,0.43438,1268,1353,0,20230606," 20:41:36.1620",999,999,14088561227.1497,63,99.655336,17.299928,1.200268,6.0485,2.771789,169.029395,0,90,-10.629349,9.275,1.047335,4.680534,11.132488,56.0998,0.43438,-9999,15.223432,22.676082,10.180596,-11.975941,-9999,-9999,-9999,-9999,-9999,-9999
9,"Region 9","Unclassified regions",234,0.367891,892,935,0,20230606," 21:09:20.2360",999,999,14130808218.616,42,102.041163,20.199251,0.952029,2.1571,2.326164,9.783137,0,-90,4.505955,4.733,1,1.100358,4.505955,10.2097,0.367891,-9999,16.836939,21.149301,13.046094,8.103206,-9999,-9999,-9999,-9999,-9999,-9999
10,"Region 10","Unclassified regions",235,0.299725,3134,3235,0,20230606," 21:26:07.8920",999,999,7723966925.50573,46,98.241443,16.352563,0.87365,3.0776,1.713932,22.134134,0,-90,9.716734,11.122,1,2.70973,9.716734,34.2294,0.299725,-9999,14.710374,21.248093,9.069565,12.178528,-9999,-9999,-9999,-9999,-9999,-9999
11,"Region 11","Unclassified regions",236,0.378073,87,151,0,20230606," 21:26:55.7150",999,999,1022140703.98301,58,93.119894,15.518522,0.865446,1.014,1.762646,2.111603,0,90,-6.114376,7.065,1,1.078358,6.114376,7.164,0.378073,-9999,11.911308,14.870297,8.558082,-6.312215,-9999,-9999,-9999,-9999,-9999,-9999
13,"Region 13","Unclassified regions",237,0.448626,1534,1657,0,20230606," 21:48:28.8830",999,999,6430504808.70392,86,98.327598,14.810993,0.686153,2.0464,2.37323,14.640553,0,-90,8.427053,13.621,1.109059,1.518525,9.346096,27.8745,0.448626,-9999,12.907908,16.465284,6.96387,4.822353,-9999,-9999,-9999,-9999,-9999,-9999
15,"Region 15","Unclassified regions",238,0.38643,1048,1175,0,20230607," 05:27:40.2690",999,999,177249185.874408,110,85.110241,11.55642,0.33877,7.0461,1.290387,121.460155,0,-90,4.273126,14.758,1.170001,15.208834,4.999564,103.9871,0.38643,-9999,10.004048,13.263497,6.530312,3.984522,-9999,-9999,-9999,-9999,-9999,-9999
23,"Region 23","Unclassified regions",238,0.427063,1354,1588,0,20230607," 05:28:22.0500",999,999,100790636.954362,166,79.928578,10.16923,0.493977,1.846,3.116752,56.187403,0,90,-11.07181,27.244,1.215512,4.27166,13.45792,50.2921,0.427063,-9999,9.891186,14.886944,3.175927,-11.711017,-9999,-9999,-9999,-9999,-9999,-9999
32,"Region 32","Unclassified regions",238,0.475047,2995,3112,0,20230607," 05:31:25.1620",999,999,40699849.8892689,95,80.30967,9.959907,0.52241,4.9327,4.512763,91.380615,0,-90,5.929993,13.6,1.198108,8.610731,7.104771,67.085,0.475047,-9999,8.563277,12.798317,5.162921,7.635397,-9999,-9999,-9999,-9999,-9999,-9999
44,"Region 44","Unclassified regions",238,0.328717,3388,3631,0,20230607," 05:32:17.8640",999,999,617109941.696409,168,87.713441,12.963533,0.257744,3.3466,1.515036,103.707761,0,90,-6.847891,27.991,1.053538,8.743582,7.214512,93.6742,0.328717,-9999,11.65344,16.343743,6.671144,-9.672599,-9999,-9999,-9999,-9999,-9999,-9999
52,"Region 52","Unclassified regions",239,0.402454,3444,3721,0,20230607," 05:40:11.4710",999,999,1283334090.81483,235,90.910527,13.38065,0.394548,2.4473,3.260038,87.801297,0,90,-11.361191,31.896,1.107676,6.862509,12.584519,78.0602,0.402454,-9999,13.094674,17.522172,6.567704,-10.954468,-9999,-9999,-9999,-9999,-9999,-9999
53,"Region 53","Unclassified regions",240,0.407687,3137,3175,0,20230607," 05:47:11.4790",999,999,110668723.521815,31,85.214505,4.729375,0.311149,0.7901,1.175865,2.45818,0,-90,-0.169204,4.376,8.047005,1.759664,1.361586,3.4575,0.407687,-9999,4.164554,4.74396,3.86743,0.708597,-9999,-9999,-9999,-9999,-9999,-9999
56,"Region 56","Unclassified regions",240,0.302564,3464,3582,0,20230607," 05:47:53.9180",999,999,445494282.124094,52,85.718496,10.559024,0.281665,2.2442,1.22224,87.825595,0,90,-3.052003,13.56,1.251432,9.467623,3.819375,30.4314,0.302564,-9999,8.441271,11.315664,6.427125,-3.033952,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",241,0.369832,1724,1762,0,20230607," 06:00:37.1650",999,999,182979502.603727,29,82.704055,4.06301,0.255045,0.7479,1.452913,6.17245,0,-90,1.041151,4.414,1.081275,1.851704,1.12577,3.3014,0.369832,-9999,4.024553,4.695613,3.58099,1.114624,-9999,-9999,-9999,-9999,-9999,-9999
3,"Region 3","Unclassified regions",241,0.31269,1824,1879,0,20230607," 06:00:49.5810",999,999,251386913.399433,39,84.825888,8.157911,0.340727,2.6174,2.133665,38.368033,0,90,1.37361,6.437,1.59671,5.618517,2.193257,16.8483,0.31269,-9999,6.627451,8.550985,6.152677,-0.251425,-9999,-9999,-9999,-9999,-9999,-9999
13,"Region 13","Unclassified regions",242,0.508024,851,1215,0,20230607," 06:07:23.5020",999,999,5088240707.2003,274,97.563076,17.863292,0.267073,3.6126,4.245876,146.078513,0,90,-6.185208,42.13,1.819144,8.483738,11.251788,152.1993,0.508024,-9999,15.99771,20.433584,11.729822,-0.81189,-9999,-9999,-9999,-9999,-9999,-9999
14,"Region 14","Unclassified regions",243,0.255614,985,1007,0,20230607," 06:24:02.9020",999,999,383307803.450241,19,94.520432,14.473581,0.492087,1.3095,2.978774,10.804041,0,90,-0.691677,2.398,1.706032,3.78131,1.180024,3.1401,0.255614,-9999,10.121954,10.614627,9.96359,-0.156426,-9999,-9999,-9999,-9999,-9999,-9999
17,"Region 17","Unclassified regions",243,0.397603,1423,1452,0,20230607," 06:24:53.6060",999,999,350778683.55252,21,87.860754,9.944888,0.360527,8.6963,1.308436,89.827085,0,-90,0.485949,3.362,2.494277,12.816448,1.212091,29.237,0.397603,-9999,7.892041,9.550973,6.852873,1.773188,-9999,-9999,-9999,-9999,-9999,-9999
19,"Region 19","Unclassified regions",243,0.506734,1693,1772,0,20230607," 06:25:27.9760",999,999,688306240.233578,59,87.945592,8.699373,0.27746,3.9432,1.413455,96.172831,0,-90,1.569615,9.208,1.627692,4.408669,2.554849,36.3086,0.506734,-9999,6.775524,8.566613,6.149242,2.393437,-9999,-9999,-9999,-9999,-9999,-9999
20,"Region 20","Unclassified regions",243,0.486175,2086,2132,0,20230607," 06:26:11.4900",999,999,265768565.357402,38,86.09291,4.744094,0.339597,1.3465,2.439173,23.43443,0,90,-1.161052,4.983,1.457483,5.715941,1.692213,6.7096,0.486175,-9999,4.544085,5.145171,3.982815,-1.162356,-9999,-9999,-9999,-9999,-9999,-9999
24,"Region 24","Unclassified regions",243,0.5329,3241,3420,0,20230607," 06:28:32.1460",999,999,214312800.95932,105,83.474172,7.578932,0.53055,2.7784,3.407243,69.64708,0,90,-9.931076,20.508,1.095604,5.109272,10.880525,56.9785,0.5329,-9999,6.347972,10.028785,2.776134,-5.991331,-9999,-9999,-9999,-9999,-9999,-9999
25,"Region 25","Unclassified regions",243,0.34661,3852,3904,0,20230607," 06:29:35.3440",999,999,1755464783.98454,42,91.75427,14.12546,0.439082,14.6386,3.280606,145.346232,0,90,0.015204,5.999,173.241794,19.161102,2.63405,87.8171,0.34661,-9999,11.81245,13.98242,9.513482,-1.897576,-9999,-9999,-9999,-9999,-9999,-9999
26,"Region 26","Unclassified regions",244,0.325775,2193,2254,0,20230607," 06:34:12.7060",999,999,68404792995.1953,59,112.150146,25.846599,0.320947,0.8839,0.876849,2.540777,0,90,-2.232827,6.957,1,1.090983,2.232827,6.1492,0.325775,-9999,20.421498,22.912105,17.983991,-4.928114,-9999,-9999,-9999,-9999,-9999,-9999
27,"Region 27","Unclassified regions",244,0.543461,2673,2754,0,20230607," 06:35:08.9860",999,999,49609738.7121598,43,77.800475,3.219287,0.554828,0.8105,1.342347,1.628816,0,90,-2.562377,9.39,2.033204,1.230643,5.209834,7.6106,0.543461,-9999,2.581172,3.961446,1.712613,-1.432327,-9999,-9999,-9999,-9999,-9999,-9999
28,"Region 28","Unclassified regions",244,0.588388,2933,2987,0,20230607," 06:35:37.1170",999,999,180437123.895654,52,84.01864,5.944256,0.386408,0.8786,2.593543,5.140187,0,-90,-0.00422,6.3,576.889183,2.001332,2.434368,5.535,0.588388,-9999,4.819714,5.846742,4.351908,1.494834,-9999,-9999,-9999,-9999,-9999,-9999
29,"Region 29","Unclassified regions",244,0.499499,2989,3034,0,20230607," 06:35:43.0420",999,999,391804281.900715,40,85.903671,11.974179,0.684173,6.5567,3.462847,69.735738,0,-90,1.895007,5.142,1.856466,5.600072,3.518016,33.7143,0.499499,-9999,10.188547,12.568534,8.346614,4.22192,-9999,-9999,-9999,-9999,-9999,-9999
32,"Region 32","Unclassified regions",244,0.263811,3462,3596,0,20230607," 06:36:42.4210",999,999,1373329346601.11,37,123.804192,31.502583,0.294892,1.2,1.074966,2.692015,0,90,2.461666,15.363,1.84039,1.163588,4.530424,18.4355,0.263811,-9999,27.101057,30.212927,23.999831,-4.398015,-9999,-9999,-9999,-9999,-9999,-9999
3,"Region 3","Unclassified regions",245,0.2918,192,294,0,20230607," 06:38:25.1230",999,999,399348339.697634,74,88.326239,14.504288,0.382055,7.4871,1.722557,158.700546,0,-90,-3.988202,11.689,1.119763,5.786809,4.465841,87.5163,0.2918,-9999,10.784956,12.947249,9.591411,0.594194,-9999,-9999,-9999,-9999,-9999,-9999
4,"Region 4","Unclassified regions",245,0.26082,472,526,0,20230607," 06:38:54.6170",999,999,421620498.630606,39,85.312635,7.011214,0.247674,6.1179,0.87585,53.609085,0,90,-1.185626,6.256,1.306861,14.41949,1.549449,38.2737,0.26082,-9999,6.536639,7.340668,6.075154,-0.358045,-9999,-9999,-9999,-9999,-9999,-9999
6,"Region 6","Unclassified regions",245,0.464026,1534,1567,0,20230607," 06:40:55.8550",999,999,1102811191.41695,34,88.057613,10.439637,0.594469,20.0052,3.063735,115.135414,0,-90,0.93199,3.673,2.34282,20.842623,2.183485,73.479,0.464026,-9999,9.005047,10.790215,7.71846,2.12869,-9999,-9999,-9999,-9999,-9999,-9999
7,"Region 7","Unclassified regions",245,0.346389,1505,1526,0,20230607," 06:40:51.9740",999,999,298323608.505898,17,84.227543,9.221352,0.335691,5.6979,0.775933,20.63294,0,90,0.550095,2.391,1.45909,1.91004,0.802638,13.6238,0.346389,-9999,8.353696,8.836687,7.7808,-0.740894,-9999,-9999,-9999,-9999,-9999,-9999
17,"Region 17","Unclassified regions",245,0.345388,2286,2394,0,20230607," 06:42:26.7370",999,999,877503206.076133,67,90.428876,10.326118,0.399857,9.1584,2.686281,118.515695,0,90,-2.21855,12.518,2.256166,17.374926,5.005415,114.6446,0.345388,-9999,9.211321,10.025414,6.807573,-0.398832,-9999,-9999,-9999,-9999,-9999,-9999
19,"Region 19","Unclassified regions",245,0.247983,2514,2566,0,20230607," 06:42:49.6560",999,999,2326346645.6985,39,97.247632,15.637824,0.223067,1.629,2.449007,20.76732,0,-90,1.131226,6.032,1.189452,3.315813,1.345538,9.8258,0.247983,-9999,15.575854,16.088401,14.585209,1.503193,-9999,-9999,-9999,-9999,-9999,-9999
20,"Region 20","Unclassified regions",245,0.320582,3187,3236,0,20230607," 06:44:06.6570",999,999,19817255154.7502,39,103.818673,18.439303,0.414505,20.43,1.988745,227.450322,0,-90,-0.493167,5.663,4.759728,42.212691,2.347342,115.6953,0.320582,-9999,14.644399,18.224871,12.764168,1.463608,-9999,-9999,-9999,-9999,-9999,-9999
21,"Region 21","Unclassified regions",245,0.353032,3410,3455,0,20230607," 06:44:32.1510",999,999,2315112943.79009,39,90.862431,14.781221,0.449461,26.6279,2.604026,124.257511,0,90,0.294709,5.152,7.857329,48.186543,2.315624,137.1867,0.353032,-9999,12.79296,14.865657,10.837825,-1.51749,-9999,-9999,-9999,-9999,-9999,-9999
22,"Region 22","Unclassified regions",245,0.301692,3383,3534,0,20230607," 06:44:35.1570",999,999,242600014624.99,119,116.020802,27.197507,0.508179,0.7919,1.240948,2.399036,0,90,-8.826568,17.369,1,1.511923,8.826568,13.7542,0.301692,-9999,26.191732,29.696976,20.601432,-9.095544,-9999,-9999,-9999,-9999,-9999,-9999
27,"Region 27","Unclassified regions",246,0.507503,3235,3409,0,20230607," 06:52:13.7390",999,999,136391809.076261,137,80.623353,5.506036,0.265334,1.7981,1.555717,25.236285,0,90,-0.138591,18.43,35.284576,57.256878,4.890112,33.1388,0.507503,-9999,4.951083,5.57767,4.308469,-0.469085,-9999,-9999,-9999,-9999,-9999,-9999
29,"Region 29","Unclassified regions",246,0.363803,3577,3680,0,20230607," 06:52:49.0290",999,999,26179011724.1382,89,105.169039,23.740737,0.570467,3.6694,1.952518,163.774075,0,-90,6.731272,11.852,1.004442,6.019086,6.761171,43.4903,0.363803,-9999,23.294657,26.589421,18.073811,6.271618,-9999,-9999,-9999,-9999,-9999,-9999
