"Region_ID","Region_name","Region_class","Process_ID","Height_mean","Ping_S","Ping_E","Dist_M","Date_M","Time_M","Lat_M","Lon_M","Standard_deviation","Num_targets","TS_mean","Target_range_mean","Speed_2D_mean_unsmoothed","Speed_4D_mean_unsmoothed","Speed_2D_max_unsmoothed","Speed_4D_max_unsmoothed","Direction_horizontal","Direction_vertical","Fish_track_change_in_range","Time_in_beam","Tortuosity_2D","Tortuosity_3D","Distance_2D_unsmoothed","Distance_3D_unsmoothed","Thickness_mean","Exclude_below_line_range_mean","Target_depth_mean","Target_depth_max","Target_depth_min","Fish_track_change_in_depth","Region_bottom_altitude_min","Region_bottom_altitude_max","Region_bottom_altitude_mean","Region_top_altitude_min","Region_top_altitude_max","Region_top_altitude_mean"
37,"Region 37","Unclassified regions",246,0.60101,2611,2690,0,20230607," 06:50:56.7430",999,999,-9999,-1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.60101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38,"Region 38","Unclassified regions",246,0.28439,1692,1809,0,20230607," 06:49:13.2470",999,999,3187694202.26283,87,99.350727,13.174226,0.178396,4.7647,2.29291,105.125923,0,90,-1.737059,13.352,1.371254,35.974345,2.381949,63.6187,0.28439,-9999,12.783339,13.563409,11.201735,-1.602654,-9999,-9999,-9999,-9999,-9999,-9999
40,"Region 40","Unclassified regions",246,0.356071,993,1106,0,20230607," 06:47:52.2600",999,999,17153293362.3547,101,103.009482,18.026026,0.329206,12.0228,3.451976,155.881948,0,-90,-1.218492,12.786,3.454456,23.156495,4.209227,153.7236,0.356071,-9999,14.650885,17.744956,12.646612,2.556403,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",247,0.352248,994,1150,0,20230607," 06:55:43.4790",999,999,3161128310.38729,122,96.749227,15.980605,0.423914,7.2036,2.483689,128.202136,0,90,-5.601171,17.907,1.355258,7.35584,7.591029,128.9942,0.352248,-9999,13.78578,15.834744,12.063856,-1.06305,-9999,-9999,-9999,-9999,-9999,-9999
2,"Region 2","Unclassified regions",247,0.353365,1182,1238,0,20230607," 06:55:59.2990",999,999,1880742102.26237,46,90.553765,15.566937,0.626891,6.9291,1.437863,77.423937,0,-90,-3.47247,6.19,1.117492,2.714558,3.880456,42.8909,0.353365,-9999,12.086262,14.935859,10.655608,0.421434,-9999,-9999,-9999,-9999,-9999,-9999
13,"Region 13","Unclassified regions",247,0.33083,3534,3875,0,20230607," 07:00:46.4270",999,999,8743120286.69886,202,99.798312,17.204035,0.341558,3.3422,2.19165,176.009999,0,90,-1.762747,39.298,7.614566,5.456115,13.422549,131.3423,0.33083,-9999,14.924827,17.833545,11.688447,-0.604644,-9999,-9999,-9999,-9999,-9999,-9999
23,"Region 23","Unclassified regions",247,0.382397,3072,3240,0,20230607," 06:59:43.2650",999,999,550269458.177937,83,89.347229,12.463917,0.342963,3.6305,2.156657,47.223991,0,90,-4.675438,19.412,1.423954,14.821829,6.657607,70.4747,0.382397,-9999,9.807584,12.717934,8.177043,-3.345096,-9999,-9999,-9999,-9999,-9999,-9999
25,"Region 25","Unclassified regions",248,0.32595,2008,2183,0,20230607," 07:05:31.4700",999,999,75142643531.9778,173,109.891998,23.470357,0.320783,0.5833,0.91463,1.575298,0,90,-6.35606,20.169,1.017908,1.499574,6.469881,11.7643,0.32595,-9999,19.492933,23.187533,15.234704,-7.845104,-9999,-9999,-9999,-9999,-9999,-9999
27,"Region 27","Unclassified regions",248,0.404117,2187,2593,0,20230607," 07:06:05.5600",999,999,164483279.366422,210,81.567954,8.882771,0.159297,1.4929,2.656218,57.013519,0,90,-1.486439,46.883,5.02429,8.649689,7.468303,69.9931,0.404117,-9999,8.419986,10.871997,6.849356,-3.716252,-9999,-9999,-9999,-9999,-9999,-9999
32,"Region 32","Unclassified regions",248,0.420383,3222,3358,0,20230607," 07:07:49.5130",999,999,248029873.420315,121,87.276698,14.51317,0.46669,4.1945,3.862465,114.095102,0,-90,5.949873,15.746,1.235068,9.964184,7.348501,66.0472,0.420383,-9999,11.665363,15.359937,8.748585,3.863564,-9999,-9999,-9999,-9999,-9999,-9999
35,"Region 35","Unclassified regions",248,0.37125,3509,3842,0,20230607," 07:08:34.2540",999,999,546448681174.029,292,116.313189,24.752661,0.341326,0.8829,1.109485,22.006695,0,90,-12.050369,38.341,1.086006,1.202045,13.086774,33.8494,0.37125,-9999,23.091355,31.852401,15.036945,-16.815456,-9999,-9999,-9999,-9999,-9999,-9999
44,"Region 44","Unclassified regions",248,0.381873,1457,1658,0,20230607," 07:04:29.9240",999,999,1124819866.41019,143,89.504769,11.300574,0.227368,1.041,2.421107,16.910883,0,-90,-2.247717,23.022,2.328795,3.204517,5.234472,23.967,0.381873,-9999,9.425264,10.740123,8.602609,1.492455,-9999,-9999,-9999,-9999,-9999,-9999
45,"Region 45","Unclassified regions",248,0.526944,1448,1459,0,20230607," 07:04:18.0370",999,999,314367771.004326,12,84.900146,10.47984,0.402732,0.9157,0.996612,2.279223,0,-90,0.309311,1.277,1.662688,2.15699,0.514288,1.1693,0.526944,-9999,7.559379,7.875579,7.320248,0.530948,-9999,-9999,-9999,-9999,-9999,-9999
4,"Region 4","Unclassified regions",249,0.325881,3605,3815,0,20230607," 07:16:47.6470",999,999,21437915341.1642,126,102.897081,20.247194,0.44724,1.2671,1.808242,24.641518,0,90,-8.052422,24.183,1.343149,1.272338,10.815605,30.6419,0.325881,-9999,18.634272,25.870852,12.829508,-13.041344,-9999,-9999,-9999,-9999,-9999,-9999
5,"Region 5","Unclassified regions",249,0.269056,1199,1299,0,20230607," 07:12:05.6260",999,999,383512753868.044,89,116.864767,27.309319,0.403487,0.9296,0.949933,2.699499,0,90,-4.552436,11.394,1.009863,1.533773,4.597337,10.5917,0.269056,-9999,22.60547,26.016255,19.322992,-6.693262,-9999,-9999,-9999,-9999,-9999,-9999
8,"Region 8","Unclassified regions",249,0.348762,577,694,0,20230607," 07:10:54.8940",999,999,6255832445.2538,96,100.713825,18.130412,0.299392,1.9624,1.545663,34.968346,0,-90,-1.953657,13.483,2.066228,1.989973,4.036702,26.4588,0.348762,-9999,15.607417,17.548258,13.437525,4.074507,-9999,-9999,-9999,-9999,-9999,-9999
9,"Region 9","Unclassified regions",249,0.385073,761,857,0,20230607," 07:11:14.9330",999,999,207862170.032404,82,84.532643,11.761407,0.465883,3.0617,4.016177,21.016703,0,-90,3.130481,10.941,1.628255,6.265572,5.097223,33.4979,0.385073,-9999,10.398855,13.351616,9.891858,2.461574,-9999,-9999,-9999,-9999,-9999,-9999
11,"Region 11","Unclassified regions",249,0.467103,322,406,0,20230607," 07:10:23.6650",999,999,844139525.366161,83,91.305736,15.146064,0.640924,1.1395,1.703342,13.936799,0,-90,6.19325,9.663,1,1.524234,6.19325,11.0114,0.467103,-9999,14.749927,18.142624,10.76393,6.832666,-9999,-9999,-9999,-9999,-9999,-9999
12,"Region 12","Unclassified regions",250,0.182906,3049,3051,0,20230607," 07:23:32.2160",999,999,342634095.632738,3,94.936975,18.65685,0.292443,0.2994,0.34502,0.346513,0,90,-0.008971,0.21,6.845655,6.093744,0.061413,0.0629,0.182906,-9999,14.178682,14.196766,14.167888,-0.003505,-9999,-9999,-9999,-9999,-9999,-9999
16,"Region 16","Unclassified regions",250,0.38244,3040,3270,0,20230607," 07:23:44.3280",999,999,1510805411.53506,214,91.78467,14.088642,0.472941,2.9938,2.12911,209.888916,0,90,-5.069092,26.553,2.477369,3.52624,12.558014,79.4952,0.38244,-9999,12.459048,14.92791,10.72796,-4.023146,-9999,-9999,-9999,-9999,-9999,-9999
22,"Region 22","Unclassified regions",251,0.433512,1069,1189,0,20230607," 07:35:35.5360",999,999,186481634.925486,102,80.032348,9.619332,0.640307,2.5192,2.434973,43.112377,0,-90,8.735441,13.955,1.022901,2.931493,8.935489,35.1548,0.433512,-9999,9.071632,13.654545,4.70592,5.592721,-9999,-9999,-9999,-9999,-9999,-9999
31,"Region 31","Unclassified regions",251,0.351888,2713,3132,0,20230607," 07:39:00.8020",999,999,612998521.183517,278,87.415671,11.575613,0.319523,3.4634,3.176872,75.809121,0,90,-6.223172,48.173,2.473401,8.523837,15.392398,166.8426,0.351888,-9999,10.42238,15.091551,7.007876,-4.575074,-9999,-9999,-9999,-9999,-9999,-9999
32,"Region 32","Unclassified regions",252,0.461178,2672,3018,0,20230607," 08:11:54.1230",999,999,6454761275.73393,307,95.927418,14.974632,0.472126,1.0057,3.353553,14.91702,0,90,-6.558527,40.155,2.89062,1.56748,18.958208,40.382,0.461178,-9999,13.300103,16.61044,10.642978,-3.23509,-9999,-9999,-9999,-9999,-9999,-9999
40,"Region 40","Unclassified regions",253,0.278714,1208,1210,0,20230607," 08:16:32.6310",999,999,22039926.9147108,3,84.368115,15.300211,0.245029,0.467,0.265142,0.495788,0,-90,0.057092,0.233,1,1.000062,0.057092,0.1088,0.278714,-9999,14.860962,14.87823,14.844816,0.033414,-9999,-9999,-9999,-9999,-9999,-9999
41,"Region 41","Unclassified regions",253,0.382197,915,1497,0,20230607," 08:16:32.2830",999,999,229204963.701345,344,82.390619,10.055435,0.420242,1.2657,3.983954,67.332966,0,-90,6.60145,67.046,4.268085,11.959435,28.175551,84.8625,0.382197,-9999,9.395304,14.655506,2.423518,7.071933,-9999,-9999,-9999,-9999,-9999,-9999
52,"Region 52","Unclassified regions",253,0.385122,1585,1758,0,20230607," 08:17:25.8480",999,999,5988128295.03853,106,97.763856,17.903158,0.366214,4.143,2.467464,108.186104,0,-90,4.499534,19.802,1.611673,16.287318,7.251775,82.0388,0.385122,-9999,15.310102,19.064862,12.877702,2.112146,-9999,-9999,-9999,-9999,-9999,-9999
54,"Region 54","Unclassified regions",253,0.266522,3979,4046,0,20230607," 08:21:56.1030",999,999,1038097909930.03,56,127.180255,32.611276,0.232364,0.8718,0.620668,3.983155,0,90,-1.606457,7.809,1.129523,1.253701,1.81453,6.8081,0.266522,-9999,32.067283,33.334209,30.802814,-2.531395,-9999,-9999,-9999,-9999,-9999,-9999
59,"Region 59","Unclassified regions",254,0.486323,3314,3462,0,20230607," 09:00:56.0870",999,999,315509264.680918,138,87.255872,11.145213,0.492276,0.9661,1.114825,12.186726,0,90,-8.380422,17.03,1.000362,1.370152,8.383458,16.4526,0.486323,-9999,10.681619,15.91432,5.779662,-10.134657,-9999,-9999,-9999,-9999,-9999,-9999
61,"Region 61","Unclassified regions",255,0.427325,1183,1363,0,20230607," 09:05:15.7170",999,999,406332268.358876,168,86.957677,13.219816,0.374696,1.9042,2.120138,61.015923,0,90,-6.988505,20.529,1.100685,2.031389,7.692144,39.0907,0.427325,-9999,11.80185,15.837828,8.924883,-4.636846,-9999,-9999,-9999,-9999,-9999,-9999
67,"Region 67","Unclassified regions",256,0.596577,1433,1624,0,20230607," 09:56:57.4450",999,999,184358874.324239,189,84.191478,10.868559,0.585072,1.282,2.282128,19.837959,0,90,-3.332799,21.836,3.833301,1.345331,12.775624,27.9942,0.596577,-9999,9.267953,11.3073,8.485636,-1.761135,-9999,-9999,-9999,-9999,-9999,-9999
5,"Region 5","Unclassified regions",257,0.554408,3248,3309,0,20230607," 17:00:27.6530",999,999,152911347.804646,61,81.281245,5.923953,0.451887,2.8791,2.666769,41.792846,0,-90,0.598303,7.126,5.382135,2.900612,3.220145,20.5164,0.554408,-9999,5.515159,6.163432,4.431552,1.133837,-9999,-9999,-9999,-9999,-9999,-9999
6,"Region 6","Unclassified regions",257,0.646951,3348,3370,0,20230607," 17:00:37.2060",999,999,116469528.824261,21,82.610972,9.943042,1.073528,1.1877,1.970901,2.02738,0,-90,2.223553,2.565,1.238378,1.30673,2.753598,3.0465,0.646951,-9999,9.839451,11.281501,8.862483,2.111413,-9999,-9999,-9999,-9999,-9999,-9999
7,"Region 7","Unclassified regions",258,0.935809,715,723,0,20230607," 17:03:05.0440",999,999,29299159.5468956,9,80.853092,5.9492,1.847458,1.9419,3.649129,3.952004,0,90,-1.729221,0.936,1,1.029326,1.729221,1.8177,0.935809,-9999,4.414751,4.92724,3.880979,-1.04626,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",259,0.360228,2639,2822,0,20230607," 22:47:26.8800",999,999,1258863460588.97,122,119.562831,25.863111,0.764347,1.265,2.461024,5.30757,0,90,-15.132178,19.879,1.004115,1.271524,15.194454,25.1473,0.360228,-9999,23.041477,32.579762,13.522621,-19.054126,-9999,-9999,-9999,-9999,-9999,-9999
3,"Region 3","Unclassified regions",260,0.297772,1419,1519,0,20230607," 23:15:11.0500",999,999,160116760949.849,76,111.818541,24.768862,0.711476,3.4847,1.999711,102.430756,0,90,-7.65329,10.936,1.016647,2.416341,7.780698,38.1086,0.297772,-9999,21.36135,28.815469,15.600808,-13.214661,-9999,-9999,-9999,-9999,-9999,-9999
4,"Region 4","Unclassified regions",261,0.373376,3585,3660,0,20230608," 01:07:04.9190",999,999,2605247623.14416,60,96.520909,18.403251,0.65342,2.2984,1.309927,30.901127,0,90,-5.349553,8.187,1,1.625699,5.349553,18.8171,0.373376,-9999,15.123576,20.892482,11.187798,-9.704684,-9999,-9999,-9999,-9999,-9999,-9999
6,"Region 6","Unclassified regions",262,0.469961,2505,2610,0,20230608," 01:12:54.3660",999,999,22623507619.4764,92,101.813902,19.351788,0.831734,1.1001,1.891434,2.777969,0,90,-9.525798,11.478,1.002188,1.195303,9.546638,12.6271,0.469961,-9999,15.553199,20.21335,9.881144,-10.287655,-9999,-9999,-9999,-9999,-9999,-9999
7,"Region 7","Unclassified regions",263,0.459864,3922,4008,0,20230608," 01:23:18.6560",999,999,1604504245.45931,77,90.046593,13.509686,0.981969,1.6102,2.194886,10.726588,0,90,-9.246219,9.416,1,1.449061,9.246219,15.1621,0.459864,-9999,12.230138,17.521932,7.05927,-10.462662,-9999,-9999,-9999,-9999,-9999,-9999
8,"Region 8","Unclassified regions",264,0.484728,1032,1080,0,20230608," 01:33:47.0290",999,999,131252989.223922,47,83.692945,8.949929,0.54378,1.3873,1.015808,9.638678,0,90,-2.817499,5.194,1.002447,1.263672,2.824393,7.2057,0.484728,-9999,7.868788,10.01084,5.165675,-4.845165,-9999,-9999,-9999,-9999,-9999,-9999
15,"Region 15","Unclassified regions",265,0.468346,2104,2164,0,20230608," 01:51:34.9140",999,999,109251678.257845,51,83.002648,12.19574,0.859345,6.7884,6.176507,115.978595,0,-90,4.667713,6.518,1.199991,3.573794,5.601213,44.247,0.468346,-9999,10.045716,12.946097,7.295184,3.857727,-9999,-9999,-9999,-9999,-9999,-9999
24,"Region 24","Unclassified regions",266,0.361242,1360,1764,0,20230608," 01:58:09.9920",999,999,2480757909.96488,126,93.330617,15.97379,0.391078,2.5431,4.401093,85.913314,0,-90,7.55619,44.102,2.282539,7.363728,17.247302,112.1555,0.361242,-9999,14.53512,19.798852,6.563088,9.91297,-9999,-9999,-9999,-9999,-9999,-9999
25,"Region 25","Unclassified regions",267,0.462323,3311,3341,0,20230608," 02:08:51.7870",999,999,455352292.703595,25,88.600001,9.850128,0.524914,3.8042,2.193213,45.179272,0,90,-1.247475,3.293,1.385633,4.458667,1.728543,12.5273,0.462323,-9999,7.878206,10.171275,6.426866,-2.542506,-9999,-9999,-9999,-9999,-9999,-9999
28,"Region 28","Unclassified regions",268,0.320724,3032,3120,0,20230608," 02:52:58.5750",999,999,1126100687.18675,51,93.302753,16.183394,0.448806,11.6092,1.277258,179.611555,0,90,-3.635622,9.631,1.188916,18.865837,4.32245,111.8079,0.320724,-9999,12.835371,16.244135,10.435216,-5.749339,-9999,-9999,-9999,-9999,-9999,-9999
29,"Region 29","Unclassified regions",269,0.323508,446,508,0,20230608," 03:03:19.7450",999,999,1746134939.09651,56,94.963836,18.93423,0.565422,1.0587,1.461297,3.138612,0,-90,3.714506,6.804,1.035705,1.323133,3.847132,7.2037,0.323508,-9999,14.807115,17.198848,11.793568,5.40528,-9999,-9999,-9999,-9999,-9999,-9999
33,"Region 33","Unclassified regions",270,0.489333,773,803,0,20230608," 03:27:18.5540",999,999,-9999,-1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.489333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,"Region 35","Unclassified regions",270,0.491161,352,427,0,20230608," 03:26:34.8560",999,999,575868061.485284,54,85.216966,12.16543,1.243694,2.8535,3.639956,61.305005,0,-90,9.83111,8.123,1.027608,2.149007,10.102523,23.1788,0.491161,-9999,12.033637,17.132346,7.319159,9.387099,-9999,-9999,-9999,-9999,-9999,-9999
36,"Region 36","Unclassified regions",270,0.385627,3036,3095,0,20230608," 03:31:27.0260",999,999,1166915994.55747,47,90.101637,16.850684,0.761222,4.1746,1.59315,27.805581,0,-90,4.807851,6.461,1.022964,1.2903,4.918258,26.9724,0.385627,-9999,13.61,15.771746,11.229022,4.542723,-9999,-9999,-9999,-9999,-9999,-9999
4,"Region 4","Unclassified regions",271,0.396975,1174,1278,0,20230608," 03:36:13.7860",999,999,510939061.772795,70,85.92265,12.615539,0.782895,11.8768,2.371074,141.346324,0,-90,7.37216,11.313,1.201397,13.715681,8.856895,134.3618,0.396975,-9999,11.100712,16.002505,6.175104,9.541827,-9999,-9999,-9999,-9999,-9999,-9999
14,"Region 14","Unclassified regions",271,0.388688,1347,1457,0,20230608," 03:36:33.0110",999,999,605959309.203978,100,90.255363,16.13913,0.511872,19.1574,3.098519,206.989492,0,90,1.593933,12.018,3.859435,41.927858,6.151681,230.2337,0.388688,-9999,13.728603,15.842444,12.747751,-1.108151,-9999,-9999,-9999,-9999,-9999,-9999
15,"Region 15","Unclassified regions",271,0.286049,1778,1796,0,20230608," 03:37:14.9870",999,999,9283799464.29379,16,103.577613,23.849748,1.12937,34.5975,2.863681,222.230555,0,90,1.55939,1.97,1.42675,3.157058,2.224859,68.157,0.286049,-9999,19.992582,22.849718,17.19901,-3.21925,-9999,-9999,-9999,-9999,-9999,-9999
16,"Region 16","Unclassified regions",272,0.294149,125,260,0,20230608," 03:50:31.2140",999,999,23410718998.11,87,105.520129,23.431667,0.283774,0.6589,1.57617,3.518575,0,-90,-0.275051,14.775,15.243588,6.105546,4.192765,9.7349,0.294149,-9999,18.586619,19.516051,16.939231,0.764818,-9999,-9999,-9999,-9999,-9999,-9999
17,"Region 17","Unclassified regions",272,0.512956,481,579,0,20230608," 03:51:08.0090",999,999,3813959282.45803,91,94.451104,17.047737,0.706744,0.7966,1.980637,3.15041,0,90,-7.376666,10.639,1.019302,1.13301,7.51905,8.4751,0.512956,-9999,12.732669,15.368128,9.043443,-6.16744,-9999,-9999,-9999,-9999,-9999,-9999
18,"Region 18","Unclassified regions",272,0.295192,628,701,0,20230608," 03:51:22.6380",999,999,17531786440.3046,59,104.436881,23.13821,0.161944,0.7986,0.677096,2.615117,0,-90,1.043193,8.003,1.242379,1.119621,1.296041,6.3914,0.295192,-9999,19.025426,20.997829,16.926895,4.070934,-9999,-9999,-9999,-9999,-9999,-9999
21,"Region 21","Unclassified regions",273,0.388122,1407,1498,0,20230608," 05:37:17.1680",999,999,254247484.964742,81,85.322699,11.478138,0.54788,6.1493,5.022713,110.034603,0,-90,4.709451,10.023,1.166038,12.097833,5.4914,61.634,0.388122,-9999,9.981245,13.538934,7.452183,5.031951,-9999,-9999,-9999,-9999,-9999,-9999
22,"Region 22","Unclassified regions",274,0.460084,3796,3846,0,20230608," 06:02:22.6280",999,999,1282022600.13031,45,92.102168,12.579294,0.946595,3.9727,3.607102,50.851056,0,90,-4.597625,5.515,1.135471,3.163323,5.220469,21.9096,0.460084,-9999,10.499151,11.288435,7.748409,-1.374025,-9999,-9999,-9999,-9999,-9999,-9999
24,"Region 24","Unclassified regions",275,0.481671,0,74,0,20230608," 06:02:29.5970",999,999,1107764321.43429,67,90.371825,8.376349,0.486625,2.1814,4.949862,37.301867,0,90,-3.25598,8.149,1.217915,2.120873,3.965508,17.7762,0.481671,-9999,7.93736,9.941727,5.623664,-4.318063,-9999,-9999,-9999,-9999,-9999,-9999
25,"Region 25","Unclassified regions",276,0.420043,3286,3391,0,20230608," 06:37:38.2700",999,999,412161919.80438,101,85.62306,7.097139,0.421754,2.1557,2.218334,55.315029,0,-90,0.858042,11.499,5.652117,2.403326,4.849753,24.7887,0.420043,-9999,6.350352,7.098748,5.046554,1.278358,-9999,-9999,-9999,-9999,-9999,-9999
29,"Region 29","Unclassified regions",277,0.363697,1820,2013,0,20230608," 06:42:26.8500",999,999,331541198.567124,143,87.450096,9.616696,0.468345,2.4259,3.050351,33.182784,0,-90,4.758852,21.018,2.068498,3.303409,9.843675,50.9866,0.363697,-9999,8.511547,11.683637,6.078257,4.646923,-9999,-9999,-9999,-9999,-9999,-9999
35,"Region 35","Unclassified regions",278,0.347714,4216,4324,0,20230608," 06:54:23.2900",999,999,107992171.619976,94,83.685397,8.505078,0.314454,1.3909,5.010557,33.772463,0,-90,2.453151,11.693,1.49885,1.952673,3.676906,16.2642,0.347714,-9999,7.99557,10.081545,6.035344,4.046201,-9999,-9999,-9999,-9999,-9999,-9999
54,"Region 54","Unclassified regions",278,0.333223,3622,3986,0,20230608," 06:53:32.6240",999,999,664594706.635242,254,88.144575,12.475703,0.352379,8.3093,3.414774,152.826765,0,-90,-2.735232,39.507,5.089674,31.422588,13.921437,328.2765,0.333223,-9999,10.589779,15.438483,7.742042,0.226996,-9999,-9999,-9999,-9999,-9999,-9999
55,"Region 55","Unclassified regions",279,0.463073,2499,2604,0,20230612," 08:49:30.2200",999,999,286191507.596157,83,87.807023,13.220798,0.309925,0.6938,0.906537,4.417894,0,-90,3.180862,12.157,1.18451,2.42484,3.767762,8.4349,0.463073,-9999,9.834348,11.435807,8.150248,3.280877,-9999,-9999,-9999,-9999,-9999,-9999
64,"Region 64","Unclassified regions",280,0.489393,2162,2478,0,20230612," 09:51:06.5960",999,999,120039379.221326,163,80.877636,7.835617,0.565894,1.1973,4.589066,29.144463,0,-90,4.020045,36.603,5.152532,2.659151,20.713413,43.8236,0.489393,-9999,6.582972,10.923375,1.107833,2.770111,-9999,-9999,-9999,-9999,-9999,-9999
65,"Region 65","Unclassified regions",281,0.516532,2676,2785,0,20230612," 10:51:18.3130",999,999,224307642.289341,107,86.360202,12.457181,0.600415,1.3798,4.615879,9.967327,0,90,-6.803965,13.134,1.159007,1.160507,7.885846,18.1219,0.516532,-9999,11.713688,16.574762,7.775669,-8.799093,-9999,-9999,-9999,-9999,-9999,-9999
69,"Region 69","Unclassified regions",282,0.428664,1968,2078,0,20230612," 11:26:53.5580",999,999,128457675256.359,106,115.021695,25.685321,0.110064,5.9146,0.516433,247.449975,0,90,-0.503366,13.205,2.887348,4.463165,1.453392,78.1029,0.428664,-9999,23.255059,26.001844,18.833654,-7.16819,-9999,-9999,-9999,-9999,-9999,-9999
70,"Region 70","Unclassified regions",283,0.456365,2343,2487,0,20230612," 11:41:52.6960",999,999,93472207298.7379,115,106.888667,21.100605,0.843272,4.19,3.706679,192.022549,0,-90,13.609825,16.833,1.042982,4.014868,14.194796,70.5309,0.456365,-9999,18.914264,28.548557,11.53846,17.010097,-9999,-9999,-9999,-9999,-9999,-9999
71,"Region 71","Unclassified regions",283,0.552894,3090,3186,0,20230612," 11:43:17.0490",999,999,7739081412.74736,88,100.108829,19.408848,0.765762,1.861,2.178912,17.318452,0,90,-8.552044,11.194,1.002327,1.615482,8.571943,20.8325,0.552894,-9999,17.312144,24.42789,11.199347,-11.339923,-9999,-9999,-9999,-9999,-9999,-9999
72,"Region 72","Unclassified regions",285,0.559169,1036,1082,0,20230612," 12:34:04.1610",999,999,44962547.1772472,42,78.940154,7.993728,0.884038,9.3134,3.822621,62.620271,0,-90,3.525861,5.401,1.354192,13.248411,4.774691,50.3018,0.559169,-9999,7.729047,9.706487,5.438779,3.72259,-9999,-9999,-9999,-9999,-9999,-9999
73,"Region 73","Unclassified regions",286,0.629043,1547,1573,0,20230612," 12:42:11.4700",999,999,77304014.7953333,23,84.204399,7.565593,0.56078,0.6282,0.887376,1.003709,0,90,-1.691762,3.067,1.016639,1.039113,1.719911,1.9268,0.629043,-9999,7.445785,8.237345,6.437723,-1.799622,-9999,-9999,-9999,-9999,-9999,-9999
74,"Region 74","Unclassified regions",287,0.463565,258,313,0,20230612," 13:01:36.0260",999,999,143572107.827247,48,85.512665,13.722813,0.859135,1.142,5.117848,7.001959,0,90,-4.195479,6.521,1.335346,1.474577,5.602416,7.447,0.463565,-9999,10.704327,13.121149,7.937979,-5.021679,-9999,-9999,-9999,-9999,-9999,-9999
75,"Region 75","Unclassified regions",288,0.513209,3472,3510,0,20230612," 13:23:55.6440",999,999,64700836.5335261,39,82.962365,9.976512,0.719975,0.8521,1.281108,2.011818,0,-90,3.154929,4.382,1,1.013077,3.154929,3.7338,0.513209,-9999,7.777618,9.521398,5.878983,3.642415,-9999,-9999,-9999,-9999,-9999,-9999
79,"Region 79","Unclassified regions",291,0.499054,760,924,0,20230612," 13:26:36.7700",999,999,7219196865.39323,138,96.954603,15.962155,0.926034,2.7741,8.110459,66.478365,0,-90,16.890239,19.05,1.044446,2.857496,17.640946,52.8465,0.499054,-9999,14.768941,18.561228,6.855365,11.506524,-9999,-9999,-9999,-9999,-9999,-9999
80,"Region 80","Unclassified regions",291,0.507105,1891,1917,0,20230612," 13:28:40.2870",999,999,34443044.6012146,27,82.293269,9.343273,0.599239,0.8022,1.045732,1.547457,0,-90,1.804308,3.011,1,1.006447,1.804308,2.4155,0.507105,-9999,7.021231,8.281275,5.8812,2.400075,-9999,-9999,-9999,-9999,-9999,-9999
81,"Region 81","Unclassified regions",291,0.469763,2648,2905,0,20230612," 13:30:21.6820",999,999,77916865561.3518,167,106.431932,18.369383,0.60578,5.7956,4.528428,109.720524,0,90,-13.733404,29.882,1.318094,9.944297,18.10192,173.1848,0.469763,-9999,16.375878,21.660784,12.587975,-6.828156,-9999,-9999,-9999,-9999,-9999,-9999
83,"Region 83","Unclassified regions",291,0.58886,3416,3441,0,20230612," 13:31:38.0030",999,999,3541175544.273,25,95.115221,13.434779,0.485167,3.9135,2.716735,15.898724,0,-90,-0.476402,2.912,2.965573,2.822719,1.412805,11.396,0.58886,-9999,12.939611,13.26048,11.87683,0.355167,-9999,-9999,-9999,-9999,-9999,-9999
84,"Region 84","Unclassified regions",291,0.426564,3781,3820,0,20230612," 13:32:21.3090",999,999,43077728.4569638,36,82.019962,8.875723,0.63857,1.2873,1.436125,7.734899,0,-90,2.912519,4.561,1,1.554067,2.912519,5.8712,0.426564,-9999,7.682828,9.776685,6.076291,3.700394,-9999,-9999,-9999,-9999,-9999,-9999
88,"Region 88","Unclassified regions",292,0.270004,496,498,0,20230612," 13:33:46.1000",999,999,699223245.245594,3,94.120945,19.769421,0.292959,0.3276,0.353692,0.394315,0,90,-0.066795,0.228,1,1.113458,0.066795,0.0747,0.270004,-9999,19.215061,19.247714,19.184274,-0.06344,-9999,-9999,-9999,-9999,-9999,-9999
89,"Region 89","Unclassified regions",292,0.457347,311,502,0,20230612," 13:33:35.4450",999,999,2896660350.01756,150,94.810892,16.240128,0.544348,2.8324,2.679169,160.417646,0,-90,1.761976,22.311,6.892801,2.908117,12.144947,63.1947,0.457347,-9999,14.602633,19.116538,12.627494,5.781981,-9999,-9999,-9999,-9999,-9999,-9999
