File,Foraging (Y/N),Seal_Presence,Date,File_Timestamp,Time_In_1,Time_Out_1,Time_In_2,Time_Out_2,Time_In_3,Time_Out_3,Time_In_4,Time_Out_4,Time_In_5,Time_Out_5,Time_In_6,Time_Out_6,Cumulative_Time_m,Cumulative_Time_s,TAST_Status,Notes
May_23_2025_131113_2256,,N,6/4/25, 10:48:52 PM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2257,,N,6/4/25, 10:56:38 PM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2258,,N,6/4/25, 11:04:30 PM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2259,,N,6/4/25, 11:12:14 PM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2260,,N,6/4/25, 11:19:34 PM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2261,,N,6/4/25, 11:26:58 PM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2262,,N,6/4/25, 11:34:24 PM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2263,,N,6/4/25, 11:41:56 PM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2264,,N,6/4/25, 11:49:38 PM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2265,N,Y,6/4/25, 11:57:28 PM,6:54:21,6:54:29,,,,,,,,,,,0:00:08,8,ON,
May_23_2025_131113_2266,,N,6/5/25, 12:05:16 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2267,,N,6/5/25, 12:13:14 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2268,,N,6/5/25, 12:21:26 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2269,,N,6/5/25, 12:29:40 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2270,,N,6/5/25, 12:37:28 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2271,,N,6/5/25, 12:45:08 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2272,,N,6/5/25, 12:52:48 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2273,,N,6/5/25, 1:00:28 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2274,,N,6/5/25, 1:08:00 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2275,,N,6/5/25, 1:15:38 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2276,N,Y,6/5/25, 1:23:18 AM,8:15:42,8:15:51,,,,,,,,,,,0:00:09,9,OFF,
May_23_2025_131113_2277,,N,6/5/25, 1:30:58 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2278,,N,6/5/25, 1:38:46 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2279,,N,6/5/25, 1:46:32 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2280,,N,6/5/25, 1:54:20 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2281,,N,6/5/25, 2:01:56 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2282,,N,6/5/25, 2:09:30 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2283,,N,6/5/25, 2:17:08 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2284,,N,6/5/25, 2:24:48 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2285,,N,6/5/25, 2:32:26 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2286,,N,6/5/25, 2:40:00 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2287,,N,6/5/25, 2:47:28 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2288,,N,6/5/25, 2:54:58 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2289,Y,Y,6/5/25, 3:02:26 AM,9:55:10,9:55:30,,,,,,,,,,,0:00:20,20,OFF,
May_23_2025_131113_2290,,N,6/5/25, 3:09:54 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2291,,N,6/5/25, 3:17:28 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2292,,N,6/5/25, 3:25:10 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2293,,N,6/5/25, 3:32:58 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2294,,N,6/5/25, 3:40:52 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2295,,N,6/5/25, 3:48:40 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2296,,N,6/5/25, 3:56:10 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2297,N,Y,6/5/25, 4:03:44 AM,11:00:17,11:00:20,11:00:17,11:00:21,,,,,,,,,0:00:07,7,OFF,
May_23_2025_131113_2298,,N,6/5/25, 4:11:24 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2299,,N,6/5/25, 4:19:00 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2300,,N,6/5/25, 4:26:24 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2301,,N,6/5/25, 4:33:34 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2302,N,Y,6/5/25, 4:40:56 AM,11:38:00,11:38:12,,,,,,,,,,,0:00:12,12,OFF,
May_23_2025_131113_2303,,N,6/5/25, 4:48:24 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2304,N,Y,6/5/25, 4:56:02 AM,11:52:39,11:52:53,,,,,,,,,,,0:00:14,14,OFF,
May_23_2025_131113_2305,N,Y,6/5/25, 5:03:42 AM,11:56:16,11:56:21,12:01:22,12:01:27,,,,,,,,,0:00:10,10,OFF,
May_23_2025_131113_2306,N,Y,6/5/25, 5:11:28 AM,12:05:29,12:05:34,,,,,,,,,,,0:00:05,5,OFF,
May_23_2025_131113_2307,,N,6/5/25, 5:19:16 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2308,,N,6/5/25, 5:27:04 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2309,,N,6/5/25, 5:34:50 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2310,,N,6/5/25, 5:42:42 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2311,,N,6/5/25, 5:50:32 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2312,,N,6/5/25, 5:58:04 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2313,,N,6/5/25, 6:05:44 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2314,,N,6/5/25, 6:13:22 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2315,,N,6/5/25, 6:21:06 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2316,,N,6/5/25, 6:28:44 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2317,,N,6/5/25, 6:36:32 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2318,,N,6/5/25, 6:44:24 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2319,,N,6/5/25, 6:52:28 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2320,,N,6/5/25, 7:00:34 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2321,,N,6/5/25, 7:08:42 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2322,,N,6/5/25, 7:16:50 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2323,,N,6/5/25, 7:24:56 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2324,,N,6/5/25, 7:33:04 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2325,,N,6/5/25, 7:41:10 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2326,,N,6/5/25, 7:49:32 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2327,,N,6/5/25, 7:57:58 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2328,,N,6/5/25, 8:06:20 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2329,Y,Y,6/5/25, 8:14:40 AM,15:10:47,15:10:54,,,,,,,,,,,0:00:07,7,OFF,
May_23_2025_131113_2330,,N,6/5/25, 8:22:54 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2331,,N,6/5/25, 8:31:10 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2332,,N,6/5/25, 8:39:28 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2333,,N,6/5/25, 8:47:36 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2334,,N,6/5/25, 8:55:42 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2335,,N,6/5/25, 9:03:44 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2336,N,Y,6/5/25, 9:11:34 AM,16:09:16,16:09:25,,,,,,,,,,,0:00:09,9,OFF,
May_23_2025_131113_2337,,N,6/5/25, 9:19:28 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2338,,N,6/5/25, 9:27:22 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2339,,N,6/5/25, 9:35:18 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2340,N,Y,6/5/25, 9:43:04 AM,16:39:33,16:39:43,,,,,,,,,,,0:00:10,10,OFF,
May_23_2025_131113_2341,,N,6/5/25, 9:50:24 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2342,,N,6/5/25, 9:57:24 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2343,,N,6/5/25, 10:04:22 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2344,,N,6/5/25, 10:11:20 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2345,,N,6/5/25, 10:18:32 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2346,,N,6/5/25, 10:26:04 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2347,,N,6/5/25, 10:34:00 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2348,,N,6/5/25, 10:42:02 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2349,,N,6/5/25, 10:50:06 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2350,,N,6/5/25, 10:58:14 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2351,,N,6/5/25, 11:06:20 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2352,,N,6/5/25, 11:14:14 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2353,,N,6/5/25, 11:22:14 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2354,,N,6/5/25, 11:30:26 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2355,,N,6/5/25, 11:38:52 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2356,,N,6/5/25, 11:47:14 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2357,,N,6/5/25, 11:55:14 AM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2358,,N,6/5/25, 12:03:20 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2359,,N,6/5/25, 12:11:22 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2360,,N,6/5/25, 12:19:26 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2361,,N,6/5/25, 12:27:28 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2362,,N,6/5/25, 12:35:18 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2363,,N,6/5/25, 12:43:10 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2364,,N,6/5/25, 12:50:46 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2365,,N,6/5/25, 12:58:34 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2366,,N,6/5/25, 1:06:26 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2367,,N,6/5/25, 1:14:18 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2368,,N,6/5/25, 1:22:18 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2369,,N,6/5/25, 1:30:10 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2370,,N,6/5/25, 1:38:06 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2371,,N,6/5/25, 1:46:08 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2372,,N,6/5/25, 1:54:12 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2373,,N,6/5/25, 2:02:14 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2374,,N,6/5/25, 2:10:06 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2375,,N,6/5/25, 2:18:04 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2376,,N,6/5/25, 2:26:14 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2377,,N,6/5/25, 2:34:24 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2378,,N,6/5/25, 2:42:30 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2379,,N,6/5/25, 2:50:48 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2380,,N,6/5/25, 2:59:06 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2381,,Y,6/5/25, 3:07:22 PM,22:01:37,22:03:39,,,,,,,,,,,0:02:02,122,OFF,This one was tough but I think it was too small and dodn't have any movement that looked like a seal
May_23_2025_131113_2382,N,Y,6/5/25, 3:15:38 PM,22:07:22,22:08:47,,,,,,,,,,,0:01:25,85,OFF,
May_23_2025_131113_2383,,N,6/5/25, 3:23:58 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2384,,N,6/5/25, 3:32:20 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2385,N,Y,6/5/25, 3:40:48 PM,22:33:52,22:34:58,,,,,,,,,,,0:01:06,66,OFF,
May_23_2025_131113_2386,,N,6/5/25, 3:49:14 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2387,,N,6/5/25, 3:57:46 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2388,,N,6/5/25, 4:06:06 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2389,,N,6/5/25, 4:14:34 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2390,,N,6/5/25, 4:23:02 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2391,N,Y,6/5/25, 4:31:44 PM,23:25:57,23:26:31,,,,,,,,,,,0:00:34,34,OFF,
May_23_2025_131113_2392,,N,6/5/25, 4:40:02 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2393,,N,6/5/25, 4:48:28 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2394,N,Y,6/5/25, 4:56:58 PM,23:48:39,23:48:47,,,,,,,,,,,0:00:08,8,OFF,
May_23_2025_131113_2395,,N,6/5/25, 5:05:24 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2396,,N,6/5/25, 5:13:40 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2397,,N,6/5/25, 5:21:52 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2398,,N,6/5/25, 5:30:08 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2399,,N,6/5/25, 5:38:26 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2400,,N,6/5/25, 5:46:56 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2401,,N,6/5/25, 5:55:30 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2402,,N,6/5/25, 6:03:46 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2403,,N,6/5/25, 6:11:54 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2404,,N,6/5/25, 6:20:06 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2405,,N,6/5/25, 6:28:12 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2406,N,Y,6/5/25, 6:36:26 PM,1:30:14,1:30:36,,,,,,,,,,,0:00:22,22,OFF,
May_23_2025_131113_2407,,N,6/5/25, 6:44:36 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2408,,N,6/5/25, 6:53:00 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2409,,N,6/5/25, 7:01:28 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2410,,N,6/5/25, 7:10:00 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2411,,N,6/5/25, 7:18:42 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2412,,N,6/5/25, 7:27:18 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2413,,N,6/5/25, 7:35:50 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2414,N,Y,6/5/25, 7:44:24 PM,2:39:30,2:39:40,,,,,,,,,,,0:00:10,10,OFF,A lot of bird activity in the last few files
May_23_2025_131113_2415,,N,6/5/25, 7:52:58 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2416,,N,6/5/25, 8:01:18 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2417,,N,6/5/25, 8:09:32 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2418,,N,6/5/25, 8:17:44 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2419,,N,6/5/25, 8:26:06 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2420,,N,6/5/25, 8:34:32 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2421,,N,6/5/25, 8:42:52 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2422,,N,6/5/25, 8:51:16 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2423,,N,6/5/25, 8:59:38 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2424,,N,6/5/25, 9:08:04 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2425,,N,6/5/25, 9:16:26 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2426,,N,6/5/25, 9:24:42 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2427,,N,6/5/25, 9:32:58 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2428,,N,6/5/25, 9:41:22 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2429,,N,6/5/25, 9:49:46 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2430,,N,6/5/25, 9:58:04 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2431,,N,6/5/25, 10:06:06 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2432,,N,6/5/25, 10:14:02 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2433,,N,6/5/25, 10:22:02 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2434,,N,6/5/25, 10:29:58 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2435,,N,6/5/25, 10:37:58 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2436,,N,6/5/25, 10:45:58 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2437,,N,6/5/25, 10:54:04 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2438,,N,6/5/25, 11:02:14 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2439,,N,6/5/25, 11:10:22 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2440,N,Y,6/5/25, 11:18:24 PM,6:10:26,6:10:40,6:17:02,6:17:08,,,,,,,,,0:00:20,20,OFF,
May_23_2025_131113_2441,,N,6/5/25, 11:26:14 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2442,,N,6/5/25, 11:34:00 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2443,,N,6/5/25, 11:41:52 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2444,,N,6/5/25, 11:49:54 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2445,,N,6/5/25, 11:58:06 PM,,,,,,,,,,,,,0,0,OFF,
May_23_2025_131113_2446,,N,6/6/25, 12:06:28 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2447,,N,6/6/25, 12:14:54 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2448,,N,6/6/25, 12:23:20 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2449,,N,6/6/25, 12:31:44 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2450,,N,6/6/25, 12:39:52 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2451,,N,6/6/25, 12:47:58 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2452,,N,6/6/25, 12:56:18 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2453,,N,6/6/25, 1:04:36 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2454,,N,6/6/25, 1:13:02 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2455,,N,6/6/25, 1:21:38 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2456,,N,6/6/25, 1:30:16 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2457,,N,6/6/25, 1:38:26 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2458,,N,6/6/25, 1:46:18 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2459,,N,6/6/25, 1:54:16 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2460,,N,6/6/25, 2:02:14 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2461,N,Y,6/6/25, 2:10:14 AM,9:07:11,9:07:39,,,,,,,,,,,0:00:28,28,ON,
May_23_2025_131113_2462,,N,6/6/25, 2:18:10 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2463,,N,6/6/25, 2:26:16 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2464,,N,6/6/25, 2:34:26 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2465,,N,6/6/25, 2:42:54 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2466,,N,6/6/25, 2:51:30 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2467,,N,6/6/25, 2:59:50 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2468,,N,6/6/25, 3:07:44 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2469,,N,6/6/25, 3:15:32 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2470,,N,6/6/25, 3:23:30 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2471,N,Y,6/6/25, 3:31:22 AM,10:23:51,10:24:21,,,,,,,,,,,0:00:30,30,ON,
May_23_2025_131113_2472,,N,6/6/25, 3:39:20 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2473,,N,6/6/25, 3:47:12 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2474,Y,Y,6/6/25, 3:55:00 AM,10:48:54,10:49:12,,,,,,,,,,,0:00:18,18,ON,
May_23_2025_131113_2475,,N,6/6/25, 4:03:02 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2476,,N,6/6/25, 4:11:12 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2477,,N,6/6/25, 4:19:28 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2478,,N,6/6/25, 4:27:30 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2479,,N,6/6/25, 4:35:30 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2480,,N,6/6/25, 4:43:30 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2481,,N,6/6/25, 4:51:28 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2482,,N,6/6/25, 4:59:32 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2483,,N,6/6/25, 5:07:26 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2484,,N,6/6/25, 5:14:56 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2485,,N,6/6/25, 5:22:18 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2486,,N,6/6/25, 5:29:48 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2487,,N,6/6/25, 5:37:16 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2488,,N,6/6/25, 5:44:46 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2489,,N,6/6/25, 5:52:10 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2490,,N,6/6/25, 5:59:38 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2491,,N,6/6/25, 6:06:54 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2492,,N,6/6/25, 6:14:30 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2493,,N,6/6/25, 6:22:10 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2494,,N,6/6/25, 6:29:44 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2495,,N,6/6/25, 6:37:04 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2496,,N,6/6/25, 6:44:26 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2497,,N,6/6/25, 6:52:02 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2498,,N,6/6/25, 6:59:56 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2499,,N,6/6/25, 7:07:44 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2500,,N,6/6/25, 7:15:26 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2501,,N,6/6/25, 7:23:16 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2502,,N,6/6/25, 7:30:58 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2503,,N,6/6/25, 7:38:54 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2504,,N,6/6/25, 7:47:02 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2505,,N,6/6/25, 7:55:38 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2506,,N,6/6/25, 8:04:06 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2507,,N,6/6/25, 8:12:36 AM,,,,,,,,,,,,,0,0,ON,
May_23_2025_131113_2508,N,Y,6/6/25, 8:21:06 AM,15:17:33,15:18:00,15:18:17,15:18:35,,,,,,,,,0:00:45,45,ON,
May_23_2025_131113_2509,,N,6/6/25, 8:29:40 AM,,,,,,,,,,,,,0,0,ON,
