taxonomic_path	sample_id	reason	reads
Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	7
Fungi;Zoopagomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	25
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	1073
Chromista;NA;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Geminigera;Geminigera cryophila	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	17
Chromista;Ciliophora;Oligohymenophorea;Thigmotrichida	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	5
Chromista;Bacillariophyta;Coscinodiscophyceae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	10
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Minidiscus;Minidiscus trioculatus	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	10
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Thraustochytrium;Thraustochytrium sp. AR2-19	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	5
Fungi;Basidiomycota;Agaricomycetes;Trechisporales;NA;Sistotremastrum;Sistotremastrum guttuliferum	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	135
Chromista;Ciliophora;Phyllopharyngea;Chlamydodontida;Chilodonellidae;Chilodonella	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Cryothecomonas;Cryothecomonas longipes	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	10
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora;Membranipora sp. BLEED1777	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	1922
Animalia;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Parasagitta;Parasagitta megalophthalma	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	4
Plantae;Chlorophyta;NA;NA;Pycnococcaceae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	30
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita crocea	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	47
Fungi;Basidiomycota;Agaricomycetes;Corticiales	JDFB_BK1_12_082825	Taxon had fewer than 5 total project-wide reads	3
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros diversus	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	19
Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	25
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;NA;cryptoperidiniopsoid sp. Folly C5	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Plantae;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	7
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros socialis	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	1223
Chromista;Cercozoa;Thecofilosea	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Animalia;Chordata;Appendicularia;Copelata;Oikopleuridae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	3
Protozoa;NA;Choanoflagellata;Craspedida;Salpingoecidae;Bicosta;Bicosta minor	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	171
Chromista;NA;Phaeophyceae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	211
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	238
Fungi;Zoopagomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;Basidiobolus ranarum	JDFB_BK1_12_082825	Taxon had fewer than 5 total project-wide reads	3
Chromista;NA;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Teleaulax;Teleaulax amphioxeia	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	12
Animalia;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Parasagitta;Parasagitta elegans	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	233
Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Exidiaceae;Exidia;Exidia uvapassa	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	1179
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	19
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	8
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	1605
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia delicatissima	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	479
Chromista;Apicomplexa	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	13
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	335
Animalia;Bryozoa;Gymnolaemata;Ctenostomatida;Alcyonidiidae;Alcyonidium;Alcyonidium gelatinosum	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	7
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira sp.	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Plantae;Chlorophyta;NA;NA;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	6
Protozoa;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Paramoeba;Paramoeba karteshi	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	141
Animalia;Arthropoda;Hexanauplia	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	3
Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Plantae;Streptophyta;Magnoliopsida	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	518
Animalia;Annelida;Polychaeta;NA;Maldanidae;Maldane;Maldane sp. 1 GK-2017	JDFB_BK1_12_082825	Taxon had fewer than 5 total project-wide reads	4
Bacteria;Verrucomicrobia;Opitutae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	3
Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete str. 567	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira rotula	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	3
Plantae;Streptophyta;Klebsormidiophyceae;Klebsormidiales	JDFB_BK1_12_082825	Taxon had fewer than 5 total project-wide reads	2
Chromista;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Pelagostrobilidium;Pelagostrobilidium neptuni	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	88
Chromista;NA;Bigyra;Oblongichytrida;NA;Oblongichytrium;Oblongichytrium sp.	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	91
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella sp. 119	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	177
Bacteria;Pseudomonadota;Gammaproteobacteria;NA;NA;NA;SAR86 cluster bacterium	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	6
Plantae;Streptophyta;Magnoliopsida;Sapindales;Meliaceae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Animalia;Gastrotricha;NA;Chaetonotida;Chaetonotidae;Chaetonotus;Chaetonotus sp. 1 MK-2019	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	7
Chromista;NA;Dinophyceae;Gymnodiniales;Kareniaceae;Karenia;Karenia sp. (in: dinoflagellates)	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Animalia;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	48
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	1876
Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;[Graphium] rubrum	JDFB_BK1_14_092425	Taxon had fewer than 5 total project-wide reads	2
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Attheyaceae;Attheya;Attheya longicornis	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	398
Animalia;Mollusca;Bivalvia;Pectinida;Pectinidae;Mizuhopecten;Mizuhopecten yessoensis	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	2
Eukaryota	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	4426
Chromista;Bacillariophyta;Bacillariophyceae;Cymbellales;Cymbellaceae;Brebissonia;Brebissonia lanceolata	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	330
Animalia;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura;Oikopleura dioica	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	482
Protozoa;NA;Choanoflagellata;Acanthoecida;Stephanoecidae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	105
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA;Verrucomicrobiaceae bacterium	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;NA;NA;Telonemida;NA;Telonema;Telonema antarcticum	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	29
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	50
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Minidiscus	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	2242
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia longissima	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	207
Protozoa;NA;Ichthyosporea;Ichthyophonida;NA;Sphaeroforma	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	223
Chromista;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomastigidae;Protaspis;Protaspis sp. CC-2009a	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	56
Chromista;Ciliophora;Heterotrichea;Heterotrichida	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	196
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros socialis	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	89
Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Nannochloris	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	54
Chromista;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Cryothecomonas;Cryothecomonas aestivalis	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	4
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Minidiscus;Minidiscus trioculatus	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	2
Animalia;Mollusca;Bivalvia;Pectinida;Pectinidae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	211
Chromista;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	135
Plantae;Streptophyta;Magnoliopsida	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	39
Animalia;Arthropoda;Hexanauplia;Poecilostomatoida;Corycaeidae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	2
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	28
Animalia;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Paracalanus;Paracalanus parvus	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	27
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella choctawhatcheeana	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	6
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclotella	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira delicatula	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	570
Chromista;Ciliophora	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	134
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae;Tintinnidium;Tintinnidium mucicola	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	8
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	391
Bacteria;Verrucomicrobia;Opitutae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella sp. 119	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	253
Chromista;Cercozoa	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	3
Animalia;Chordata;Ascidiacea;Stolidobranchia;Pyuridae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	32
Chromista;NA;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	582
Chromista;Ciliophora;Spirotrichea;Euplotida;Euplotidae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	120
Animalia;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	4
Animalia;Chordata;Appendicularia;Copelata;Oikopleuridae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	9
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	8
Archaea;Candidatus Thermoplasmatota;Candidatus Poseidoniia;Candidatus Poseidoniales;Candidatus Thalassarchaeaceae;Candidatus Thalassarchaeum;Candidatus Thalassoarchaea mediterranii	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	12
Chromista;Bacillariophyta	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	91
Chromista;Bacillariophyta;Coscinodiscophyceae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	6
Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Cadophora;Cadophora gregata	JDFB_BK1_14_092425	Taxon had fewer than 5 total project-wide reads	3
Chromista;NA;Bigyra;Bicosoecida;Cafeteriaceae;Cafeteria;Cafeteria minima	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	13
Chromista;Ciliophora;Phyllopharyngea;Chlamydodontida;Chilodonellidae;Trithigmostoma;Trithigmostoma steini	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	11
Animalia;Annelida;Polychaeta;Spionida;Spionidae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	88
Animalia;Arthropoda;Hexanauplia;Poecilostomatoida;Corycaeidae;Agetus;Agetus flaccus	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;NA;Dinophyceae;Noctilucales;Noctilucaceae;Noctiluca;Noctiluca sp.	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	96
Chromista;Ciliophora;Spirotrichea	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	404
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira oceanica	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	96
Animalia;Arthropoda;Hexanauplia;Calanoida	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira sp. UNC1417	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	47
Fungi;Ascomycota;Dothideomycetes;NA;Micropeltidaceae;Stomiopeltis;Stomiopeltis sp. RS3.3	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	24
Animalia;Arthropoda;Hexanauplia;Poecilostomatoida;Corycaeidae;Corycaeus;Corycaeus speciosus	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	55
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	71
Animalia;Arthropoda;Hexanauplia	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	12
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;Gyrosigma acuminatum	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	89
Chromista;NA;Bigyra	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	64
Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;NA;NA;Spizellomycetales sp.	JDFB_BK1_14_092425	Taxon had fewer than 5 total project-wide reads	2
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;NA;Dinophyceae;Peridiniales;Amphidiniopsidaceae;Archaeperidinium;Archaeperidinium minutum	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	5
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Strombidium;Strombidium sp. SBB99-1	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	20
Animalia;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Paracalanus;Paracalanus parvus	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	54565
Chromista;Bacillariophyta;Mediophyceae;Hemiaulales;Hemiaulaceae;Eucampia	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	14
Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Nannochloris	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	63
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira oceanica	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	15
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	5
Protozoa;Euglenozoa;Euglenida;NA;NA;Rapaza;Rapaza viridis	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	9
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;Gyrosigma acuminatum	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	4
Chromista;NA;Dinophyceae;Syndiniales;Syndiniaceae;Hematodinium;Hematodinium sp. ex Crangon crangon	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	9
Chromista;Cercozoa	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	29
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium rubrum	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	12
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Strombidium;Strombidium sp.	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	59
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	54
Protozoa;NA;Choanoflagellata;Acanthoecida;Stephanoecidae	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	137
Protozoa;NA;NA;Apusomonadida;Apusomonadidae;Podomonas;Podomonas kaiyoae	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	12
Animalia;Mollusca;Bivalvia;Pectinida;Pectinidae	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	13
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	342
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae	JDFB_BK1_16_092525	Taxon had fewer than 5 total project-wide reads	3
Chromista;NA;Dinophyceae	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	229
Plantae;Streptophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;Ciliophora	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	196
Animalia;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Lensia;Lensia cossack	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	370
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Cryptosporidiidae;Cryptosporidium;Cryptosporidium baileyi	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	20
Chromista;Ciliophora;Spirotrichea;Choreotrichida	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	6
Animalia;Arthropoda;Insecta;Hymenoptera	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Nusuttodinium;Nusuttodinium amphidinioides	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	8
Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete str. 567	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	4
Protozoa;NA;Choanoflagellata;NA;NA;NA;Choanoflagellata sp.	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	54
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium sp. MU-2009-1	JDFB_BK1_16_092525	Taxon had fewer than 5 total project-wide reads	2
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Filipodium;Filipodium phascolosomae	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	15
Chromista;NA;Bigyra	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	70
Animalia;Arthropoda	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	6
Chromista;Ciliophora;Oligohymenophorea;Philasterida	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	39
Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;NA;NA;Malasseziales sp.	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	432
Animalia;Annelida;Polychaeta;Eunicida	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	34
Archaea;Candidatus Thermoplasmatota	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	5
Plantae;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	10
Chromista;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	56
Chromista;NA;Dinophyceae;Peridiniales;Heterocapsaceae	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	18
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Trisetum;Trisetum preslii	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	4
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema pseudocostatum	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	34
Chromista;Oomycota;NA;Pythiales;Pythiaceae;Pythium;Pythium terrestris	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	29
Protozoa;Tubulinea;Echinamoebida;NA;Echinamoebidae;Echinamoeba;Echinamoeba exundans	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	16
Animalia;Cnidaria;Hydrozoa	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros debilis	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	74
Chromista;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Ditylum;Ditylum brightwellii	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	156
