taxonomic_path	common_name	% samples positive in project
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia delicatissima	Diatoms	38.21
Animalia;Rotifera;Eurotatoria;Ploima;Trichocercidae;Trichocerca;Trichocerca elongata	Rotifers	20.33
Chromista;Ciliophora;Oligohymenophorea;Mobilida;Trichodinidae;Trichodina	Ciliates	12.2
Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla	Green algae	45.53
Chromista;NA;Polycystinea;Nassellaria;Plagiacanthidae;Lithomelissa;Lithomelissa setosa	Chromists	30.08
Chromista;NA;Chrysophyceae;Chromulinales;Chromulinaceae;Ochromonas;Ochromonas danica	Golden-brown algae	3.25
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium sp. GD1590bp57	Dinoflagellates	13.01
Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas	Green algae	49.59
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Strombidium;Strombidium sp. HCB-2005	Ciliates	25.2
Chromista;Ciliophora	Ciliates	96.75
Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales	Chlorophycean Green Algae	13.01
Animalia;Porifera;Demospongiae	Demosponge	19.51
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae	Ciliates	32.52
Animalia;Arthropoda;Hexanauplia;Calanoida;Calanidae;Calanus	Calanoid Copepods	17.07
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium sp. Dino3	Dinoflagellates	66.67
Chromista;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis	Ciliates	5.69
Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae	Paddle-footed annelids	9.76
Chromista;NA;Bigyra	Chromists	51.22
Animalia;Chordata;Appendicularia;Copelata;Oikopleuridae	Appendicularians	28.46
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Amylax;Amylax triacantha	Dinoflagellates	11.38
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Scrippsiella;Scrippsiella donghaiensis	Dinoflagellates	89.43
Chromista;NA;Dinophyceae	Dinoflagellates	98.37
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Phaseolus;Phaseolus vulgaris	French Bean	19.51
Chromista;NA;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa rotundata	Dinoflagellates	62.6
Eukaryota	""	100.0
Chromista;NA;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;Amoebophrya sp. ex Gonyaulax polygramma	Dinoflagellates	29.27
Chromista;NA;Eustigmatophyceae;Eustigmatales;Loboceae;Pseudotetraedriella;Pseudotetraedriella kamillae	Brown algae	28.46
Protozoa;NA;Ichthyosporea;Ichthyophonida;NA;Sphaeroforma	Protozoans	86.18
Chromista;NA;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Geminigera;Geminigera cryophila	Cryptomonads	44.72
Chromista;Ciliophora;Litostomatea;Cyclotrichida;Mesodiniidae;Mesodinium;Mesodinium rubrum	Ciliates	68.29
Chromista;Bacillariophyta;Mediophyceae;Hemiaulales;Hemiaulaceae;Eucampia	Diatoms	60.16
Chromista;Ciliophora;Oligohymenophorea;Philasterida	Ciliates	17.07
Protozoa;NA;Choanoflagellata;Craspedida;Salpingoecidae;Hartaetosiga;Hartaetosiga gracilis	Protozoans	1.63
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Minidiscus;Minidiscus spinulatus	Diatoms	17.89
Chromista;NA;Dictyochophyceae;Pedinellales;NA;NA;Pedinellales sp. CCMP2098	Brown algae	14.63
Chromista;NA;Dinophyceae;NA;NA;Echinidinium;Echinidinium karaense	Dinoflagellates	20.33
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales	Bacteria	7.32
Chromista;NA;Dinophyceae;Suessiales;Suessiaceae;Yihiella;Yihiella yeosuensis	Dinoflagellates	30.89
Animalia;Bryozoa;Phylactolaemata;NA;Fredericellidae;Fredericella;Fredericella sultana	Freshwater Bryozoan	4.07
Chromista;NA;Dinophyceae;Suessiales;Suessiaceae;Protodinium;Protodinium simplex	Dinoflagellates	49.59
Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae	Mussel	15.45
Chromista;NA;Dinophyceae;Peridiniales;Amphidiniopsidaceae	Dinoflagellates	86.99
Chromista;Apicomplexa;Conoidasida;Eugregarinorida	Chromists	79.67
Chromista;Ciliophora;Spirotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha scutellum	Ciliates	0.81
Animalia;Rotifera;Eurotatoria;Ploima;Gastropidae;Ascomorpha;Ascomorpha ecaudis	Rotifers	23.58
Chromista;Bacillariophyta;Mediophyceae;Triceratiales;Plagiogrammaceae;Psammoneis;Psammoneis pseudojaponica	Diatoms	35.77
Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas parkeae	Chlorophycean Green Algae	15.45
Animalia;Mollusca;Bivalvia;Adapedonta;Hiatellidae;Panopea;Panopea generosa	Pacific geoduck	8.94
Chromista;Haptophyta;NA;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina simplex	Haptophytes	27.64
Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira	Β-proteobacteria	4.07
Chromista;NA;Eustigmatophyceae;Eustigmatales;Monodopsidaceae	Chromists	30.08
Chromista;Ciliophora;Litostomatea;Cyclotrichida;Mesodiniidae;Mesodinium	Ciliates	67.48
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium sp. Dino2	Dinoflagellates	22.76
Chromista;Haptophyta;NA;Phaeocystales;Phaeocystaceae;Phaeocystis	Haptophytes	59.35
Chromista;NA;Pelagophyceae;Pelagomonadales;NA;Chromopallida;Chromopallida australis	Brown algae	8.94
Chromista;NA;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas tetrapyrenoidosa	Cryptomonads	0.81
Chromista;NA;Bigyra;Oblongichytrida;NA;Oblongichytrium;Oblongichytrium sp. SEK 347	Oblongichytrium sp. SEK 347	4.07
Animalia;Cnidaria	Cnidarians	13.01
Animalia;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria okadai	Demosponge	2.44
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia heimii	Diatoms	26.02
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium	Blue Mould Rot	35.77
Chromista;Ciliophora;Spirotrichea;Choreotrichida	Ciliates	12.2
Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella gelidii	Γ-proteobacteria	5.69
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium pellucidum	Dinoflagellates	72.36
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira sp. UNC1417	Diatoms	16.26
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Uronematidae;Uronemella;Uronemella parafilificum	Ciliates	32.52
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira concaviuscula	Diatoms	14.63
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Strombidium;Strombidium sp. SBB99-1	Ciliates	16.26
Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae	Scale Worm	13.82
Chromista;NA;Dinophyceae;Gonyaulacales;Ceratiaceae	Dinoflagellates	4.88
Chromista;NA;Dinophyceae;Blastodiniales;NA;Blastodinium;Blastodinium navicula	Dinoflagellates	25.2
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium pallidum	Dinoflagellates	57.72
Animalia;Cnidaria;Anthozoa;Pennatulacea;Pennatulidae;Pennatula;Pennatula aculeata	Thorny sea pen	3.25
Chromista;Bacillariophyta;Coscinodiscophyceae;Paraliales;Paraliaceae;Paralia;Paralia sol	Diatoms	44.72
Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae	Coralline crusts	2.44
Plantae;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;Acer buergerianum	Taiwan Trident Maple	13.82
Chromista;NA;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;Dinophysis acuminata	Dinoflagellates	28.46
Chromista;Ciliophora;Spirotrichea;Stichotrichida;Epiclintidae;Epiclintes;Epiclintes auricularis	Ciliates	5.69
Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae	Green algae	4.07
Plantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogoniaceae;Oedogonium;Oedogonium angustistomum	Chlorophycean Green Algae	1.63
Animalia;Arthropoda;Hexanauplia;Calanoida;Clausocalanidae;Pseudocalanus;Pseudocalanus sp. AC-2010	Calanoid Copepods	10.57
Animalia;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona sp. OGL2003	Demosponge	3.25
Chromista;NA;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;Dinophysis norvegica	Dinoflagellates	26.02
Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae	Green algae	15.45
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium	Dinoflagellates	84.55
Chromista;NA;Dinophyceae;Syndiniales;Duboscquellidae;Duboscquella;Duboscquella sp. Hamana/2003	Dinoflagellates	34.96
Chromista;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae;Eutintinnus;Eutintinnus cf. apertus	Tintinnids	21.14
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Lecudinidae;Polyrhabdina;Polyrhabdina sp.	Chromists	0.81
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Ganymedidae;Ganymedes;Ganymedes themistos	Chromists	4.07
Protozoa;NA;Choanoflagellata;Acanthoecida;Stephanoecidae;Didymoeca;Didymoeca costata	Protozoans	38.21
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodiniellum;Gyrodiniellum shiwhaense	Dinoflagellates	73.98
Chromista;Bacillariophyta;Coscinodiscophyceae;Coscinodiscales;Hemidiscaceae;Actinocyclus;Actinocyclus curvatulus	Diatoms	30.08
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Selenidium;Selenidium cf. axiferens	Chromists	5.69
Chromista;Bacillariophyta;Coscinodiscophyceae	Diatoms	86.18
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter meningitidis	Γ-proteobacteria	3.25
Chromista;Oomycota;NA;Pythiales;Pythiaceae	Water molds	4.07
Animalia;Cnidaria;Scyphozoa;Semaeostomeae	Semaeostome Jellyfish	3.25
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium	Dinoflagellates	86.18
Chromista;Bacillariophyta;Coscinodiscophyceae;Rhizosoleniales;Rhizosoleniaceae	Diatoms	4.07
Chromista;Picozoa;Picomonadea;Picomonadida;Picomonadidae;Picomonas;Picomonas judraskeda	Chromists	62.6
Chromista;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Strobilidium;Strobilidium sp.	Ciliates	4.07
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sulfitobacter;Sulfitobacter sp. Gp-4-5.2.1-voll	Α-proteobacteria	11.38
Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;Tetraselmis cordiformis	Green algae	61.79
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Uronematidae	Ciliates	24.39
Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Cymbomonas;Cymbomonas tetramitiformis	Green algae	32.52
Protozoa;Discosea;Flabellinia;NA;Vannellidae;Vannella;Vannella sp. ISOKONT	Protozoans	0.81
Chromista;Ciliophora;Phyllopharyngea;Exogenida;Ephelotidae;Ephelota	Ciliates	8.94
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae	Red algae	10.57
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia	Diatoms	51.22
Protozoa;NA;Ichthyosporea;Ichthyophonida;NA;Sphaeroforma;Sphaeroforma tapetis	Protozoans	18.7
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;NA;cryptoperidiniopsoid sp. Folly C5	Dinoflagellates	37.4
Plantae;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Ulva	Green Laver	27.64
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Nusuttodinium;Nusuttodinium amphidinioides	Dinoflagellates	6.5
Plantae;Streptophyta;Magnoliopsida;Caryophyllales	Pinks, Cactuses, And Allies	9.76
Chromista;NA;Dinophyceae;Gonyaulacales;Amphidomataceae;Azadinium;Azadinium polongum	Dinoflagellates	8.13
Chromista;NA;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium pohangense	Dinoflagellates	30.89
Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas hydrophila	Γ-proteobacteria	6.5
Chromista;NA;Dinophyceae;Gonyaulacales;Lingulodiniaceae;Lingulodinium;Lingulodinium polyedra	Dinoflagellates	8.94
Animalia;Cnidaria;Anthozoa;Scleractinia	Hard Corals	8.94
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium depressum	Dinoflagellates	37.4
Chromista;NA;Chrysophyceae;Chromulinales;Oikomonadaceae;Oikomonas;Oikomonas sp. SA-2.1	Golden-brown algae	16.26
Chromista;Haptophyta;NA;Prymnesiales;Chrysochromulinaceae;Chrysochromulina	Haptophytes	37.4
Chromista;Ciliophora;Spirotrichea;Urostylida;Urostylidae;Paruroleptus;Paruroleptus lepisma	Ciliates	3.25
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Phycodrys;Phycodrys rubens	Sea Oak	5.69
Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas asymmetrica	Chlorophycean Green Algae	2.44
Chromista;NA;Dinophyceae;Syndiniales;Syndiniaceae;Hematodinium;Hematodinium sp. ex Crangon crangon	Dinoflagellates	17.89
Chromista;Haptophyta;NA;Prymnesiales;Prymnesiaceae;Haptolina;Haptolina ericina	Haptophytes	5.69
Chromista;NA;Dinophyceae;Gonyaulacales;Protoceratiaceae;Protoceratium;Protoceratium reticulatum	Dinoflagellates	13.82
Animalia;Arthropoda;Thecostraca;Balanomorpha;Chthamalidae;Chthamalus	Arthropod	2.44
Chromista;NA;Phaeophyceae;Ectocarpales;Chordariaceae;Cladochroa;Cladochroa chnoosporiformis	Brown algae	22.76
Animalia;Arthropoda;Hexanauplia;Harpacticoida;Cancrincolidae;Cancrincola;Cancrincola plumipes	Arthropod	2.44
Chromista;Bacillariophyta;Coscinodiscophyceae;Rhizosoleniales;Rhizosoleniaceae;Rhizosolenia;Rhizosolenia setigera	Diatoms	13.01
Chromista;Haptophyta;NA;Isochrysidales;Noelaerhabdaceae;Gephyrocapsa;Gephyrocapsa oceanica	Haptophytes	34.15
Animalia;Arthropoda;Hexanauplia;Calanoida;Centropagidae;Sinocalanus;Sinocalanus sp.	Calanoid Copepods	4.07
Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pterosperma;Pterosperma cristatum	Green algae	17.89
Chromista;NA;NA;Telonemida;NA;Telonema;Telonema subtile	Cryptomonads	4.07
Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;NA;NA;Malasseziales sp.	Basidio's	47.97
Chromista;NA;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium tamarense	Dinoflagellates	16.26
Chromista;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomastigidae;Protaspis;Protaspis sp. CC-2009a	Chromists	56.1
Bacteria;Pseudomonadota;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium ochraceum	Myxobacteria	3.25
Animalia;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Lensia;Lensia cossack	Siphonophores	33.33
Chromista;NA;Dinophyceae;Gymnodiniales;Kareniaceae;Karenia	Dinoflagellates	48.78
Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos	Green algae	35.77
Protozoa;Endomyxa;Ascetosporea;Haplosporida;Haplosporidiidae;Haplosporidium	Protozoans	6.5
Animalia;Annelida;Polychaeta;Sabellida;Oweniidae;Owenia;Owenia fusiformis	Tubeworm	7.32
Chromista;Ciliophora;Litostomatea;Haptorida;Trachelophyllidae;Foissnerides;Foissnerides sp.	Ciliates	3.25
Plantae;Streptophyta;Magnoliopsida;Alismatales;Zosteraceae;Zostera	Seagrass	42.28
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Cephaloidophoridae;Cephaloidophora;Cephaloidophora sp. KCW-2020b	Chromists	8.13
Protozoa;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas	Protozoans	7.32
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;Pfiesteria;Pfiesteria piscicida	Phantom Dinoflagellate	25.2
Chromista;Ciliophora;Oligohymenophorea	Ciliates	62.6
Chromista;NA;Dinophyceae;Gymnodiniales;Warnowiaceae;Nematodinium;Nematodinium sp. BSL-2009a	Dinoflagellates	3.25
Chromista;Ciliophora;Litostomatea;Cyclotrichida;Mesodiniidae;Mesodinium;Mesodinium pulex	Ciliates	25.2
Fungi;Ascomycota;Dothideomycetes;Dothideales;Dothideaceae;Dothidea;Dothidea sp. RWT7	Asco's	2.44
Chromista;Cercozoa;Thecofilosea	Chromists	21.95
Chromista;NA;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium sp.	Dinoflagellates	7.32
Chromista;NA;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae	Chromists	4.88
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera;Cyberlindnera jadinii	Budding Yeasts	6.5
Chromista;NA;Dinophyceae;Thoracosphaerales;Thoracosphaeraceae;Stoeckeria;Stoeckeria algicida	Dinoflagellates	26.02
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos	Dinoflagellates	13.01
Chromista;Bacillariophyta;Coscinodiscophyceae;Melosirales;Melosiraceae;Melosira;Melosira dubia	Diatoms	23.58
Animalia;Arthropoda;Hexanauplia;Cyclopoida;Oithonidae;Oithona;Oithona similis	Cyclopoid Copepods	55.28
Plantae;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Carex	Sedge	4.88
Chromista;NA;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;Amoebophrya sp. ex Prorocentrum minimum	Dinoflagellates	10.57
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira minima	Diatoms	43.09
Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Hypsibius;Hypsibius convergens	Eutardigrades	0.81
Chromista;NA;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;Amoebophrya sp.	Dinoflagellates	79.67
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Scrippsiella;Scrippsiella sp.	Dinoflagellates	78.05
Chromista;NA;Dinophyceae;Syndiniales;Eudubosquellidae;Euduboscquella;Euduboscquella sp. ex Tintinnopsis sp. 2	Dinoflagellates	7.32
Chromista;Apicomplexa	Chromists	4.88
Chromista;Ciliophora;Oligohymenophorea;Sessilida;Vaginicolidae;Pyxicola;Pyxicola pusilla	Ciliates	1.63
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter	Α-proteobacteria	8.94
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium divergens	Dinoflagellates	4.07
Chromista;NA;Dinophyceae;Noctilucales;Noctilucaceae;Noctiluca;Noctiluca sp.	Dinoflagellates	28.46
Plantae;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Nephroselmis;Nephroselmis pyriformis	Green algae	3.25
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae	Bean	47.97
Animalia;Orthonectida;NA;NA;Rhopaluridae;Rhopalura;Rhopalura ophiocomae	Orthonectids	24.39
Chromista;NA;Dinophyceae;Peridiniales;Peridiniopsidaceae;Palatinus;Palatinus apiculatus	Dinoflagellates	13.82
Plantae;Rhodophyta;Compsopogonophyceae;Erythropeltidales	Red algae	7.32
Protozoa;NA;Choanoflagellata;Acanthoecida;Stephanoecidae	Protozoans	55.28
Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora;Melampsora albertensis	Rust Fungi	0.81
Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;Candidatus Pelagibacter	Α-proteobacteria	7.32
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula gregaria	Diatoms	47.97
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Selenidium	Chromists	18.7
Plantae;Rhodophyta;Florideophyceae;Gigartinales;Kallymeniaceae;Callophyllis;Callophyllis rangiferina	Red algae	8.13
Chromista;Ciliophora;Oligohymenophorea;Peniculida;Parameciidae;Paramecium;Paramecium calkinsi	Slipper Animalcules	17.07
Protozoa;Euglenozoa;Euglenida;Eutreptiales;NA;Eutreptiella;Eutreptiella eupharyngea	Euglenoids	2.44
Chromista;NA;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya	Dinoflagellates	89.43
Chromista;NA;Dinophyceae;Suessiales	Dinoflagellates	7.32
Animalia;Annelida;Polychaeta;Terebellida	Paddle-footed annelids	7.32
Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;Planctomycetaceae bacterium	Bacteria	3.25
Animalia;Arthropoda;Hexanauplia;Calanoida;Pontellidae;Anomalocera;Anomalocera patersoni	Calanoid Copepods	1.63
Chromista;NA;Dinophyceae;Suessiales;Symbiodiniaceae	Dinoflagellates	9.76
Animalia;Annelida;Polychaeta;Eunicida;Eunicidae	Paddle-footed annelids	2.44
Protozoa;Euglenozoa;NA;Diplonemea	Euglenoids	4.07
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Rhodomela;Rhodomela confervoides	Red algae	0.81
Animalia;Nemertea;Palaeonemertea;Tubulaniformes;Tubulanidae	Proboscis worms	0.81
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium pentagonum	Dinoflagellates	6.5
Plantae;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium	Garlic	13.82
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;Chimonodinium;Chimonodinium lomnickii	Dinoflagellates	2.44
Chromista;NA;Polycystinea	Chromists	14.63
Chromista;NA;Dinophyceae;Gonyaulacales;Goniodomataceae;Gambierdiscus	Dinoflagellates	13.01
Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Amphitrite	Spaghetti Worms	1.63
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira pseudonana	Diatoms	2.44
Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Saxidomus;Saxidomus purpurata	Butter clams	10.57
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Discostella;Discostella woltereckii	Diatoms	2.44
Chromista;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae;Tintinnidium;Tintinnidium mucicola	Tintinnids	15.45
Plantae;Streptophyta;Magnoliopsida;Ericales;Sapotaceae;Planchonella;Planchonella lauracea	Sapodillas	4.07
Chromista;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum	Dinoflagellates	19.51
Chromista;Oomycota;NA;Pythiales;Pythiaceae;Pythium;Pythium terrestris	Water molds	9.76
Chromista;Bacillariophyta;Fragilariophyceae;Licmophorales;Ulnariaceae;Tabularia	Diatoms	9.76
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Aplanochytrium;Aplanochytrium stocchinoi	Chromists	31.71
Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;NA;alpha proteobacterium HIMB5	Α-proteobacteria	18.7
Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;Gammarus cf. pulex Peloponnese	Freshwater Shrimp (Gammarus)	0.81
Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;Pyramimonas tetrarhynchus	Green algae	17.07
Animalia;Rotifera;Eurotatoria;Ploima	Rotifers	26.83
Chromista;NA;Dictyochophyceae;Pedinellales;NA;Pteridomonas;Pteridomonas danica	Brown algae	5.69
Chromista;Ciliophora;Litostomatea;Pleurostomatida;Litonotidae;Litonotus	Ciliates	2.44
Animalia;Cnidaria;Hydrozoa;Narcomedusae	Narcomedusas	1.63
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Pernambugia;Pernambugia tuberosa	Dinoflagellates	17.89
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae	Α-proteobacteria	1.63
Chromista;Bacillariophyta;Bacillariophyceae;Thalassiophysales;Catenulaceae;Amphora;Amphora cf. proteus	Diatoms	14.63
Animalia;Mollusca;Bivalvia;Venerida;Sphaeriidae;Sphaerium;Sphaerium striatinum	Witham orb mussel	5.69
Chromista;Ciliophora;Nassophorea;Synhymeniida;Orthodonellidae	Ciliates	31.71
Chromista;Ciliophora;Spirotrichea;Euplotida;Euplotidae	Ciliates	87.8
Chromista;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae;Eutintinnus;Eutintinnus pectinis	Tintinnids	3.25
Protozoa;Endomyxa;NA;Gromiida;Gromiidae;Gromia;Gromia oviformis	Protozoans	8.94
Chromista;Ciliophora;Phyllopharyngea;Chlamydodontida;Chlamydodontidae;Chlamydodon;Chlamydodon obliquus	Ciliates	14.63
Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales	Γ-proteobacteria	9.76
Chromista;NA;Cryptophyceae;Kathablepharidacea;Katablepharidaceae;Leucocryptos;Leucocryptos marina	Cryptomonads	32.52
Protozoa;NA;NA;Apusomonadida;Apusomonadidae;Podomonas;Podomonas kaiyoae	Protozoans	13.01
Chromista;NA;Dinophyceae;Gymnodiniales;Kareniaceae;Karenia;Karenia sp. (in: dinoflagellates)	Dinoflagellates	10.57
Plantae;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastix	Green algae	64.23
Chromista;NA;Phaeophyceae;Laminariales	Brown algae	66.67
Animalia;Gastrotricha;NA;Chaetonotida;Chaetonotidae;Chaetonotus;Chaetonotus sp. 1 MK-2019	Gastrotrichs	4.88
