taxonomic_path	common_name	% samples positive in project
Chromista;Oomycota;NA;Lagenidiales;Haliphthoraceae;Haliphthoros	Water molds	4.07
Chromista;NA;Bolidophyceae;Parmales;Triparmaceae;Triparma;Triparma pacifica	Bolidophytes	13.01
Plantae;Streptophyta;Bryopsida	True Mosses	8.94
Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae	Γ-proteobacteria	17.07
Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiospirillum;Thiospirillum jenense	Purple Sulfur Bacteria	5.69
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Actibacterium;Actibacterium sp.	Α-proteobacteria	11.38
Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Trigonotylus;Trigonotylus uhleri	Mirid bug	2.44
Chromista;Ciliophora;Heterotrichea;Heterotrichida;Fabreidae;Fabrea;Fabrea salina	Ciliates	3.25
Chromista;NA;Dinophyceae;Phytodiniales;Phytodiniaceae	Dinoflagellates	45.53
Protozoa;NA;Choanoflagellata;NA;NA;NA;Choanoflagellata sp.	Choanoflagellata sp.	26.02
Animalia;Mollusca;Bivalvia	Bivalves	14.63
Chromista;Ciliophora;Litostomatea;Pleurostomatida;Litonotidae;Litonotus;Litonotus sp. LXF08110005	Ciliates	2.44
Chromista;NA;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis cryptochromatica	Cryptomonads	26.02
Bacteria;Pseudomonadota;Oligoflexia;Oligoflexales;Pseudobacteriovoracaceae;Pseudobacteriovorax;Pseudobacteriovorax antillogorgiicola	Bacteria	4.88
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;Sarcocystis;Sarcocystis elongata	Chromists	4.07
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Uradiophoridae;Heliospora;Heliospora caprellae	Chromists	12.2
Chromista;NA;Dinophyceae;Peridiniales;Amphidiniopsidaceae;Archaeperidinium	Dinoflagellates	12.2
Animalia;Cnidaria;Hydrozoa;Leptothecata;Aequoreidae;Aequorea	Hydralike animals	1.63
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Mimosa;Mimosa diplotricha	Giant false sensitive plant	3.25
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;Sarcocystis;Sarcocystis sp.	Chromists	22.76
Chromista;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae;Eutintinnus	Tintinnids	17.07
Chromista;NA;Phaeophyceae;Ectocarpales;Ectocarpaceae	Brown algae	17.89
Chromista;NA;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo	Brown algae	55.28
Chromista;NA;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa minima	Dinoflagellates	28.46
Chromista;NA;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium sp. 1305	Dinoflagellates	1.63
Chromista;Bacillariophyta;Fragilariophyceae;Licmophorales;Ulnariaceae	Diatoms	2.44
Chromista;NA;Eustigmatophyceae	Chromists	1.63
Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Stylocheiron	Euphausiids	0.81
Chromista;Bacillariophyta;Fragilariophyceae;Fragilariales;Staurosiraceae;Staurosira;Staurosira cf. mutabilis	Diatoms	0.81
Plantae;Ciliophora;Oligohymenophorea;Philasterida;Uronematidae;Uronema	Ciliates	2.44
Chromista;NA;Chrysophyceae;Hibberdiales;Hibberdiaceae;Hibberdia;Hibberdia magna	Golden-brown algae	30.89
Chromista;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae;Salpingella;Salpingella sp.	Tintinnids	37.4
Animalia;Mollusca;Bivalvia;Venerida	Bivalves	2.44
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros diversus	Diatoms	4.88
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella	Γ-proteobacteria	14.63
Chromista;NA;Chrysophyceae;NA;NA;Segregatospumella;Segregatospumella sp.	Golden-brown algae	6.5
Animalia;Cnidaria;Anthozoa;Alcyonacea;Primnoidae	Anthozoans	1.63
Animalia;Arthropoda;Thecostraca;Balanomorpha;Balanidae;Balanus;Balanus nubilus	Giant acorn barnacle	9.76
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Uronematidae;Homalogastra;Homalogastra setosa	Ciliates	18.7
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia longissima	Diatoms	33.33
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia sp. JJW-2009a	Budding Yeasts	20.33
Fungi;Ascomycota;Dothideomycetes;Hysteriales;Hysteriaceae;Hysterographium;Hysterographium pulchrum	Asco's	10.57
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Scrippsiella	Dinoflagellates	9.76
Plantae;Chlorophyta;NA;NA;Pycnococcaceae;Pycnococcus;Pycnococcus sp. MBIC10637	Green algae	8.94
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Thraustochytrium;Thraustochytrium sp. LLF1b	Chromists	7.32
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia fraudulenta	Diatoms	14.63
Plantae;Rhodophyta;Florideophyceae;Peyssonneliales;Peyssonneliaceae;Ramicrusta;Ramicrusta textilis	Red algae	1.63
Chromista;NA;Xanthophyceae;Mischococcales;Botryochloridaceae;Chlorellidium;Chlorellidium tetrabotrys	Yellow-green Algae	1.63
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;Peridinium willei	Dinoflagellates	64.23
Animalia;Arthropoda;Hexanauplia;Cyclopoida;Oithonidae;Oithona	Cyclopoid Copepods	30.89
Plantae;Streptophyta;Magnoliopsida;Rosales;Urticaceae;Pilea	Clearweed	2.44
Chromista;NA;Centroplasthelida	Chromists	8.13
Chromista;Ciliophora;Oligohymenophorea;Apostomatida	Ciliates	4.88
Chromista;NA;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas lundii	Cryptomonads	5.69
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Lecudinidae;Ancora;Ancora sagittata	Chromists	1.63
Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella	Γ-proteobacteria	6.5
Chromista;NA;Chrysophyceae;NA;NA;NA;Chrysophyceae sp. I8	Golden-brown algae	39.02
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Candidatus Moanabacter;Candidatus Moanabacter tarae	Bacteria	9.76
Animalia;Rotifera;Eurotatoria;Ploima;Synchaetidae;Synchaeta	Rotifers	13.01
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora;Membranipora sp. BLEED1777	Marine bryozoans	10.57
Chromista;NA;Dinophyceae;NA;NA;NA;Dinophyceae sp.	Dinoflagellates	52.85
Plantae;Rhodophyta;Florideophyceae;Gigartinales;Kallymeniaceae	Red algae	7.32
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfuromonadales	Bacteria	5.69
Plantae;Streptophyta;Magnoliopsida;Asterales;Campanulaceae	Bellflower family	10.57
Chromista;NA;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium taylorii	Dinoflagellates	2.44
Chromista;Ciliophora;Spirotrichea;Euplotida;Euplotidae;Euplotes;Euplotes orientalis	Ciliates	3.25
Chromista;Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;Rhogostoma;Rhogostoma schuessleri	Chromists	17.07
Protozoa;NA;Breviatea;NA;NA;Subulatomonas;Subulatomonas tetraspora	Protozoans	4.88
Animalia;Arthropoda;Hexanauplia;Poecilostomatoida;Corycaeidae;Agetus;Agetus flaccus	Arthropod	9.76
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae	Α-proteobacteria	17.89
Plantae;Rhodophyta;Florideophyceae;Rhodymeniales;Faucheaceae;Gloiocladia;Gloiocladia fruticulosa	Red algae	2.44
Chromista;NA;Phaeophyceae;Ectocarpales;Chordariaceae;Laminariocolax;Laminariocolax sp.	Brown algae	10.57
Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae	Bacteria	8.94
Animalia;Bryozoa;Stenolaemata;Cyclostomatida;Crisiidae;Crisia;Crisia sp. YJP-2003	Narrow Throat Bryozoans	1.63
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium catenatum	Dinoflagellates	1.63
Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae	Chlorophycean Green Algae	11.38
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Niveispirillum;Niveispirillum fermenti	Α-proteobacteria	13.01
Animalia;Mollusca;Bivalvia;Nuculida;Nuculidae;Ennucula;Ennucula tenuis	Little nut clam	1.63
Chromista;NA;Chrysophyceae;Chromulinales;Chromulinaceae;Ochromonas;Ochromonas sp. TCS-2004	Golden-brown algae	8.94
Plantae;Streptophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus	Citrus	8.94
Animalia;Cnidaria;Hydrozoa;Siphonophorae	Siphonophores	8.13
Chromista;NA;Dinophyceae;Dinophysiales;Dinophysiaceae;Ornithocercus;Ornithocercus magnificus	Dinoflagellates	2.44
Chromista;Ciliophora;Nassophorea;Nassulida;Furgasoniidae;Furgasonia;Furgasonia blochmanni	Ciliates	8.94
Chromista;NA;Dinophyceae;Syndiniales;Ellobiopsidae;Thalassomyces;Thalassomyces sp. JDS-2003	Dinoflagellates	11.38
Animalia;Mollusca;Bivalvia;Pectinida;Pectinidae;Mizuhopecten;Mizuhopecten yessoensis	Ezo giant scallop	0.81
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Ruficoccus;Ruficoccus sp.	Bacteria	8.13
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula cryptocephala	Diatoms	4.07
Animalia;Mollusca;Gastropoda;NA;Pyramidellidae;Miralda;Miralda sp. EED-Phy-918	Gastropods	2.44
Animalia;Mollusca;Gastropoda;Nudibranchia;Dendrodorididae	Nudibranchs	1.63
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Laboea;Laboea strobila	Ciliates	2.44
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas naejangsanensis	Α-proteobacteria	10.57
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Strombidium;Strombidium sp.	Ciliates	32.52
Chromista;Ciliophora;Spirotrichea;Tintinnida;Metacylididae;Helicostomella;Helicostomella subulata	Tintinnids	11.38
Protozoa;NA;Choanoflagellata;Acanthoecida;Stephanoecidae;Diaphanoeca;Diaphanoeca grandis	Protozoans	3.25
Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Mastigosporium;Mastigosporium album	Asco's	12.2
Animalia;Cnidaria;Anthozoa	Anthozoans	17.89
Chromista;Ciliophora;Spirotrichea;Urostylida	Ciliates	16.26
Chromista;Bacillariophyta;Coscinodiscophyceae;Leptocylindrales;Leptocylindraceae;Tenuicylindrus;Tenuicylindrus belgicus	Diatoms	15.45
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Aplanochytrium;Aplanochytrium sp. SC1-1	Chromists	10.57
Animalia;Arthropoda;Thecostraca	Arthropod	34.96
Animalia;Rotifera;Eurotatoria;Ploima;Trichocercidae;Trichocerca	Rotifers	20.33
Chromista;NA;Centroplasthelida;Pterocystida;Pterocystidae;Pterocystis;Pterocystis sp.	Sun Animalcules	8.13
Chromista;NA;Cryptophyceae;NA;NA;NA;Cryptophyta sp. CR-MAL04	Cryptomonads	16.26
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae	Α-proteobacteria	8.13
Bacteria;Pseudomonadota;Alphaproteobacteria;NA;NA;Candidatus Puniceispirillum;Candidatus Puniceispirillum marinum	Α-proteobacteria	13.82
Chromista;NA;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos	Dinoflagellates	13.01
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium crassipes	Dinoflagellates	6.5
Chromista;Oomycota;NA;Peronosporales;Peronosporaceae;Protobremia;Protobremia sphaerosperma	Downy Mildew	3.25
Chromista;NA;Dinophyceae;NA;NA;Madanidinium;Madanidinium loirii	Dinoflagellates	30.89
Chromista;NA;Dinophyceae;Gonyaulacales;Goniodomataceae;Gambierdiscus;Gambierdiscus scabrosus	Dinoflagellates	4.07
Chromista;Cercozoa;Chlorarachniophyceae	Chromists	3.25
Plantae;Rhodophyta;Florideophyceae;Ceramiales	Red algae	7.32
Animalia;Chordata;Ascidiacea;Stolidobranchia;Pyuridae	Ascidians	16.26
Chromista;NA;NA;Telonemida;NA;Telonema;Telonema antarcticum	Cryptomonads	34.15
Plantae;Streptophyta;Magnoliopsida;Sapindales;Meliaceae	Mahogany	3.25
Chromista;NA;Dinophyceae;Syndiniales;Ellobiopsidae;Thalassomyces;Thalassomyces sp. Ello476-1c5	Dinoflagellates	8.13
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Cryptosporidiidae;Cryptosporidium;Cryptosporidium baileyi	Chromists	11.38
Plantae;Streptophyta;Magnoliopsida;Ericales;Ericaceae;Monotropa;Monotropa uniflora	Ghost Pipe	2.44
Chromista;NA;Dinophyceae;Suessiales;Symbiodiniaceae;Breviolum;Breviolum minutum	Dinoflagellates	2.44
Chromista;NA;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa sp. JD-2012	Dinoflagellates	5.69
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Filipodium;Filipodium phascolosomae	Chromists	10.57
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Thraustochytrium;Thraustochytrium sp. AR2-19	Chromists	0.81
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	Γ-proteobacteria	4.07
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Selenidium;Selenidium pendula	Chromists	30.89
Chromista;NA;Phaeophyceae;Desmarestiales;Desmarestiaceae;Desmarestia;Desmarestia dudresnayi	Brown algae	13.01
Animalia;Mollusca;Bivalvia;Carditida;Carditidae	Cardita clams	1.63
Animalia;Annelida;Polychaeta;Sabellida;Oweniidae;Owenia	Paddle-footed annelids	4.07
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae	Dinoflagellates	17.07
Protozoa;NA;Bigyra;Nanomonadea;NA;Incisomonas;Incisomonas marina	Incisomonas marina	24.39
Animalia;Arthropoda;Hexanauplia;Siphonostomatoida;Ecbathyriontidae;Ecbathyrion;Ecbathyrion prolixicauda	Arthropod	3.25
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae	Red algae	5.69
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae	Dinoflagellates	7.32
Chromista;NA;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;Dinophysis fortii	Dinoflagellates	5.69
Archaea;Candidatus Thermoplasmatota	Archaea	34.15
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Conticribra;Conticribra guillardii	Diatoms	12.2
Animalia;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia longissima	Hydroid	4.07
Animalia;Echinodermata;Echinoidea	Heart urchins	4.07
Plantae;Streptophyta;Magnoliopsida;Alismatales	Water Plantains And Allies	6.5
Animalia;Arthropoda;Malacostraca;Isopoda;Bopyridae;Probopyrus;Probopyrus pandalicola	Isopods	0.81
Chromista;NA;Dinophyceae;Peridiniales;Ostreopsidaceae	Dinoflagellates	4.88
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella litoralis	Diatoms	27.64
Chromista;Bacillariophyta;Coscinodiscophyceae;Leptocylindrales;Leptocylindraceae;Leptocylindrus;Leptocylindrus aporus	Diatoms	2.44
Animalia;Rotifera;Eurotatoria;Ploima;Synchaetidae;Synchaeta;Synchaeta tremuloida	Rotifers	6.5
Protozoa;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae;Petalomonas;Petalomonas cantuscygni	Euglenoids	17.89
Bacteria;Pseudomonadota;Oligoflexia;Bacteriovoracales;Halobacteriovoraceae;Halobacteriovorax	Bacteria	6.5
Animalia;Cnidaria;Hydrozoa;Leptothecata;Eirenidae;Eutonina;Eutonina indicans	Umbrella jellyfish	0.81
Animalia;Arthropoda;Thecostraca;Balanomorpha;Chthamalidae	Arthropod	1.63
Chromista;NA;Dinophyceae;Peridiniales;Diplopsaliaceae;Niea;Niea acanthocysta	Dinoflagellates	14.63
Chromista;Bacillariophyta;Bacillariophyceae;Cymbellales;Gomphonemataceae;Gomphonema;Gomphonema parvulum	Diatoms	4.07
Animalia;Echinodermata	Echinoderms	4.07
Chromista;Ciliophora;Oligohymenophorea;Sessilida;Vorticellidae;Pseudovorticella;Pseudovorticella sinensis	Ciliates	1.63
Animalia;Chordata;Ascidiacea;Phlebobranchia;Ascidiidae;Ascidia;Ascidia mentula	Ascidia	2.44
Chromista;NA;Bigyra;Amphifilida;NA;Sorodiplophrys;Sorodiplophrys sp.	Sorodiplophrys sp.	4.88
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Gilbertiodendron;Gilbertiodendron grandistipulatum	Bean	1.63
Animalia;Arthropoda;Thecostraca;Pollicipedomorpha;Pollicipedidae;Pollicipes;Pollicipes polymerus	Leaf barnacle	8.13
Chromista;Bacillariophyta;Mediophyceae;Biddulphiales;Biddulphiaceae;Biddulphia;Biddulphia sp. CCMP147	Diatoms	8.94
Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. AAA795-N17	Α-proteobacteria	15.45
Animalia;Nemertea;Pilidiophora;Heteronemertea;Lineidae	Proboscis worms	3.25
Chromista;NA;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis	Chromists	4.07
Chromista;Ciliophora;Phyllopharyngea;Dysteriida;Hartmannulidae;Trichopodiella;Trichopodiella faurei	Ciliates	3.25
Chromista;NA;Chrysophyceae;NA;NA;Segregatospumella;Segregatospumella dracosaxi	Golden-brown algae	11.38
Chromista;Ciliophora;Phyllopharyngea;Dysteriida	Ciliates	9.76
Animalia;Cnidaria;Myxozoa;Malacovalvulida;Saccosporidae;Tetracapsuloides;Tetracapsuloides bryosalmonae	Myxozoans	1.63
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio;Desulfurivibrio alkaliphilus	Bacteria	7.32
Animalia;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Parasagitta;Parasagitta elegans	Arrow worm	18.7
Animalia;Cnidaria;Hydrozoa;Leptothecata;Laodiceidae;Melicertissa;Melicertissa sp. AGC-2001	Hydralike animals	2.44
Protozoa;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae;Petalomonas;Petalomonas sphagnophila	Euglenoids	4.88
Chromista;NA;Dinophyceae;Gymnodiniales;Warnowiaceae;Warnowia;Warnowia sp.	Dinoflagellates	20.33
Chromista;Perkinsozoa;NA;Perkinsida;Perkinsidae;Parvilucifera;Parvilucifera rostrata	Chromists	6.5
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella bodanica	Diatoms	6.5
Plantae;Streptophyta;Bryopsida;Dicranales;Calymperaceae;Calymperes;Calymperes erosum	Fork-mosses	22.76
Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Symmachiella;Symmachiella dynata	Bacteria	2.44
Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae	Bacteria	7.32
Chromista;Cercozoa;Chlorarachniophyceae;NA;NA;Minorisa;Minorisa minuta	Chromists	1.63
Chromista;NA;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;Amoebophrya sp. ex Alexandrium affine	Dinoflagellates	2.44
Animalia;Cnidaria;Myxozoa;Bivalvulida;Sphaeromyxidae;Sphaeromyxa;Sphaeromyxa longa	Myxozoans	0.81
Chromista;Ciliophora;Nassophorea;Nassulida;Colpodidiidae;NA;Colpodidiidae sp. HWB-2007	Ciliates	3.25
Plantae;Rhodophyta;Florideophyceae;Corallinales	Red algae	10.57
Plantae;Rhodophyta;Florideophyceae;Halymeniales;Halymeniaceae	Red algae	8.13
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae	Chromists	20.33
Animalia;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Parasagitta;Parasagitta megalophthalma	Arrow worms	4.88
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia bicuspidata	Budding Yeasts	4.88
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae	Α-proteobacteria	2.44
Chromista;NA;Dinophyceae;Abediniales;Abediniaceae;Abedinium	Dinoflagellates	2.44
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio biadhensis	Bacteria	23.58
Animalia;Platyhelminthes;Rhabditophora;Macrostomida;Microstomidae;Microstomum;Microstomum lineare	Flatworms	0.81
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. 31sr	Γ-proteobacteria	1.63
Chromista;Bacillariophyta;Fragilariophyceae;Licmophorales;Ulnariaceae;Ulnaria;Ulnaria ulna	Diatoms	5.69
Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta;Thermogutta terrifontis	Bacteria	0.81
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;Sarcocystis	Chromists	9.76
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Spiniferites;Spiniferites mirabilis	Dinoflagellates	11.38
Chromista;NA;Chrysophyceae;Chromulinales;Chromulinaceae;Pedospumella;Pedospumella sp. JBM19	Golden-brown algae	1.63
Plantae;Chlorophyta;Mamiellophyceae;Mamiellales	Green algae	4.88
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Parallelostrombidium;Parallelostrombidium obesum	Ciliates	4.88
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Lecudinidae;Paralecudina;Paralecudina anankea	Chromists	10.57
Chromista;Haptophyta;NA;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina leadbeateri	Haptophytes	7.32
Animalia;Annelida;Sipuncula;Phascolosomatiformes;Phascolosomatidae;Phascolosoma	Phascolosomatids	3.25
Protozoa;NA;Choanoflagellata;Acanthoecida	Protozoans	9.76
Chromista;Ciliophora;Prostomatea;Prorodontida;Balanionidae;Balanion;Balanion planctonicum	Ciliates	4.07
Animalia;Annelida;Polychaeta;NA;Maldanidae	Bamboo worms	7.32
Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Zoophthora;Zoophthora radicans	Insect Destroyers	0.81
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Selenidium;Selenidium neosabellariae	Chromists	7.32
Chromista;Haptophyta;NA;Isochrysidales;Noelaerhabdaceae;Emiliania;Emiliania huxleyi	Haptophytes	4.07
Chromista;NA;Dinophyceae;Coccidiniales;Chytriodiniaceae;Chytriodinium;Chytriodinium sp. Atlantic	Dinoflagellates	8.13
Animalia;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus	Pacific salmon	0.81
Plantae;Chlorophyta;Chlorophyceae;Protosiphonales;Protosiphonaceae;Protosiphon	Chlorophycean Green Algae	1.63
Chromista;Haptophyta;NA;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina sp. Hp34EHU	Haptophytes	5.69
Animalia;Annelida;Polychaeta;NA;Chaetopteridae	Chaetopterid worms	3.25
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Akashiwo;Akashiwo sanguinea	Dinoflagellates	4.88
Plantae;Streptophyta;Bryopsida;Funariales;Funariaceae	Cord-moss Family	2.44
Animalia;Arthropoda;Hexanauplia;Harpacticoida	Arthropod	2.44
Animalia;Tardigrada;Eutardigrada	Eutardigrades	0.81
Chromista;NA;Phaeophyceae;Fucales;Sargassaceae	Brown algae	9.76
Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;NA;Neiella;Neiella sp.	Γ-proteobacteria	2.44
Animalia;Arthropoda;Hexanauplia;Calanoida;Centropagidae;Centropages;Centropages orsinii	Calanoid Copepods	1.63
Animalia;Rotifera;Eurotatoria;Flosculariaceae	Rotifers	0.81
Chromista;NA;Bigyra;Bicosoecida;Cafeteriaceae;Pseudobodo	Chromists	0.81
Plantae;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Tephroseris	Groundsel	4.07
Animalia;Chordata;Ascidiacea;Stolidobranchia	Ascidians	10.57
Animalia;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops bisetosus	Copepods	4.07
Chromista;Ciliophora;Phyllopharyngea;Chlamydodontida;Chlamydodontidae;Chlamydodon	Ciliates	13.01
Plantae;Rhodophyta;Florideophyceae;Gigartinales	Red algae	9.76
Animalia;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Nassarius;Nassarius succinctus	Dog whelks	0.81
Chromista;Haptophyta;NA;Coccolithales;Calcidiscaceae;Tergestiella;Tergestiella adriatica	Haptophytes	2.44
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae	Ciliates	3.25
Plantae;Rhodophyta;Florideophyceae;Colaconematales;Colaconemataceae;Colaconema	Red algae	7.32
Animalia;Arthropoda;Hexanauplia;Calanoida;Calanidae	Calanoid Copepods	15.45
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas	Bacteria	7.32
Chromista;NA;Dinophyceae;Peridiniales;Ostreopsidaceae;Coolia;Coolia canariensis	Dinoflagellates	1.63
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Cohnilembidae;Porpostoma;Porpostoma notata	Ciliates	4.07
Bacteria;Verrucomicrobia;Opitutae	Bacteria	16.26
Plantae;Streptophyta;Magnoliopsida;Asparagales;Orchidaceae;Apostasia;Apostasia nuda	Orchid	2.44
Bacteria;Verrucomicrobia	Bacteria	13.01
Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Novipirellula;Novipirellula aureliae	Bacteria	3.25
Chromista;Cercozoa;Imbricatea;Euglyphida;Paulinellidae;Paulinella;Paulinella chromatophora	Chromists	14.63
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Minidiscus;Minidiscus sp. RCC4810	Diatoms	10.57
Protozoa;NA;Choanoflagellata;Acanthoecida;Acanthoecidae;Savillea;Savillea micropora	Protozoans	3.25
Bacteria;Pseudomonadota;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus	Myxobacteria	3.25
