taxonomic_path	common_name	% samples positive in project
Animalia;Cnidaria;Myxozoa;Malacovalvulida;Saccosporidae;Tetracapsuloides;Tetracapsuloides bryosalmonae	Myxozoans	1.63
Protozoa;NA;NA;Rotosphaerida;Nucleariidae;Nuclearia;Nuclearia sp. B3	Protozoans	13.01
Protozoa;Euglenozoa;Euglenida;Euglenales;Euglenaceae;Euglena;Euglena viridis	""	0.81
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Pseudotomentella;Pseudotomentella sp.	Basidio's	1.63
Chromista;NA;Dinophyceae;Syndiniales;Eudubosquellidae;Euduboscquella;Euduboscquella sp. ex Favella arcuata	Dinoflagellates	10.57
Animalia;Rotifera;Eurotatoria;Ploima;Notommatidae;Monommata	Rotifers	4.88
Chromista;NA;Dinophyceae;Gonyaulacales;Amphidomataceae;Azadinium;Azadinium polongum	Dinoflagellates	11.38
Animalia;Annelida;Polychaeta;Sabellida;Sabellariidae;Sabellaria;Sabellaria alveolata	""	13.01
Animalia;Gastrotricha;NA;Chaetonotida;Chaetonotidae;Chaetonotus	""	1.63
Animalia;Mollusca;Bivalvia;Venerida;Veneridae;Saxidomus;Saxidomus purpurata	Butter clams	15.45
Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Bathymodiolus;Bathymodiolus azoricus	""	1.63
Chromista;NA;Cryptophyceae;Pyrenomonadales;Chroomonadaceae;Chroomonas;Chroomonas sp.	""	13.82
Protozoa;Discosea;Flabellinia;Dactylopodida	""	2.44
Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiospirillum;Thiospirillum jenense	Purple Sulfur Bacteria	9.76
Bacteria;Pseudomonadota;Alphaproteobacteria;Holosporales	Α-proteobacteria	8.94
Protozoa;Euglenozoa;Kinetoplastea;Neobodonida;NA;Rhynchobodo;Rhynchobodo sp. HFCC304	""	17.07
Animalia;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Parasagitta;Parasagitta elegans	Arrow worm	22.76
Bacteria;Pseudomonadota;Oligoflexia;Bacteriovoracales;Halobacteriovoraceae;Halobacteriovorax	Bacteria	9.76
Chromista;Ciliophora;Heterotrichea;Heterotrichida;Spirostomidae;Spirostomum	""	8.13
Chromista;Ciliophora;Heterotrichea;Licnophorida;Licnophoridae;Licnophora;Licnophora cf. lyngbycola	""	0.81
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Actibacterium;Actibacterium sp.	Α-proteobacteria	17.07
Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas globosa	""	0.81
Plantae;Rhodophyta;Florideophyceae;Nemastomatales;Schizymeniaceae	Red algae	1.63
Plantae;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium	Garlic	17.07
Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;Francisella noatunensis	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia heimii	Diatoms	26.83
Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;Verruconis	""	0.81
Archaea	Archaea	7.32
Animalia;Arthropoda;Arachnida	""	3.25
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Lolium;Lolium rigidum	""	1.63
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae	Chromists	12.2
Chromista;Ciliophora;Spirotrichea;Tintinnida;Codonellidae;Tintinnopsis;Tintinnopsis subacuta	""	0.81
Chromista;Ciliophora;Oligohymenophorea;Pleuronematida	""	4.88
Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mantoniella;Mantoniella squamata	Green algae	4.88
Animalia;Cnidaria;Anthozoa;Scleractinia	Hard Corals	25.2
Plantae;Ciliophora;Phyllopharyngea;Endogenida;Acinetidae;Acineta	""	4.88
Animalia;Chordata;Ascidiacea;Stolidobranchia	Ascidians	14.63
Animalia;Annelida	""	17.07
Chromista;Bacillariophyta;Coscinodiscophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Coscinodiscus granii	Diatoms	13.82
Protozoa;Euglenozoa;Kinetoplastea;Neobodonida;NA;Neobodo;Neobodo designis	""	5.69
Plantae;Chlorophyta;Trebouxiophyceae;Watanabeales	Green algae	0.81
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Saccharum	""	3.25
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora;Membranipora sp. BLEED1777	Marine bryozoans	11.38
Animalia;Mollusca;Gastropoda;Nudibranchia;Eubranchidae;Eubranchus;Eubranchus exiguus	""	0.81
Animalia;Porifera	""	1.63
Animalia;Ctenophora;Tentaculata;Lobata;Lobatolampeidae;Lobatolampea;Lobatolampea tetragona	""	0.81
Chromista;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis sp. JG-2011a	Ciliates	24.39
Chromista;NA;Chrysophyceae;NA;NA;Segregatospumella;Segregatospumella dracosaxi	Golden-brown algae	19.51
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae	Ciliates	52.03
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter	""	4.07
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Rhodoptilum;Rhodoptilum plumosum	Red algae	7.32
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;Sarcocystis	Chromists	25.2
Plantae;Streptophyta;Magnoliopsida;Apiales;Apiaceae	Umbellifer	4.88
Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Leptodophora;Leptodophora orchidicola	""	0.81
Animalia;Arthropoda;Arachnida;Trombidiformes;Phytoptidae;Nalepella;Nalepella torreyae	Mites	0.81
Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ameiridae;Nitokra;Nitokra hibernica	Copepod	1.63
Chromista;Ciliophora;Phyllopharyngea;Dysteriida	Ciliates	20.33
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Callithamniaceae;Aglaothamnion;Aglaothamnion tenuissimum	Red algae	5.69
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium excentricum	Dinoflagellates	25.2
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Cinetochilidae;Sathrophilus;Sathrophilus planus	Ciliates	10.57
Chromista;NA;Phaeophyceae;Laminariales;Lessoniaceae;Ecklonia	Brown algae	9.76
Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Hydrolithon;Hydrolithon sp. BISH 683179	""	0.81
Chromista;Cercozoa;Imbricatea;Euglyphida;Paulinellidae;Paulinella;Paulinella chromatophora	Chromists	20.33
Chromista;Ciliophora;Oligohymenophorea;Peniculida;Frontoniidae;Frontonia	""	7.32
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Milium	Millet grass	0.81
Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Mastigosporium;Mastigosporium album	Asco's	21.14
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella distinguenda	""	20.33
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella choctawhatcheeana	Diatoms	68.29
Chromista;NA;Dinophyceae;Coccidiniales;Chytriodiniaceae;Chytriodinium;Chytriodinium sp. Atlantic	Dinoflagellates	11.38
Chromista;Bacillariophyta;Bacillariophyceae;Cymbellales;Cymbellaceae;Brebissonia;Brebissonia lanceolata	Diatoms	10.57
Fungi;Basidiomycota;Agaricomycetes;Agaricales	""	10.57
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae	Diatoms	75.61
Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae;Scylla;Scylla paramamosain	Swimming crabs	0.81
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Gymnopus;Gymnopus sp.	Agarics	6.5
Fungi;Basidiomycota;Tremellomycetes;Tremellales	""	12.2
Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella	Γ-proteobacteria	15.45
Protozoa;NA;NA;Apusomonadida;Apusomonadidae;Amastigomonas;Amastigomonas mutabilis	Protozoans	6.5
Animalia;Annelida;Polychaeta;Spionida;Spionidae;Dipolydora;Dipolydora quadrilobata	""	4.07
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia longissima	Diatoms	36.59
Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae	""	0.81
Chromista;Apicomplexa;Aconoidasida	""	3.25
Animalia;Mollusca;Bivalvia;Cardiida;Scrobiculariidae;Scrobicularia;Scrobicularia plana	""	1.63
Chromista;Ciliophora;Oligohymenophorea;Sessilida;Vaginicolidae;Pyxicola;Pyxicola pusilla	Ciliates	2.44
Protozoa;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas	Protozoans	9.76
Plantae;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Centaurea	""	0.81
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax polygramma	Dinoflagellates	8.13
Plantae;Streptophyta;Magnoliopsida;Solanales;Solanaceae	""	3.25
Animalia;Annelida;Polychaeta;Eunicida;Dorvilleidae;Parougia	""	1.63
Fungi;Mucoromycota;Glomeromycetes;Diversisporales	""	4.07
Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia globosa	""	20.33
Animalia;Annelida;Polychaeta	Paddle-footed annelids	33.33
Bacteria;Pseudomonadota;Deltaproteobacteria	""	28.46
Plantae;Streptophyta;Magnoliopsida;Sapindales;Rutaceae	Citrus family	30.08
Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter meningitidis	Γ-proteobacteria	5.69
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylosinus;Methylosinus sp.	""	0.81
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae	Α-proteobacteria	8.13
Animalia;Mollusca;Gastropoda;Stylommatophora;Limacidae;Weltersia;Weltersia obscura	""	1.63
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae	Α-proteobacteria	23.58
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera;Cyberlindnera jadinii	Budding Yeasts	8.94
Chromista;Oomycota;NA;Pythiales;Pythiaceae;Pythium;Pythium aphanidermatum	""	21.14
Protozoa;Endomyxa;Ascetosporea;Haplosporida;NA;Bonamia	Lady's nightcap	10.57
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae	Diatoms	11.38
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter	Α-proteobacteria	12.2
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Philasteridae;Miamiensis;Miamiensis avidus	Ciliates	3.25
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Astragalus	""	3.25
Protozoa;NA;NA;Apusomonadida;Apusomonadidae;Podomonas;Podomonas kaiyoae	Protozoans	16.26
Chromista;Ciliophora;Litostomatea;Haptorida;Pseudoholophryidae;Paraenchelys;Paraenchelys terricola	""	0.81
Protozoa;Cercozoa;NA;NA;NA;Quadricilia;Quadricilia rotundata	Protozoans	34.15
Fungi;Basidiomycota	""	64.23
Animalia;Arthropoda;Thecostraca;Balanomorpha;Chthamalidae;Chthamalus	Arthropod	4.07
Chromista;Ciliophora;Phyllopharyngea;Dysteriida;Hartmannulidae;Microxysma;Microxysma acutum	Ciliates	2.44
Animalia;Cnidaria;Anthozoa;Actiniaria;Halcampoididae;Halcampoides;Halcampoides purpureus	Purple anemone	3.25
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus penicillioides	""	3.25
Animalia;Ctenophora;Tentaculata;Cydippida	""	3.25
Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Pseudoplatyophrya;Pseudoplatyophrya nana	Ciliates	1.63
Chromista;Bacillariophyta;Coscinodiscophyceae;Leptocylindrales;Leptocylindraceae;Tenuicylindrus;Tenuicylindrus belgicus	Diatoms	19.51
Chromista;Foraminifera;NA;NA;Allogromiidae;NA;Allogromiina sp. A119	""	0.81
Plantae;Streptophyta;Magnoliopsida;Asterales;Campanulaceae	Bellflower family	30.08
Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;Troposporella	""	0.81
Protozoa;NA;Choanoflagellata;Craspedida;Salpingoecidae;Salpingoeca;Salpingoeca urceolata	""	2.44
Animalia;Arthropoda;Hexanauplia;Siphonostomatoida;Ecbathyriontidae;Ecbathyrion;Ecbathyrion prolixicauda	Arthropod	4.88
Chromista;NA;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae	Chromists	6.5
Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;Pyramimonas tetrarhynchus	Green algae	23.58
Chromista;Ciliophora;Phyllopharyngea;Chlamydodontida;Chilodonellidae;Pseudochilodonopsis	""	5.69
Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium	""	0.81
Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;Pyramimonas australis	Green algae	15.45
Animalia;Cnidaria;Anthozoa;Scleractinia;Plesiastreidae;Plesiastrea	""	2.44
Protozoa;NA;Choanoflagellata;Acanthoecida	Protozoans	18.7
Animalia;Platyhelminthes;Monogenea;Gyrodactylidea;Gyrodactylidae;Gyrodactyloides;Gyrodactyloides bychowskii	""	2.44
Plantae;Streptophyta;Magnoliopsida;Rosales;Urticaceae	""	4.07
Chromista;NA;Bigyra	Chromists	54.47
Chromista;NA;Phaeophyceae;Ectocarpales;Chordariaceae;Cladochroa;Cladochroa chnoosporiformis	Brown algae	27.64
Fungi;Chytridiomycota;Chytridiomycetes;Zygophlyctidales;Zygophlyctidaceae;Zygophlyctis;Zygophlyctis planktonica	""	8.94
Plantae;Chlorophyta;Trebouxiophyceae	""	10.57
Animalia;Cnidaria;Hydrozoa;Anthoathecata;Proboscidactylidae;Proboscidactyla;Proboscidactyla flavicirrata	Hydroid	11.38
Plantae;Streptophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea	""	8.94
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Halteriidae;Halteria;Halteria grandinella	""	5.69
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas kilonensis	""	2.44
Protozoa;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Paramoeba;Paramoeba pemaquidensis	""	0.81
Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Dominikia;Dominikia iranica	""	2.44
Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Endozoicomonas;Endozoicomonas sp.	""	15.45
Chromista;NA;Cryptophyceae;Cryptomonadales;Cryptomonadaceae	""	26.83
Plantae;Streptophyta;Bryopsida;Dicranales	Fork-mosses	8.94
Protozoa;NA;Ichthyosporea;Ichthyophonida;NA;Anurofeca;Anurofeca sp. LAH-2003	Protozoans	8.94
Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;NA;alpha proteobacterium HIMB5	Α-proteobacteria	28.46
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Avena	""	3.25
Protozoa;Endomyxa;NA;Vampyrellida;Sericomyxidae;Sericomyxa;Sericomyxa perlucida	Protozoans	4.88
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Scrippsiella	Dinoflagellates	20.33
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae	Chromists	30.89
Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae	Green algae	12.2
Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Alphamycetaceae;Betamyces;Betamyces sp.	""	16.26
Animalia;Chordata;Ascidiacea;Stolidobranchia;Pyuridae	Ascidians	20.33
Protozoa;NA;Choanoflagellata;Acanthoecida;Acanthoecidae;Savillea;Savillea micropora	Protozoans	5.69
Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas tunicata	""	0.81
Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Maricaulis	Α-proteobacteria	11.38
Plantae;Streptophyta;Magnoliopsida;Sapindales;Meliaceae	Mahogany	13.01
Chromista;NA;Centroplasthelida;Pterocystida;Pterocystidae;Chlamydaster;Chlamydaster sterni	Sun Animalcules	13.01
Chromista;Ciliophora;Spirotrichea;NA;NA;Protocruzia	Ciliates	57.72
Animalia;Annelida;Clitellata;Tubificida;Naididae	""	8.13
Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Perinereis	Nereids	2.44
Fungi;Basidiomycota;Tremellomycetes	""	14.63
Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Microsetella	Arthropod	0.81
Chromista;Ciliophora;Litostomatea;Pleurostomatida;Litonotidae;Litonotus;Litonotus sp. LXF08110005	Ciliates	2.44
Chromista;Ciliophora;Heterotrichea;Heterotrichida;Fabreidae;Fabrea;Fabrea salina	Ciliates	7.32
Animalia;Cnidaria;Hydrozoa;Leptothecata;Plumulariidae;Plumularia;Plumularia strictocarpa	Hydralike animals	4.07
Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Marinicella	""	5.69
Bacteria;Pseudomonadota;Oligoflexia;Oligoflexales;Pseudobacteriovoracaceae;Pseudobacteriovorax;Pseudobacteriovorax antillogorgiicola	Bacteria	11.38
Animalia;Cnidaria;Hydrozoa;Siphonophorae	Siphonophores	15.45
Chromista;NA;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;Amoebophrya sp. ex Gonyaulax polygramma	Dinoflagellates	41.46
Plantae;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Nephroselmis;Nephroselmis pyriformis	Green algae	7.32
Chromista;NA;Chrysophyceae;NA;NA;NA;Spumella-like flagellate JBC13	""	8.13
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae	Chromists	1.63
Animalia;Cnidaria;Anthozoa;Scleractinia;Merulinidae;Favites	""	0.81
Plantae;Streptophyta;Magnoliopsida;Rosales	""	4.88
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Nusuttodinium;Nusuttodinium poecilochroum	Dinoflagellates	1.63
Chromista;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclotella;Cyclotella litoralis	Diatoms	39.02
Chromista;Ciliophora;Litostomatea;Haptorida;Trachelophyllidae;Acaryophrya;Acaryophrya sp. PV-2014	""	4.88
Plantae;Rhodophyta;Florideophyceae;Acrosymphytales;Acrothesauraceae;Acrothesaurum;Acrothesaurum gemellifilum	""	0.81
Animalia;Cnidaria;Hydrozoa;Leptothecata;Tiaropsidae;Tiaropsidium;Tiaropsidium kelseyi	Hydralike animals	2.44
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium sp. Dino2	Dinoflagellates	29.27
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Acacia;Acacia ligulata	""	3.25
Animalia;Mollusca;Gastropoda;NA;Pyramidellidae;Miralda;Miralda sp. EED-Phy-918	Gastropods	3.25
Bacteria;Pseudomonadota	""	39.84
Protozoa;Euglenozoa;Euglenida;Heteronematales;Peranemataceae;Anisonema;Anisonema sp. G1	""	0.81
Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;NA;NA;Cystofilobasidiales sp.	Basidio's	4.07
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Laboea;Laboea strobila	Ciliates	4.07
Chromista;Haptophyta;NA;Isochrysidales;Noelaerhabdaceae;Gephyrocapsa;Gephyrocapsa oceanica	Haptophytes	43.9
Chromista;NA;Chrysophyceae;NA;NA;NA;Chrysophyceae sp. CCCM41	""	1.63
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Pseudocohnilembidae;Pseudocohnilembus;Pseudocohnilembus hargisi	Ciliates	4.07
Chromista;Haptophyta;NA;Prymnesiales;Prymnesiaceae;Imantonia	Haptophytes	12.2
Chromista;NA;Dinophyceae;Gonyaulacales;Crypthecodiniaceae;Crypthecodinium;Crypthecodinium sp. CAAE-CL2	Dinoflagellates	1.63
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea	""	11.38
Protozoa;NA;NA;Rotosphaerida;Nucleariidae;Nuclearia;Nuclearia delicatula	Protozoans	12.2
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Anderseniella;Anderseniella baltica	""	0.81
Animalia;Annelida;Polychaeta;Phyllodocida	Scale Worm	12.2
Chromista;NA;Eustigmatophyceae;Eustigmatales;Chlorobotryaceae	""	1.63
Chromista;Oomycota;NA;Peronosporales;Peronosporaceae	""	19.51
Chromista;Bacillariophyta;Bacillariophyceae;Cymbellales	Diatoms	7.32
Animalia;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Takifugu	""	1.63
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae	""	5.69
Protozoa;Euglenozoa;Kinetoplastea;Eubodonida;Bodonidae	""	2.44
Chromista;NA;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;Nannochloropsis	Chromists	14.63
Chromista;Ciliophora;Spirotrichea;Tintinnida;Metacylididae;Helicostomella;Helicostomella subulata	Tintinnids	18.7
Protozoa;NA;Choanoflagellata;Craspedida;Salpingoecidae;Hartaetosiga;Hartaetosiga gracilis	Protozoans	8.94
Bacteria;Acidobacteria;Holophagae;Thermotomaculales;Thermotomaculaceae;Thermotomaculum;Thermotomaculum hydrothermale	""	0.81
Fungi;Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces	""	2.44
Animalia;Nemertea;Enopla;Monostilifera	Proboscis worms	4.88
Animalia;Mollusca;Bivalvia	Bivalves	21.95
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales	""	12.2
Chromista;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus sp. CCMP1701	Diatoms	56.1
Animalia;Entoprocta;NA;NA;Loxosomatidae;Loxosomella;Loxosomella plakorticola	""	0.81
Chromista;Bacillariophyta;Fragilariophyceae;Fragilariales;NA;NA;Fragilariales sp. endosymbiont of Amphistegina gibbosa	""	0.81
Chromista;NA;Chrysophyceae;Chromulinales;Chromulinaceae;Ochromonas;Ochromonas sp.	""	3.25
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;NA;Hyphomonadaceae bacterium	""	2.44
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium litoralis	Dinoflagellates	10.57
Chromista;NA;Bolidophyceae;Parmales;Triparmaceae;Triparma;Triparma pacifica	Bolidophytes	17.07
Plantae;Streptophyta;Magnoliopsida;Cucurbitales;Begoniaceae;Begonia	""	0.81
Chromista;NA;Synurophyceae;Synurales;Mallomonadaceae;Mallomonas;Mallomonas tonsurata	Synurids	1.63
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae;Bysmatrum	""	8.13
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae	""	4.07
Chromista;NA;Dinophyceae;Peridiniales;Peridiniaceae	Dinoflagellates	34.96
Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella	""	0.81
Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Nannochloris	Green algae	47.15
Chromista;NA;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Spiniferites;Spiniferites mirabilis	Dinoflagellates	17.89
Fungi;Basidiomycota;Agaricomycetes;Polyporales;NA;NA;Polyporales sp. 1 SR-2012	""	14.63
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae	""	13.01
Chromista;Ciliophora;Heterotrichea;Heterotrichida;Condylostomatidae;Condylostoma;Condylostoma sp. SUAS-2014	Ciliates	12.2
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Ketogulonicigenium;Ketogulonicigenium vulgare	""	0.81
Plantae;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Carya;Carya illinoinensis	""	2.44
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae	Red algae	8.94
Animalia;Arthropoda;Insecta;Orthoptera;Acrididae	""	2.44
Plantae;Rhodophyta;Florideophyceae;Rhodymeniales;Faucheaceae;Gloiocladia;Gloiocladia fruticulosa	Red algae	3.25
Chromista;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae;Tintinnidium;Tintinnidium mucicola	Tintinnids	19.51
Chromista;Apicomplexa;Conoidasida;Archigregarinorida;Selenidiidae;Selenidium;Selenidium patagonica	Chromists	4.07
Chromista;Haptophyta;NA;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina leadbeateri	Haptophytes	14.63
Chromista;Ciliophora;Heterotrichea;Heterotrichida;Stentoridae;Stentor;Stentor roeselii	""	3.25
Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Erysiphe;Erysiphe heraclei	""	1.63
Animalia;Arthropoda;Insecta;Hemiptera;Diaspididae	""	0.81
Fungi;NA;Aphelidea;NA;Aphelidiaceae;Paraphelidium;Paraphelidium tribonematis	""	17.89
Chromista;NA;Bigyra;Opalinata;Blastocystidae	Chromists	4.88
Plantae;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis	""	2.44
Animalia;Gastrotricha;NA;Chaetonotida;Chaetonotidae;Lepidodermella;Lepidodermella squamata	""	21.14
Chromista;Ciliophora;Prostomatea;Prorodontida;Colepidae	""	11.38
Animalia;Arthropoda;Arachnida;Trombidiformes;Phytoptidae	Mites	0.81
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Apostrombidium;Apostrombidium parakielum	Ciliates	43.09
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae	Dinoflagellates	21.95
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae;Rubrioxytricha;Rubrioxytricha haematoplasma	""	0.81
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;NA;Pfiesteria-like dinoflagellate Lucy	Dinoflagellates	7.32
Animalia;Brachiopoda;Rhynchonellata;Rhynchonellida;Basiliolidae;Basiliola	Articulate Brachiopods	0.81
Animalia;Rotifera;Eurotatoria;Ploima;Trichocercidae;Trichocerca;Trichocerca similis	""	0.81
Protozoa;Preaxostyla	""	3.25
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium septentrionale	""	0.81
